location_name,sex_name,measure_name,age_name,age_midpoint,period,period_midpoint,cohort_midpoint,events,population,rate,window,age_coverage,age_index,period_index,cohort_index,cohort_level,fitted_rate
China,Female,Incidence,65-69 years,67.0,1994-1998,1996.0,1929.0,12188.66323108924,79422860.68942583,15.346542702297816,primary_1994_2023,10-14 to 65-69,11,0,-11,0,15.346542702297855
China,Female,Incidence,65-69 years,67.0,1999-2003,2001.0,1934.0,13482.541780974294,88977305.44212008,15.152787234880602,primary_1994_2023,10-14 to 65-69,11,1,-10,1,15.251553929909816
China,Female,Incidence,65-69 years,67.0,2004-2008,2006.0,1939.0,14326.164343186829,93771871.83554113,15.277677690291098,primary_1994_2023,10-14 to 65-69,11,2,-9,2,15.225569887240034
China,Female,Incidence,65-69 years,67.0,2009-2013,2011.0,1944.0,16380.600727948076,108345083.55283177,15.118914666728266,primary_1994_2023,10-14 to 65-69,11,3,-8,3,15.114039840896993
China,Female,Incidence,65-69 years,67.0,2014-2018,2016.0,1949.0,22349.951557727683,148499652.15076858,15.050507684042415,primary_1994_2023,10-14 to 65-69,11,4,-7,4,15.176153621883273
China,Female,Incidence,65-69 years,67.0,2019-2023,2021.0,1954.0,29314.29112497606,190711524.93917972,15.371011864293337,primary_1994_2023,10-14 to 65-69,11,5,-6,5,15.254001040148552
China,Female,Prevalence,10-14 years,12.0,1994-1998,1996.0,1984.0,28237.706360738983,269624940.28498524,10.472957854304056,primary_1994_2023,10-14 to 65-69,0,0,0,11,10.473358006511022
China,Female,Prevalence,10-14 years,12.0,1999-2003,2001.0,1989.0,30121.275543793927,287547903.9977516,10.47521999813619,primary_1994_2023,10-14 to 65-69,0,1,1,12,10.39631604366291
China,Female,Prevalence,10-14 years,12.0,2004-2008,2006.0,1994.0,21837.05799244505,215213129.33324507,10.146712730816542,primary_1994_2023,10-14 to 65-69,0,2,2,13,10.11896722658692
China,Female,Prevalence,10-14 years,12.0,2009-2013,2011.0,1999.0,17005.583063245835,170979253.76550967,9.945992094788426,primary_1994_2023,10-14 to 65-69,0,3,3,14,10.040122130843299
China,Female,Prevalence,10-14 years,12.0,2014-2018,2016.0,2004.0,17377.41778872089,173637222.2861553,10.007887456344347,primary_1994_2023,10-14 to 65-69,0,4,4,15,10.073958485364221
China,Female,Prevalence,10-14 years,12.0,2019-2023,2021.0,2009.0,20208.11940899796,201118403.00707868,10.04787185401761,primary_1994_2023,10-14 to 65-69,0,5,5,16,10.047871854017526
China,Female,Prevalence,15-19 years,17.0,1994-1998,1996.0,1979.0,192452.53713267535,242527348.09805286,79.35292190424131,primary_1994_2023,10-14 to 65-69,1,0,-1,10,79.1001736768923
China,Female,Prevalence,15-19 years,17.0,1999-2003,2001.0,1984.0,216087.5961589697,270089638.8181737,80.00588141940588,primary_1994_2023,10-14 to 65-69,1,1,0,11,79.48019049791158
China,Female,Prevalence,15-19 years,17.0,2004-2008,2006.0,1989.0,236212.65395560718,302382382.4618558,78.11720115189063,primary_1994_2023,10-14 to 65-69,1,2,1,12,78.31461551228301
China,Female,Prevalence,15-19 years,17.0,2009-2013,2011.0,1994.0,171817.18446747924,226612677.11389786,75.8197584776434,primary_1994_2023,10-14 to 65-69,1,3,2,13,76.59574075839687
China,Female,Prevalence,15-19 years,17.0,2014-2018,2016.0,1999.0,133805.118760738,176021283.67355502,76.01644299384265,primary_1994_2023,10-14 to 65-69,1,4,3,14,76.28731228916885
China,Female,Prevalence,15-19 years,17.0,2019-2023,2021.0,2004.0,134997.1147163596,175295140.0224603,77.01132769514466,primary_1994_2023,10-14 to 65-69,1,5,4,15,76.51100295537617
China,Female,Prevalence,20-24 years,22.0,1994-1998,1996.0,1974.0,671865.1058573814,277180223.35041225,242.39287267187422,primary_1994_2023,10-14 to 65-69,2,0,-2,9,242.06091821556203
China,Female,Prevalence,20-24 years,22.0,1999-2003,2001.0,1979.0,567937.4731192808,233265107.91878718,243.4729643822307,primary_1994_2023,10-14 to 65-69,2,1,-1,10,243.51919904938572
China,Female,Prevalence,20-24 years,22.0,2004-2008,2006.0,1984.0,651948.8609164247,269616535.52198684,241.80596329310046,primary_1994_2023,10-14 to 65-69,2,2,0,11,242.88744441782757
China,Female,Prevalence,20-24 years,22.0,2009-2013,2011.0,1989.0,729666.2924506096,304524092.73245245,239.60872386267215,primary_1994_2023,10-14 to 65-69,2,3,1,12,240.48836554395334
China,Female,Prevalence,20-24 years,22.0,2014-2018,2016.0,1994.0,524579.0023801121,222435645.53801268,235.83405488418683,primary_1994_2023,10-14 to 65-69,2,4,2,13,236.10259399176456
China,Female,Prevalence,20-24 years,22.0,2019-2023,2021.0,1999.0,411950.1669537508,173010032.04828298,238.10767622930982,primary_1994_2023,10-14 to 65-69,2,5,3,14,235.04925115856344
China,Female,Prevalence,25-29 years,27.0,1994-1998,1996.0,1969.0,1168685.1773949652,308978730.38093084,378.241303520837,primary_1994_2023,10-14 to 65-69,3,0,-3,8,379.2274811343216
China,Female,Prevalence,25-29 years,27.0,1999-2003,2001.0,1974.0,1046573.3632906361,276039084.94366837,379.13955681464876,primary_1994_2023,10-14 to 65-69,3,1,-2,9,379.8813986471948
China,Female,Prevalence,25-29 years,27.0,2004-2008,2006.0,1979.0,891349.7177479854,235561075.7121193,378.3943145332337,primary_1994_2023,10-14 to 65-69,3,2,-1,10,379.35599796649626
China,Female,Prevalence,25-29 years,27.0,2009-2013,2011.0,1984.0,1031099.6299679106,270985531.92668825,380.49988227668985,primary_1994_2023,10-14 to 65-69,3,3,0,11,380.2103179644766
China,Female,Prevalence,25-29 years,27.0,2014-2018,2016.0,1989.0,1114215.56162076,295092497.31285363,377.58179952622845,primary_1994_2023,10-14 to 65-69,3,4,1,12,377.8833797963542
China,Female,Prevalence,25-29 years,27.0,2019-2023,2021.0,1994.0,778737.569536937,208017806.1240198,374.36101459153707,primary_1994_2023,10-14 to 65-69,3,5,2,13,370.8300318710863
China,Female,Prevalence,30-34 years,32.0,1994-1998,1996.0,1964.0,1287773.5942375893,285587416.1163933,450.92098655801675,primary_1994_2023,10-14 to 65-69,4,0,-4,7,452.45989268821154
China,Female,Prevalence,30-34 years,32.0,1999-2003,2001.0,1969.0,1395703.316059616,308153140.08709496,452.9252292107557,primary_1994_2023,10-14 to 65-69,4,1,-3,8,453.1661563752487
China,Female,Prevalence,30-34 years,32.0,2004-2008,2006.0,1974.0,1259158.7475686218,279146855.10048306,451.07395070432324,primary_1994_2023,10-14 to 65-69,4,2,-2,9,450.6050882506737
China,Female,Prevalence,30-34 years,32.0,2009-2013,2011.0,1979.0,1077963.520812067,237854241.40281895,453.203404931711,primary_1994_2023,10-14 to 65-69,4,3,-1,10,452.1682902671174
China,Female,Prevalence,30-34 years,32.0,2014-2018,2016.0,1984.0,1219629.9918198395,267743419.97628292,455.52192913942605,primary_1994_2023,10-14 to 65-69,4,4,0,11,454.9062811995025
China,Female,Prevalence,30-34 years,32.0,2019-2023,2021.0,1989.0,1293019.6566462368,286173265.9956433,451.8310444365274,primary_1994_2023,10-14 to 65-69,4,5,1,12,451.9248741179044
China,Female,Prevalence,35-39 years,37.0,1994-1998,1996.0,1959.0,1024478.1413745468,210141763.53976008,487.51762815615155,primary_1994_2023,10-14 to 65-69,5,0,-5,6,488.7294178995798
China,Female,Prevalence,35-39 years,37.0,1999-2003,2001.0,1964.0,1383192.2692705053,282204424.2525181,490.1384069134285,primary_1994_2023,10-14 to 65-69,5,1,-4,7,490.3125604807474
China,Female,Prevalence,35-39 years,37.0,2004-2008,2006.0,1969.0,1500459.3790558274,307166596.4732847,488.4839029644707,primary_1994_2023,10-14 to 65-69,5,2,-3,8,487.4620328305354
China,Female,Prevalence,35-39 years,37.0,2009-2013,2011.0,1974.0,1353955.1866346933,277394763.72455376,488.0968798600459,primary_1994_2023,10-14 to 65-69,5,3,-2,9,487.06228645826235
China,Female,Prevalence,35-39 years,37.0,2014-2018,2016.0,1979.0,1141641.8593198103,232173910.55011278,491.7184091075541,primary_1994_2023,10-14 to 65-69,5,4,-1,10,490.6066174953627
China,Female,Prevalence,35-39 years,37.0,2019-2023,2021.0,1984.0,1270267.62344536,258604707.3790096,491.20050300695533,primary_1994_2023,10-14 to 65-69,5,5,0,11,493.36195014943553
China,Female,Prevalence,40-44 years,42.0,1994-1998,1996.0,1954.0,1085636.4779172426,216168736.6214835,502.21715447142446,primary_1994_2023,10-14 to 65-69,6,0,-6,5,503.0131139946992
China,Female,Prevalence,40-44 years,42.0,1999-2003,2001.0,1959.0,1022595.7602446661,202613906.72692266,504.7016647395739,primary_1994_2023,10-14 to 65-69,6,1,-5,6,505.28984559415215
China,Female,Prevalence,40-44 years,42.0,2004-2008,2006.0,1964.0,1399308.111806448,277698221.1149844,503.89523785499773,primary_1994_2023,10-14 to 65-69,6,2,-4,7,503.1940588373527
China,Female,Prevalence,40-44 years,42.0,2009-2013,2011.0,1969.0,1529758.6248896169,303571794.3771086,503.9198809719759,primary_1994_2023,10-14 to 65-69,6,3,-3,8,502.69939877024063
China,Female,Prevalence,40-44 years,42.0,2014-2018,2016.0,1974.0,1374965.8438568853,272048942.68718094,505.41120662906155,primary_1994_2023,10-14 to 65-69,6,4,-2,9,504.1931732717916
China,Female,Prevalence,40-44 years,42.0,2019-2023,2021.0,1979.0,1141369.0036690626,226035787.20401463,504.95057344122665,primary_1994_2023,10-14 to 65-69,6,5,-1,10,507.6405188471032
China,Female,Prevalence,45-49 years,47.0,1994-1998,1996.0,1949.0,857234.8111063754,168431811.5245526,508.9506568546375,primary_1994_2023,10-14 to 65-69,7,0,-7,4,508.7074146831551
China,Female,Prevalence,45-49 years,47.0,1999-2003,2001.0,1954.0,1071394.9701523085,210082765.89968053,509.9870832164904,primary_1994_2023,10-14 to 65-69,7,1,-6,5,511.3768114471825
China,Female,Prevalence,45-49 years,47.0,2004-2008,2006.0,1959.0,1021412.2135810192,200075259.34456038,510.51400204459577,primary_1994_2023,10-14 to 65-69,7,2,-5,6,509.9090151847728
China,Female,Prevalence,45-49 years,47.0,2009-2013,2011.0,1964.0,1414999.7763765263,276439806.71277773,511.8654195293653,primary_1994_2023,10-14 to 65-69,7,3,-4,7,510.26139153930103
China,Female,Prevalence,45-49 years,47.0,2014-2018,2016.0,1969.0,1544507.927126468,301079131.01164305,512.9906951494223,primary_1994_2023,10-14 to 65-69,7,4,-3,8,511.6941565617112
China,Female,Prevalence,45-49 years,47.0,2019-2023,2021.0,1974.0,1374488.9694143194,269308542.12932324,510.3770413469779,primary_1994_2023,10-14 to 65-69,7,5,-2,9,512.9906768773983
China,Female,Prevalence,50-54 years,52.0,1994-1998,1996.0,1944.0,632575.5134024713,124351803.36164068,508.698302961326,primary_1994_2023,10-14 to 65-69,8,0,-8,3,507.3514654526228
China,Female,Prevalence,50-54 years,52.0,1999-2003,2001.0,1949.0,841617.9539692169,164574392.68913192,511.39058769547887,primary_1994_2023,10-14 to 65-69,8,1,-7,4,513.1137865576146
China,Female,Prevalence,50-54 years,52.0,2004-2008,2006.0,1954.0,1066919.2336085457,208188328.74385858,512.4779280596532,primary_1994_2023,10-14 to 65-69,8,2,-6,5,512.0083494799135
China,Female,Prevalence,50-54 years,52.0,2009-2013,2011.0,1959.0,1026906.8061318177,199474996.8079333,514.8047738136255,primary_1994_2023,10-14 to 65-69,8,3,-5,6,513.0193986190134
China,Female,Prevalence,50-54 years,52.0,2014-2018,2016.0,1964.0,1418875.6161341432,274824207.8675048,516.284801525998,primary_1994_2023,10-14 to 65-69,8,4,-4,7,515.3220114768422
China,Female,Prevalence,50-54 years,52.0,2019-2023,2021.0,1969.0,1534584.6732242506,298257808.35771906,514.5161770194892,primary_1994_2023,10-14 to 65-69,8,5,-3,8,516.5434528535619
China,Female,Prevalence,55-59 years,57.0,1994-1998,1996.0,1939.0,544594.4303016164,107330251.07036625,507.4006860792467,primary_1994_2023,10-14 to 65-69,9,0,-9,2,505.07274313665107
China,Female,Prevalence,55-59 years,57.0,1999-2003,2001.0,1944.0,599270.1789535709,118337484.4279483,506.4077387232668,primary_1994_2023,10-14 to 65-69,9,1,-8,3,508.91949927259844
China,Female,Prevalence,55-59 years,57.0,2004-2008,2006.0,1949.0,815734.9256287885,159498061.496709,511.43877108852513,primary_1994_2023,10-14 to 65-69,9,2,-7,4,510.90982228708754
China,Female,Prevalence,55-59 years,57.0,2009-2013,2011.0,1954.0,1045423.7077907021,203438117.86534983,513.877988432158,primary_1994_2023,10-14 to 65-69,9,3,-6,5,512.2862463687089
China,Female,Prevalence,55-59 years,57.0,2014-2018,2016.0,1959.0,1005387.154603594,195137911.1357144,515.2187746359383,primary_1994_2023,10-14 to 65-69,9,4,-5,6,515.2456426139394
China,Female,Prevalence,55-59 years,57.0,2019-2023,2021.0,1964.0,1391022.436484055,269576872.6146301,516.0021417981845,primary_1994_2023,10-14 to 65-69,9,5,-4,7,517.3323698056766
China,Female,Prevalence,60-64 years,62.0,1994-1998,1996.0,1934.0,492376.8115441955,98569219.02247716,499.5239045486571,primary_1994_2023,10-14 to 65-69,10,0,-10,1,496.51998537762375
China,Female,Prevalence,60-64 years,62.0,1999-2003,2001.0,1939.0,502467.54832815984,101409383.16292754,495.48427636215825,primary_1994_2023,10-14 to 65-69,10,1,-9,2,498.2540310250247
China,Female,Prevalence,60-64 years,62.0,2004-2008,2006.0,1944.0,570418.7370519324,114471072.00671199,498.30819878972216,primary_1994_2023,10-14 to 65-69,10,2,-8,3,498.35219640405114
China,Female,Prevalence,60-64 years,62.0,2009-2013,2011.0,1949.0,786257.6517489993,155894787.68381175,504.35146898156677,primary_1994_2023,10-14 to 65-69,10,3,-7,4,502.7321068082724
China,Female,Prevalence,60-64 years,62.0,2014-2018,2016.0,1954.0,1003184.4486808059,198615833.3088985,505.0878532531679,primary_1994_2023,10-14 to 65-69,10,4,-6,5,505.99934388977437
China,Female,Prevalence,60-64 years,62.0,2019-2023,2021.0,1959.0,967018.5059535874,190258226.47877735,508.2663303715043,primary_1994_2023,10-14 to 65-69,10,5,-5,6,508.70031279201373
China,Female,Prevalence,65-69 years,67.0,1994-1998,1996.0,1929.0,366569.98987034685,79422860.68942583,461.54216391647947,primary_1994_2023,10-14 to 65-69,11,0,-11,0,461.54216391648094
China,Female,Prevalence,65-69 years,67.0,1999-2003,2001.0,1934.0,408111.9044287321,88977305.44212008,458.6696600901336,primary_1994_2023,10-14 to 65-69,11,1,-10,1,461.7447295737284
China,Female,Prevalence,65-69 years,67.0,2004-2008,2006.0,1939.0,431629.6405671777,93771871.83554113,460.29756271067924,primary_1994_2023,10-14 to 65-69,11,2,-9,2,459.9455596496578
China,Female,Prevalence,65-69 years,67.0,2009-2013,2011.0,1944.0,502079.22614263796,108345083.55283177,463.4074843809702,primary_1994_2023,10-14 to 65-69,11,3,-8,3,462.2714485940372
China,Female,Prevalence,65-69 years,67.0,2014-2018,2016.0,1949.0,694228.3741215182,148499652.15076858,467.49494969636885,primary_1994_2023,10-14 to 65-69,11,4,-7,4,468.10383985473743
China,Female,Prevalence,65-69 years,67.0,2019-2023,2021.0,1954.0,900260.1207499651,190711524.93917972,472.0533386941714,primary_1994_2023,10-14 to 65-69,11,5,-6,5,470.94040696660693
China,Male,DALYs,10-14 years,12.0,1994-1998,1996.0,1984.0,24168.293542322048,290895688.006566,8.308233686082184,primary_1994_2023,10-14 to 65-69,0,0,0,11,8.291884714021922
China,Male,DALYs,10-14 years,12.0,1999-2003,2001.0,1989.0,26131.687260438113,314641448.28331536,8.305227236593485,primary_1994_2023,10-14 to 65-69,0,1,1,12,8.225598209638212
China,Male,DALYs,10-14 years,12.0,2004-2008,2006.0,1994.0,19605.62007048878,243778472.7181506,8.042391869915525,primary_1994_2023,10-14 to 65-69,0,2,2,13,8.074648067262627
China,Male,DALYs,10-14 years,12.0,2009-2013,2011.0,1999.0,16022.267185759387,199407344.59056306,8.03494335610226,primary_1994_2023,10-14 to 65-69,0,3,3,14,8.099785656144828
China,Male,DALYs,10-14 years,12.0,2014-2018,2016.0,2004.0,16407.92894778228,203330016.7593913,8.069604876489263,primary_1994_2023,10-14 to 65-69,0,4,4,15,8.110415695747397
China,Male,DALYs,10-14 years,12.0,2019-2023,2021.0,2009.0,18668.143761300642,230176164.9974368,8.110372227944856,primary_1994_2023,10-14 to 65-69,0,5,5,16,8.110372227944838
China,Male,DALYs,15-19 years,17.0,1994-1998,1996.0,1979.0,158717.72129949305,254993660.90354675,62.24379097781933,primary_1994_2023,10-14 to 65-69,1,0,-1,10,62.08138373574567
China,Male,DALYs,15-19 years,17.0,1999-2003,2001.0,1984.0,176838.24616537945,283384216.50349003,62.40229196505078,primary_1994_2023,10-14 to 65-69,1,1,0,11,62.09950934612165
China,Male,DALYs,15-19 years,17.0,2004-2008,2006.0,1989.0,194870.9126072859,317689852.4225949,61.33998650610541,primary_1994_2023,10-14 to 65-69,1,2,1,12,61.638113541244394
China,Male,DALYs,15-19 years,17.0,2009-2013,2011.0,1994.0,149071.17083917864,247558661.53252834,60.21650380412612,primary_1994_2023,10-14 to 65-69,1,3,2,13,60.57383303627207
China,Male,DALYs,15-19 years,17.0,2014-2018,2016.0,1999.0,122300.21356155575,200763628.17393932,60.917515126592676,primary_1994_2023,10-14 to 65-69,1,4,3,14,60.93732623678248
China,Male,DALYs,15-19 years,17.0,2019-2023,2021.0,2004.0,124469.56975287035,202729690.04219913,61.39681352393989,primary_1994_2023,10-14 to 65-69,1,5,4,15,61.08695822343324
China,Male,DALYs,20-24 years,22.0,1994-1998,1996.0,1974.0,576996.2197875977,290754722.69427276,198.44775501524921,primary_1994_2023,10-14 to 65-69,2,0,-2,9,198.26945875372894
China,Male,DALYs,20-24 years,22.0,1999-2003,2001.0,1979.0,472056.98964381363,239806950.99334234,196.84875175153667,primary_1994_2023,10-14 to 65-69,2,1,-1,10,197.93312425481378
China,Male,DALYs,20-24 years,22.0,2004-2008,2006.0,1984.0,538602.2321672144,272823739.1536675,197.4176564832753,primary_1994_2023,10-14 to 65-69,2,2,0,11,198.1035203728806
China,Male,DALYs,20-24 years,22.0,2009-2013,2011.0,1989.0,606646.7720425843,309228856.3356999,196.18051796046046,primary_1994_2023,10-14 to 65-69,2,3,1,12,196.84888981044574
China,Male,DALYs,20-24 years,22.0,2014-2018,2016.0,1994.0,466922.4345972116,239283207.79312164,195.13380771830057,primary_1994_2023,10-14 to 65-69,2,4,2,13,194.0068670034769
China,Male,DALYs,20-24 years,22.0,2019-2023,2021.0,1999.0,385921.99354471033,195834593.82530308,197.06528147369986,primary_1994_2023,10-14 to 65-69,2,5,3,14,195.39388072171215
China,Male,DALYs,25-29 years,27.0,1994-1998,1996.0,1969.0,1042631.831959029,333919827.55217385,312.24016842669255,primary_1994_2023,10-14 to 65-69,3,0,-3,8,311.7166776775199
China,Male,DALYs,25-29 years,27.0,1999-2003,2001.0,1974.0,890327.5343605932,288125301.72059166,309.0070636087297,primary_1994_2023,10-14 to 65-69,3,1,-2,9,310.5231809132264
China,Male,DALYs,25-29 years,27.0,2004-2008,2006.0,1979.0,750552.9902520659,241363465.25107664,310.96379457069384,primary_1994_2023,10-14 to 65-69,3,2,-1,10,310.17273393744296
China,Male,DALYs,25-29 years,27.0,2009-2013,2011.0,1984.0,844727.8143012705,272406270.67460907,310.0985202026803,primary_1994_2023,10-14 to 65-69,3,3,0,11,310.78277365814495
China,Male,DALYs,25-29 years,27.0,2014-2018,2016.0,1989.0,938866.9975685041,303369202.9959964,309.47999608941666,primary_1994_2023,10-14 to 65-69,3,4,1,12,309.7035117333756
China,Male,DALYs,25-29 years,27.0,2019-2023,2021.0,1994.0,709734.122990702,231200621.01524952,306.9776023412539,primary_1994_2023,10-14 to 65-69,3,5,2,13,305.58060054682755
China,Male,DALYs,30-34 years,32.0,1994-1998,1996.0,1964.0,1109829.0842238641,302902148.77291167,366.398551056801,primary_1994_2023,10-14 to 65-69,4,0,-4,7,366.53370423444505
China,Male,DALYs,30-34 years,32.0,1999-2003,2001.0,1969.0,1188562.4186418783,325868243.42850655,364.7371115813074,primary_1994_2023,10-14 to 65-69,4,1,-3,8,365.6821026546192
China,Male,DALYs,30-34 years,32.0,2004-2008,2006.0,1974.0,1060487.8269051167,289965799.7368609,365.72858863613976,primary_1994_2023,10-14 to 65-69,4,2,-2,9,364.48916764218944
China,Male,DALYs,30-34 years,32.0,2009-2013,2011.0,1979.0,898921.2464812365,246575671.9965888,364.5620183055498,primary_1994_2023,10-14 to 65-69,4,3,-1,10,364.48010252862656
China,Male,DALYs,30-34 years,32.0,2014-2018,2016.0,1984.0,1013718.889623403,276649224.6501563,366.4275187849619,primary_1994_2023,10-14 to 65-69,4,4,0,11,366.24825129764844
China,Male,DALYs,30-34 years,32.0,2019-2023,2021.0,1989.0,1120465.8043954065,306866871.6087413,365.1309111737591,primary_1994_2023,10-14 to 65-69,4,5,1,12,365.3930385546626
China,Male,DALYs,35-39 years,37.0,1994-1998,1996.0,1959.0,875057.7436689606,227769928.99328655,384.18493061687377,primary_1994_2023,10-14 to 65-69,5,0,-5,6,385.21747856426015
China,Male,DALYs,35-39 years,37.0,1999-2003,2001.0,1964.0,1143214.5397187043,296902410.5068509,385.04724086513437,primary_1994_2023,10-14 to 65-69,5,1,-4,7,385.5444544906031
China,Male,DALYs,35-39 years,37.0,2004-2008,2006.0,1969.0,1246737.3178883179,323323398.7456673,385.60070898828656,primary_1994_2023,10-14 to 65-69,5,2,-3,8,384.8674508261139
China,Male,DALYs,35-39 years,37.0,2009-2013,2011.0,1974.0,1113525.8653252455,289469996.41620743,384.6774723153654,primary_1994_2023,10-14 to 65-69,5,3,-2,9,384.0357993716583
China,Male,DALYs,35-39 years,37.0,2014-2018,2016.0,1979.0,941037.9655402922,243905524.59657583,385.82068491346644,primary_1994_2023,10-14 to 65-69,5,4,-1,10,385.1317510530224
China,Male,DALYs,35-39 years,37.0,2019-2023,2021.0,1984.0,1056255.87632331,273162618.4899805,386.6765819430937,primary_1994_2023,10-14 to 65-69,5,5,0,11,387.4418922205655
China,Male,DALYs,40-44 years,42.0,1994-1998,1996.0,1954.0,886756.1869420704,231879214.12065443,382.4215940634773,primary_1994_2023,10-14 to 65-69,6,0,-6,5,383.48646368440484
China,Male,DALYs,40-44 years,42.0,1999-2003,2001.0,1959.0,834396.7988430372,217750667.06086206,383.1890896618105,primary_1994_2023,10-14 to 65-69,6,1,-5,6,383.50863806689284
China,Male,DALYs,40-44 years,42.0,2004-2008,2006.0,1964.0,1111423.6035238176,289194745.5288997,384.3166657441053,primary_1994_2023,10-14 to 65-69,6,2,-4,7,384.05246760556304
China,Male,DALYs,40-44 years,42.0,2009-2013,2011.0,1969.0,1217991.3438422214,316862251.1606348,384.39143172809025,primary_1994_2023,10-14 to 65-69,6,3,-3,8,383.80169579636174
China,Male,DALYs,40-44 years,42.0,2014-2018,2016.0,1974.0,1089019.3030919756,282947069.33092916,384.88446113512515,primary_1994_2023,10-14 to 65-69,6,4,-2,9,384.0748163598036
China,Male,DALYs,40-44 years,42.0,2019-2023,2021.0,1979.0,913865.3888187278,237446260.7768559,384.8725121334078,primary_1994_2023,10-14 to 65-69,6,5,-1,10,385.61059921550526
China,Male,DALYs,45-49 years,47.0,1994-1998,1996.0,1949.0,684931.5939462967,182257794.7036712,375.8037317744964,primary_1994_2023,10-14 to 65-69,7,0,-7,4,376.78975541193597
China,Male,DALYs,45-49 years,47.0,1999-2003,2001.0,1954.0,840719.7081693913,223285870.12614468,376.52167944815733,primary_1994_2023,10-14 to 65-69,7,1,-6,5,376.52454408166227
China,Male,DALYs,45-49 years,47.0,2004-2008,2006.0,1959.0,801482.1351431949,212599269.6463115,376.99195132540774,primary_1994_2023,10-14 to 65-69,7,2,-5,6,376.7604750620304
China,Male,DALYs,45-49 years,47.0,2009-2013,2011.0,1964.0,1080268.5466692378,285000338.76509637,379.04114477548717,primary_1994_2023,10-14 to 65-69,7,3,-4,7,377.7116256586462
China,Male,DALYs,45-49 years,47.0,2014-2018,2016.0,1969.0,1182175.4658017997,312027150.49793917,378.86942335474987,primary_1994_2023,10-14 to 65-69,7,4,-3,8,378.5516091206299
China,Male,DALYs,45-49 years,47.0,2019-2023,2021.0,1974.0,1053852.880136019,278788688.2874922,378.01134852690507,primary_1994_2023,10-14 to 65-69,7,5,-2,9,379.25346427760974
China,Male,DALYs,50-54 years,52.0,1994-1998,1996.0,1944.0,498310.16353871854,135653693.4606568,367.3399159479884,primary_1994_2023,10-14 to 65-69,8,0,-8,3,368.19128955052315
China,Male,DALYs,50-54 years,52.0,1999-2003,2001.0,1949.0,646126.1251745117,174971754.72018176,369.2745301707748,primary_1994_2023,10-14 to 65-69,8,1,-7,4,369.05603712808966
China,Male,DALYs,50-54 years,52.0,2004-2008,2006.0,1954.0,802095.4924106675,217359476.57708672,369.01795359550545,primary_1994_2023,10-14 to 65-69,8,2,-6,5,369.0060206876565
China,Male,DALYs,50-54 years,52.0,2009-2013,2011.0,1959.0,773488.4362311217,208242452.78746703,371.4364798711561,primary_1994_2023,10-14 to 65-69,8,3,-5,6,369.6452276572553
China,Male,DALYs,50-54 years,52.0,2014-2018,2016.0,1964.0,1037587.0717715975,278909731.1681947,372.0153712191158,primary_1994_2023,10-14 to 65-69,8,4,-4,7,371.64520588513324
China,Male,DALYs,50-54 years,52.0,2019-2023,2021.0,1969.0,1132788.3661261424,304859538.84563076,371.57714349877807,primary_1994_2023,10-14 to 65-69,8,5,-3,8,372.8969205425466
China,Male,DALYs,55-59 years,57.0,1994-1998,1996.0,1939.0,426880.2308809153,118650888.76750858,359.7783677098021,primary_1994_2023,10-14 to 65-69,9,0,-9,2,359.9050440331094
China,Male,DALYs,55-59 years,57.0,1999-2003,2001.0,1944.0,456648.76267168054,126964212.4721485,359.66730607008907,primary_1994_2023,10-14 to 65-69,9,1,-8,3,359.89933310195687
China,Male,DALYs,55-59 years,57.0,2004-2008,2006.0,1949.0,603120.6847603992,166710642.5257062,361.77695414220483,primary_1994_2023,10-14 to 65-69,9,2,-7,4,360.94977788687765
China,Male,DALYs,55-59 years,57.0,2009-2013,2011.0,1954.0,757984.9870453723,208903514.5433215,362.8397486286353,primary_1994_2023,10-14 to 65-69,9,3,-6,5,361.2996359118922
China,Male,DALYs,55-59 years,57.0,2014-2018,2016.0,1959.0,726940.4744245491,200440475.99331692,362.6714967733297,primary_1994_2023,10-14 to 65-69,9,4,-5,6,362.96737468754753
China,Male,DALYs,55-59 years,57.0,2019-2023,2021.0,1964.0,979639.1703481462,269120071.2929981,364.0156476034771,primary_1994_2023,10-14 to 65-69,9,5,-4,7,365.3478359380941
China,Male,DALYs,60-64 years,62.0,1994-1998,1996.0,1934.0,364061.2273558987,105433105.02274697,345.30067883076504,primary_1994_2023,10-14 to 65-69,10,0,-10,1,344.8412694600392
China,Male,DALYs,60-64 years,62.0,1999-2003,2001.0,1939.0,376791.1927545083,109408451.51819524,344.38947588235067,primary_1994_2023,10-14 to 65-69,10,1,-9,2,344.8739524554864
China,Male,DALYs,60-64 years,62.0,2004-2008,2006.0,1944.0,415326.8140875494,120027488.32975577,346.02641433811175,primary_1994_2023,10-14 to 65-69,10,2,-8,3,345.06462255574434
China,Male,DALYs,60-64 years,62.0,2009-2013,2011.0,1949.0,554895.1195433162,159426484.97419304,348.0570493874585,primary_1994_2023,10-14 to 65-69,10,3,-7,4,346.4541595201528
China,Male,DALYs,60-64 years,62.0,2014-2018,2016.0,1954.0,690603.1383036717,199443664.88575363,346.2647653909021,primary_1994_2023,10-14 to 65-69,10,4,-6,5,347.78827758300145
China,Male,DALYs,60-64 years,62.0,2019-2023,2021.0,1959.0,666855.651408881,190824057.69894043,349.4609953536188,primary_1994_2023,10-14 to 65-69,10,5,-5,6,349.7925244184596
