location_name,sex_name,measure_name,age_name,age_midpoint,period,period_midpoint,cohort_midpoint,events,population,rate,window,age_coverage,age_index,period_index,cohort_index,cohort_level,fitted_rate
China,Male,DALYs,65-69 years,67.0,1994-1998,1996.0,1929.0,247215.16268376808,80329617.68851373,307.7509513892747,primary_1994_2023,10-14 to 65-69,11,0,-11,0,307.7509513892759
China,Male,DALYs,65-69 years,67.0,1999-2003,2001.0,1934.0,279882.29872377496,90955304.27081525,307.7141030614754,primary_1994_2023,10-14 to 65-69,11,1,-10,1,308.1893540286187
China,Male,DALYs,65-69 years,67.0,2004-2008,2006.0,1939.0,300887.9076244725,97370344.50666028,309.0139088538311,primary_1994_2023,10-14 to 65-69,11,2,-9,2,308.3938612996172
China,Male,DALYs,65-69 years,67.0,2009-2013,2011.0,1944.0,339291.27130002994,109774809.12810975,309.07935435721794,primary_1994_2023,10-14 to 65-69,11,3,-8,3,308.9053095632049
China,Male,DALYs,65-69 years,67.0,2014-2018,2016.0,1949.0,453650.9540105381,146590346.90392286,309.4685042991723,primary_1994_2023,10-14 to 65-69,11,4,-7,4,311.0420689020559
China,Male,DALYs,65-69 years,67.0,2019-2023,2021.0,1954.0,580271.4932691478,185002176.06270134,313.65657724614056,primary_1994_2023,10-14 to 65-69,11,5,-6,5,312.5962829418749
China,Male,Incidence,10-14 years,12.0,1994-1998,1996.0,1984.0,20959.261181872123,290895688.006566,7.205077987061479,primary_1994_2023,10-14 to 65-69,0,0,0,11,7.150267919893281
China,Male,Incidence,10-14 years,12.0,1999-2003,2001.0,1989.0,22715.982785616485,314641448.28331536,7.219640930829346,primary_1994_2023,10-14 to 65-69,0,1,1,12,7.135061700584519
China,Male,Incidence,10-14 years,12.0,2004-2008,2006.0,1994.0,17012.678458079594,243778472.7181506,6.978745197796504,primary_1994_2023,10-14 to 65-69,0,2,2,13,7.029180292202336
China,Male,Incidence,10-14 years,12.0,2009-2013,2011.0,1999.0,13851.643405474457,199407344.59056306,6.946405827686842,primary_1994_2023,10-14 to 65-69,0,3,3,14,7.04064590055722
China,Male,Incidence,10-14 years,12.0,2014-2018,2016.0,2004.0,14191.24830544211,203330016.7593913,6.979416286693761,primary_1994_2023,10-14 to 65-69,0,4,4,15,7.030632328242064
China,Male,Incidence,10-14 years,12.0,2019-2023,2021.0,2009.0,16164.912737202332,230176164.9974368,7.022843888889339,primary_1994_2023,10-14 to 65-69,0,5,5,16,7.022843888889329
China,Male,Incidence,15-19 years,17.0,1994-1998,1996.0,1979.0,83325.5482474008,254993660.90354675,32.67749792373047,primary_1994_2023,10-14 to 65-69,1,0,-1,10,32.43697887461075
China,Male,Incidence,15-19 years,17.0,1999-2003,2001.0,1984.0,91629.45549575145,283384216.50349003,32.334001034465864,primary_1994_2023,10-14 to 65-69,1,1,0,11,32.535572117540255
China,Male,Incidence,15-19 years,17.0,2004-2008,2006.0,1989.0,102154.57481702093,317689852.4225949,32.15544155346003,primary_1994_2023,10-14 to 65-69,1,2,1,12,32.395080080242195
China,Male,Incidence,15-19 years,17.0,2009-2013,2011.0,1994.0,78853.4393687854,247558661.53252834,31.852425958614397,primary_1994_2023,10-14 to 65-69,1,3,2,13,31.98686897017081
China,Male,Incidence,15-19 years,17.0,2014-2018,2016.0,1999.0,64608.51617321951,200763628.17393932,32.18138502520159,primary_1994_2023,10-14 to 65-69,1,4,3,14,31.89537764606794
China,Male,Incidence,15-19 years,17.0,2019-2023,2021.0,2004.0,65386.88156811824,202729690.04219913,32.253234123974465,primary_1994_2023,10-14 to 65-69,1,5,4,15,32.017585810502155
China,Male,Incidence,20-24 years,22.0,1994-1998,1996.0,1974.0,156106.1204616721,290754722.69427276,53.689968993493174,primary_1994_2023,10-14 to 65-69,2,0,-2,9,53.49988746203094
China,Male,Incidence,20-24 years,22.0,1999-2003,2001.0,1979.0,127359.97232137456,239806950.99334234,53.109374767418814,primary_1994_2023,10-14 to 65-69,2,1,-1,10,53.68718831809272
China,Male,Incidence,20-24 years,22.0,2004-2008,2006.0,1984.0,146615.98405907885,272823739.1536675,53.7401857015447,primary_1994_2023,10-14 to 65-69,2,2,0,11,53.73211082201339
China,Male,Incidence,20-24 years,22.0,2009-2013,2011.0,1989.0,164896.87430208412,309228856.3356999,53.3251897174407,primary_1994_2023,10-14 to 65-69,2,3,1,12,53.62165764358605
China,Male,Incidence,20-24 years,22.0,2014-2018,2016.0,1994.0,127363.3662599082,239283207.79312164,53.22703896966452,primary_1994_2023,10-14 to 65-69,2,4,2,13,52.708554530625214
China,Male,Incidence,20-24 years,22.0,2019-2023,2021.0,1999.0,103941.75360066693,195834593.82530308,53.076298508010076,primary_1994_2023,10-14 to 65-69,2,5,3,14,52.834314014253096
China,Male,Incidence,25-29 years,27.0,1994-1998,1996.0,1969.0,145035.13914882622,333919827.55217385,43.43412016351888,primary_1994_2023,10-14 to 65-69,3,0,-3,8,43.46365170001992
China,Male,Incidence,25-29 years,27.0,1999-2003,2001.0,1974.0,125914.18833327015,288125301.72059166,43.701190968426275,primary_1994_2023,10-14 to 65-69,3,1,-2,9,43.76128926994499
China,Male,Incidence,25-29 years,27.0,2004-2008,2006.0,1979.0,106163.89344210556,241363465.25107664,43.985071780300025,primary_1994_2023,10-14 to 65-69,3,2,-1,10,43.81805456297617
China,Male,Incidence,25-29 years,27.0,2009-2013,2011.0,1984.0,119435.75445675963,272406270.67460907,43.84471552764891,primary_1994_2023,10-14 to 65-69,3,3,0,11,43.95436978196244
China,Male,Incidence,25-29 years,27.0,2014-2018,2016.0,1989.0,132442.329050346,303369202.9959964,43.65714375169909,primary_1994_2023,10-14 to 65-69,3,4,1,12,43.667325016284074
China,Male,Incidence,25-29 years,27.0,2019-2023,2021.0,1994.0,99958.95323368418,231200621.01524952,43.234725233324994,primary_1994_2023,10-14 to 65-69,3,5,2,13,43.14956370683701
China,Male,Incidence,30-34 years,32.0,1994-1998,1996.0,1964.0,99837.2101717265,302902148.77291167,32.96021853135658,primary_1994_2023,10-14 to 65-69,4,0,-4,7,33.20326019171771
China,Male,Incidence,30-34 years,32.0,1999-2003,2001.0,1969.0,109262.69847154096,325868243.42850655,33.529716587898356,primary_1994_2023,10-14 to 65-69,4,1,-3,8,33.417733502463236
China,Male,Incidence,30-34 years,32.0,2004-2008,2006.0,1974.0,97151.53605803107,289965799.7368609,33.50448092367944,primary_1994_2023,10-14 to 65-69,4,2,-2,9,33.57268533190332
China,Male,Incidence,30-34 years,32.0,2009-2013,2011.0,1979.0,83017.43137152308,246575671.9965888,33.668135505546374,primary_1994_2023,10-14 to 65-69,4,3,-1,10,33.69262025284825
China,Male,Incidence,30-34 years,32.0,2014-2018,2016.0,1984.0,93576.30186452309,276649224.6501563,33.82489214739616,primary_1994_2023,10-14 to 65-69,4,4,0,11,33.645884535330026
China,Male,Incidence,30-34 years,32.0,2019-2023,2021.0,1989.0,103260.13590189377,306866871.6087413,33.649815426655636,primary_1994_2023,10-14 to 65-69,4,5,1,12,33.602023456846645
China,Male,Incidence,35-39 years,37.0,1994-1998,1996.0,1959.0,61591.20529563601,227769928.99328655,27.040973129271773,primary_1994_2023,10-14 to 65-69,5,0,-5,6,27.167086306435
China,Male,Incidence,35-39 years,37.0,1999-2003,2001.0,1964.0,81247.60331050373,296902410.5068509,27.36508712468974,primary_1994_2023,10-14 to 65-69,5,1,-4,7,27.276539292675313
China,Male,Incidence,35-39 years,37.0,2004-2008,2006.0,1969.0,88209.33913426466,323323398.7456673,27.282077163753904,primary_1994_2023,10-14 to 65-69,5,2,-3,8,27.392440249725112
China,Male,Incidence,35-39 years,37.0,2009-2013,2011.0,1974.0,80006.52022353059,289469996.41620743,27.638968188086462,primary_1994_2023,10-14 to 65-69,5,3,-2,9,27.58198610919178
China,Male,Incidence,35-39 years,37.0,2014-2018,2016.0,1979.0,67791.13245737826,243905524.59657583,27.794012689751913,primary_1994_2023,10-14 to 65-69,5,4,-1,10,27.556397446383105
China,Male,Incidence,35-39 years,37.0,2019-2023,2021.0,1984.0,75209.18559226132,273162618.4899805,27.532751738876733,primary_1994_2023,10-14 to 65-69,5,5,0,11,27.662953863711493
China,Male,Incidence,40-44 years,42.0,1994-1998,1996.0,1954.0,58221.86816149635,231879214.12065443,25.10870514301536,primary_1994_2023,10-14 to 65-69,6,0,-6,5,25.214008690977167
China,Male,Incidence,40-44 years,42.0,1999-2003,2001.0,1959.0,54875.31672499239,217750667.06086206,25.200986736658106,primary_1994_2023,10-14 to 65-69,6,1,-5,6,25.18636356262377
China,Male,Incidence,40-44 years,42.0,2004-2008,2006.0,1964.0,72863.80818495498,289194745.5288997,25.19541219592234,primary_1994_2023,10-14 to 65-69,6,2,-4,7,25.232301535626252
China,Male,Incidence,40-44 years,42.0,2009-2013,2011.0,1969.0,80944.41090982019,316862251.1606348,25.545615046705276,primary_1994_2023,10-14 to 65-69,6,3,-3,8,25.397095051046577
China,Male,Incidence,40-44 years,42.0,2014-2018,2016.0,1974.0,72426.65070006107,282947069.33092916,25.59724363688402,primary_1994_2023,10-14 to 65-69,6,4,-2,9,25.458162494123414
China,Male,Incidence,40-44 years,42.0,2019-2023,2021.0,1979.0,60170.979200445465,237446260.7768559,25.34088302910449,primary_1994_2023,10-14 to 65-69,6,5,-1,10,25.56836209428271
China,Male,Incidence,45-49 years,47.0,1994-1998,1996.0,1949.0,49381.61324727976,182257794.7036712,27.094376582119963,primary_1994_2023,10-14 to 65-69,7,0,-7,4,27.13272960975232
China,Male,Incidence,45-49 years,47.0,1999-2003,2001.0,1954.0,60522.49400880042,223285870.12614468,27.105384668814207,primary_1994_2023,10-14 to 65-69,7,1,-6,5,27.11025451975476
China,Male,Incidence,45-49 years,47.0,2004-2008,2006.0,1959.0,57638.48033683654,212599269.6463115,27.11132565635159,primary_1994_2023,10-14 to 65-69,7,2,-5,6,27.02105843968032
China,Male,Incidence,45-49 years,47.0,2009-2013,2011.0,1964.0,77875.87411798845,285000338.76509637,27.324835631923754,primary_1994_2023,10-14 to 65-69,7,3,-4,7,27.13185443953907
China,Male,Incidence,45-49 years,47.0,2014-2018,2016.0,1969.0,84762.56978366495,312027150.49793917,27.16512638352116,primary_1994_2023,10-14 to 65-69,7,4,-3,8,27.186597294944946
China,Male,Incidence,45-49 years,47.0,2019-2023,2021.0,1974.0,75779.00741241657,278788688.2874922,27.18152155953753,primary_1994_2023,10-14 to 65-69,7,5,-2,9,27.395347481027176
China,Male,Incidence,50-54 years,52.0,1994-1998,1996.0,1944.0,39286.02277391118,135653693.4606568,28.960525711970515,primary_1994_2023,10-14 to 65-69,8,0,-8,3,29.029935710334843
China,Male,Incidence,50-54 years,52.0,1999-2003,2001.0,1949.0,50750.320280165164,174971754.72018176,29.004864448736917,primary_1994_2023,10-14 to 65-69,8,1,-7,4,29.001729783588253
China,Male,Incidence,50-54 years,52.0,2004-2008,2006.0,1954.0,63268.11653684091,217359476.57708672,29.107595184331803,primary_1994_2023,10-14 to 65-69,8,2,-6,5,28.91406824641603
China,Male,Incidence,50-54 years,52.0,2009-2013,2011.0,1959.0,60475.19223111076,208242452.78746703,29.040760623786905,primary_1994_2023,10-14 to 65-69,8,3,-5,6,28.884422397713468
China,Male,Incidence,50-54 years,52.0,2014-2018,2016.0,1964.0,80209.42870119863,278909731.1681947,28.758203726075394,primary_1994_2023,10-14 to 65-69,8,4,-4,7,28.872806910613672
China,Male,Incidence,50-54 years,52.0,2019-2023,2021.0,1969.0,88326.71473620503,304859538.84563076,28.97292145447032,primary_1994_2023,10-14 to 65-69,8,5,-3,8,29.083276457886218
China,Male,Incidence,55-59 years,57.0,1994-1998,1996.0,1939.0,36818.57761687393,118650888.76750858,31.031017128762,primary_1994_2023,10-14 to 65-69,9,0,-9,2,31.106599608140446
China,Male,Incidence,55-59 years,57.0,1999-2003,2001.0,1944.0,39033.77271303682,126964212.4721485,30.743917481155933,primary_1994_2023,10-14 to 65-69,9,1,-8,3,30.86244505028972
China,Male,Incidence,55-59 years,57.0,2004-2008,2006.0,1949.0,51786.14977529377,166710642.5257062,31.063493602280687,primary_1994_2023,10-14 to 65-69,9,2,-7,4,30.76474710472261
China,Male,Incidence,55-59 years,57.0,2009-2013,2011.0,1954.0,64383.50807994972,208903514.5433215,30.819734278141194,primary_1994_2023,10-14 to 65-69,9,3,-6,5,30.741451760818446
China,Male,Incidence,55-59 years,57.0,2014-2018,2016.0,1959.0,60628.152021624424,200440475.99331692,30.24745961172328,primary_1994_2023,10-14 to 65-69,9,4,-5,6,30.572225633118325
China,Male,Incidence,55-59 years,57.0,2019-2023,2021.0,1964.0,82914.19050898807,269120071.2929981,30.809367027373153,primary_1994_2023,10-14 to 65-69,9,5,-4,7,30.720715374791517
China,Male,Incidence,60-64 years,62.0,1994-1998,1996.0,1934.0,29552.16857213241,105433105.02274697,28.0293068915656,primary_1994_2023,10-14 to 65-69,10,0,-10,1,27.97157124037868
China,Male,Incidence,60-64 years,62.0,1999-2003,2001.0,1939.0,30464.596904032274,109408451.51819524,27.844829609864135,primary_1994_2023,10-14 to 65-69,10,1,-9,2,27.94872708994041
China,Male,Incidence,60-64 years,62.0,2004-2008,2006.0,1944.0,33489.52401788882,120027488.32975577,27.901545290926915,primary_1994_2023,10-14 to 65-69,10,2,-8,3,27.668461787160773
China,Male,Incidence,60-64 years,62.0,2009-2013,2011.0,1949.0,44175.53938337403,159426484.97419304,27.709034286570947,primary_1994_2023,10-14 to 65-69,10,3,-7,4,27.643546455911324
China,Male,Incidence,60-64 years,62.0,2014-2018,2016.0,1954.0,54178.99383195327,199443664.88575363,27.165061303395305,primary_1994_2023,10-14 to 65-69,10,4,-6,5,27.49875173233699
China,Male,Incidence,60-64 years,62.0,2019-2023,2021.0,1959.0,52802.1980766583,190824057.69894043,27.670619057877566,primary_1994_2023,10-14 to 65-69,10,5,-5,6,27.49125792665992
China,Male,Incidence,65-69 years,67.0,1994-1998,1996.0,1929.0,16084.223767816635,80329617.68851373,20.022781423141897,primary_1994_2023,10-14 to 65-69,11,0,-11,0,20.022781423141947
China,Male,Incidence,65-69 years,67.0,1999-2003,2001.0,1934.0,18103.26008616497,90955304.27081525,19.903468226837372,primary_1994_2023,10-14 to 65-69,11,1,-10,1,19.95109774939941
China,Male,Incidence,65-69 years,67.0,2004-2008,2006.0,1939.0,19506.921662545046,97370344.50666028,20.03374000716485,primary_1994_2023,10-14 to 65-69,11,2,-9,2,19.89102479608148
China,Male,Incidence,65-69 years,67.0,2009-2013,2011.0,1944.0,21627.313124891454,109774809.12810975,19.701526512928734,primary_1994_2023,10-14 to 65-69,11,3,-8,3,19.736305774009672
China,Male,Incidence,65-69 years,67.0,2014-2018,2016.0,1949.0,28434.482804839627,146590346.90392286,19.3972409543965,primary_1994_2023,10-14 to 65-69,11,4,-7,4,19.630113286387736
China,Male,Incidence,65-69 years,67.0,2019-2023,2021.0,1954.0,36604.56506327704,185002176.06270134,19.786018652489226,primary_1994_2023,10-14 to 65-69,11,5,-6,5,19.630030593023168
China,Male,Prevalence,10-14 years,12.0,1994-1998,1996.0,1984.0,34231.80298649634,290895688.006566,11.767724444826996,primary_1994_2023,10-14 to 65-69,0,0,0,11,11.74920646729094
China,Male,Prevalence,10-14 years,12.0,1999-2003,2001.0,1989.0,37098.04467086578,314641448.28331536,11.790577774566197,primary_1994_2023,10-14 to 65-69,0,1,1,12,11.647675309164246
China,Male,Prevalence,10-14 years,12.0,2004-2008,2006.0,1994.0,27780.744912259615,243778472.7181506,11.395897514042959,primary_1994_2023,10-14 to 65-69,0,2,2,13,11.436074226657118
China,Male,Prevalence,10-14 years,12.0,2009-2013,2011.0,1999.0,22622.34740523818,199407344.59056306,11.344791462765802,primary_1994_2023,10-14 to 65-69,0,3,3,14,11.455020273020809
China,Male,Prevalence,10-14 years,12.0,2014-2018,2016.0,2004.0,23184.094883248352,203330016.7593913,11.402199858510333,primary_1994_2023,10-14 to 65-69,0,4,4,15,11.48712469672514
China,Male,Prevalence,10-14 years,12.0,2019-2023,2021.0,2009.0,26406.806544221632,230176164.9974368,11.4724331011926,primary_1994_2023,10-14 to 65-69,0,5,5,16,11.472433101192564
China,Male,Prevalence,15-19 years,17.0,1994-1998,1996.0,1979.0,234138.44009063893,254993660.90354675,91.82127871767116,primary_1994_2023,10-14 to 65-69,1,0,-1,10,91.47102595674242
China,Male,Prevalence,15-19 years,17.0,1999-2003,2001.0,1984.0,260384.33058776375,283384216.50349003,91.88385076645825,primary_1994_2023,10-14 to 65-69,1,1,0,11,91.49446838776717
China,Male,Prevalence,15-19 years,17.0,2004-2008,2006.0,1989.0,286452.1505991825,317689852.4225949,90.16723336134149,primary_1994_2023,10-14 to 65-69,1,2,1,12,90.69065639756236
China,Male,Prevalence,15-19 years,17.0,2009-2013,2011.0,1994.0,219747.87927751557,247558661.53252834,88.76598294608304,primary_1994_2023,10-14 to 65-69,1,3,2,13,89.38585985351054
China,Male,Prevalence,15-19 years,17.0,2014-2018,2016.0,1999.0,179977.27740014176,200763628.17393932,89.64635628332613,primary_1994_2023,10-14 to 65-69,1,4,3,14,89.70227390406953
China,Male,Prevalence,15-19 years,17.0,2019-2023,2021.0,2004.0,183172.74494575855,202729690.04219913,90.35319143813138,primary_1994_2023,10-14 to 65-69,1,5,4,15,89.68323546369233
China,Male,Prevalence,20-24 years,22.0,1994-1998,1996.0,1974.0,855661.257587081,290754722.69427276,294.28971940958115,primary_1994_2023,10-14 to 65-69,2,0,-2,9,293.7007222369175
China,Male,Prevalence,20-24 years,22.0,1999-2003,2001.0,1979.0,697777.4960461677,239806950.99334234,290.9746749023717,primary_1994_2023,10-14 to 65-69,2,1,-1,10,293.27205324994867
China,Male,Prevalence,20-24 years,22.0,2004-2008,2006.0,1984.0,798043.2262519184,272823739.1536675,292.51238500269284,primary_1994_2023,10-14 to 65-69,2,2,0,11,293.3046543367054
China,Male,Prevalence,20-24 years,22.0,2009-2013,2011.0,1989.0,898299.1128377808,309228856.3356999,290.49653498785517,primary_1994_2023,10-14 to 65-69,2,3,1,12,291.8469970672521
China,Male,Prevalence,20-24 years,22.0,2014-2018,2016.0,1994.0,693698.6718505,239283207.79312164,289.9069593091776,primary_1994_2023,10-14 to 65-69,2,4,2,13,288.1888934692022
China,Male,Prevalence,20-24 years,22.0,2019-2023,2021.0,1999.0,570620.2846400399,195834593.82530308,291.37869540509763,primary_1994_2023,10-14 to 65-69,2,5,3,14,288.3395468720567
China,Male,Prevalence,25-29 years,27.0,1994-1998,1996.0,1969.0,1557179.521105715,333919827.55217385,466.3333508886683,primary_1994_2023,10-14 to 65-69,3,0,-3,8,465.7126240984034
China,Male,Prevalence,25-29 years,27.0,1999-2003,2001.0,1974.0,1329670.2503545438,288125301.72059166,461.4902760757839,primary_1994_2023,10-14 to 65-69,3,1,-2,9,464.05083895635727
China,Male,Prevalence,25-29 years,27.0,2004-2008,2006.0,1979.0,1121479.6275349392,241363465.25107664,464.6434895887528,primary_1994_2023,10-14 to 65-69,3,2,-1,10,463.30630934854264
China,Male,Prevalence,25-29 years,27.0,2009-2013,2011.0,1984.0,1264833.892746579,272406270.67460907,464.31893422065554,primary_1994_2023,10-14 to 65-69,3,3,0,11,465.14146527845395
China,Male,Prevalence,25-29 years,27.0,2014-2018,2016.0,1989.0,1405691.8217869692,303369202.9959964,463.36009321470914,primary_1994_2023,10-14 to 65-69,3,4,1,12,463.69996643673863
China,Male,Prevalence,25-29 years,27.0,2019-2023,2021.0,1994.0,1060758.2961198417,231200621.01524952,458.80425902916426,primary_1994_2023,10-14 to 65-69,3,5,2,13,456.511179000777
China,Male,Prevalence,30-34 years,32.0,1994-1998,1996.0,1964.0,1668868.7304207943,302902148.77291167,550.959686876292,primary_1994_2023,10-14 to 65-69,4,0,-4,7,551.3104744424522
China,Male,Prevalence,30-34 years,32.0,1999-2003,2001.0,1969.0,1788807.9984592632,325868243.42850655,548.9359686107972,primary_1994_2023,10-14 to 65-69,4,1,-3,8,550.3683058133084
China,Male,Prevalence,30-34 years,32.0,2004-2008,2006.0,1974.0,1595583.6401286647,289965799.7368609,550.2661491722921,primary_1994_2023,10-14 to 65-69,4,2,-2,9,548.3248832560748
China,Male,Prevalence,30-34 years,32.0,2009-2013,2011.0,1979.0,1356456.0797519255,246575671.9965888,550.1175638165516,primary_1994_2023,10-14 to 65-69,4,3,-1,10,549.5524829240137
China,Male,Prevalence,30-34 years,32.0,2014-2018,2016.0,1984.0,1529805.10344168,276649224.6501563,552.9764651884469,primary_1994_2023,10-14 to 65-69,4,4,0,11,552.7665444426673
China,Male,Prevalence,30-34 years,32.0,2019-2023,2021.0,1989.0,1684042.8868278281,306866871.6087413,548.7861488596924,primary_1994_2023,10-14 to 65-69,4,5,1,12,549.396767527665
China,Male,Prevalence,35-39 years,37.0,1994-1998,1996.0,1959.0,1329129.68855983,227769928.99328655,583.5404587578396,primary_1994_2023,10-14 to 65-69,5,0,-5,6,584.5562232288368
China,Male,Prevalence,35-39 years,37.0,1999-2003,2001.0,1964.0,1735089.4800890265,296902410.5068509,584.3972358213609,primary_1994_2023,10-14 to 65-69,5,1,-4,7,585.1352061067724
China,Male,Prevalence,35-39 years,37.0,2004-2008,2006.0,1969.0,1890990.6545605604,323323398.7456673,584.8604406289975,primary_1994_2023,10-14 to 65-69,5,2,-3,8,584.0504847247745
China,Male,Prevalence,35-39 years,37.0,2009-2013,2011.0,1974.0,1692930.3055010277,289469996.41620743,584.8379198053013,primary_1994_2023,10-14 to 65-69,5,3,-2,9,584.1219073070333
China,Male,Prevalence,35-39 years,37.0,2014-2018,2016.0,1979.0,1433601.7826090315,243905524.59657583,587.7692950908902,primary_1994_2023,10-14 to 65-69,5,4,-1,10,586.5302933454263
China,Male,Prevalence,35-39 years,37.0,2019-2023,2021.0,1984.0,1603495.2692406632,273162618.4899805,587.0112382523814,primary_1994_2023,10-14 to 65-69,5,5,0,11,588.186923754138
China,Male,Prevalence,40-44 years,42.0,1994-1998,1996.0,1954.0,1359317.7783782487,231879214.12065443,586.218037495569,primary_1994_2023,10-14 to 65-69,6,0,-6,5,588.1029583071955
China,Male,Prevalence,40-44 years,42.0,1999-2003,2001.0,1959.0,1280287.6522978924,217750667.06086206,587.9603812832627,primary_1994_2023,10-14 to 65-69,6,1,-5,6,588.0981615940383
China,Male,Prevalence,40-44 years,42.0,2004-2008,2006.0,1964.0,1702526.0241136139,289194745.5288997,588.7126410266944,primary_1994_2023,10-14 to 65-69,6,2,-4,7,588.5952456080646
China,Male,Prevalence,40-44 years,42.0,2009-2013,2011.0,1969.0,1872578.5578815967,316862251.1606348,590.9755898730531,primary_1994_2023,10-14 to 65-69,6,3,-3,8,589.7656530484682
China,Male,Prevalence,40-44 years,42.0,2014-2018,2016.0,1974.0,1675856.4963482618,282947069.33092916,592.2862181647882,primary_1994_2023,10-14 to 65-69,6,4,-2,9,590.9467054169842
China,Male,Prevalence,40-44 years,42.0,2019-2023,2021.0,1979.0,1401466.689487883,237446260.7768559,590.2247880858123,primary_1994_2023,10-14 to 65-69,6,5,-1,10,591.599244646793
China,Male,Prevalence,45-49 years,47.0,1994-1998,1996.0,1949.0,1063198.363478462,182257794.7036712,583.3486382336032,primary_1994_2023,10-14 to 65-69,7,0,-7,4,585.1983657064108
China,Male,Prevalence,45-49 years,47.0,1999-2003,2001.0,1954.0,1305805.9710231074,223285870.12614468,584.8135263934956,primary_1994_2023,10-14 to 65-69,7,1,-6,5,585.0314025167688
China,Male,Prevalence,45-49 years,47.0,2004-2008,2006.0,1959.0,1243773.9401387267,212599269.6463115,585.0320851091906,primary_1994_2023,10-14 to 65-69,7,2,-5,6,584.9417539568711
China,Male,Prevalence,45-49 years,47.0,2009-2013,2011.0,1964.0,1681310.2457029184,285000338.76509637,589.932718321676,primary_1994_2023,10-14 to 65-69,7,3,-4,7,587.6897527348705
China,Male,Prevalence,45-49 years,47.0,2014-2018,2016.0,1969.0,1844099.9277036039,312027150.49793917,591.0062392842265,primary_1994_2023,10-14 to 65-69,7,4,-3,8,589.9654491525977
China,Male,Prevalence,45-49 years,47.0,2019-2023,2021.0,1974.0,1637164.0630762267,278788688.2874922,587.2419261817223,primary_1994_2023,10-14 to 65-69,7,5,-2,9,589.3696390222977
China,Male,Prevalence,50-54 years,52.0,1994-1998,1996.0,1944.0,784412.6878157357,135653693.4606568,578.2464655437018,primary_1994_2023,10-14 to 65-69,8,0,-8,3,579.9983014694993
China,Male,Prevalence,50-54 years,52.0,1999-2003,2001.0,1949.0,1016982.7826747235,174971754.72018176,581.226829610929,primary_1994_2023,10-14 to 65-69,8,1,-7,4,581.0605401478996
China,Male,Prevalence,50-54 years,52.0,2004-2008,2006.0,1954.0,1263714.6198169356,217359476.57708672,581.3938456779262,primary_1994_2023,10-14 to 65-69,8,2,-6,5,580.8104800847932
China,Male,Prevalence,50-54 years,52.0,2009-2013,2011.0,1959.0,1220084.6582379278,208242452.78746703,585.8962194817934,primary_1994_2023,10-14 to 65-69,8,3,-5,6,582.9569122405784
China,Male,Prevalence,50-54 years,52.0,2014-2018,2016.0,1964.0,1638616.4568853648,278909731.1681947,587.507811226998,primary_1994_2023,10-14 to 65-69,8,4,-4,7,586.796729749675
China,Male,Prevalence,50-54 years,52.0,2019-2023,2021.0,1969.0,1783148.3737519882,304859538.84563076,584.9081778788973,primary_1994_2023,10-14 to 65-69,8,5,-3,8,587.2979527651786
China,Male,Prevalence,55-59 years,57.0,1994-1998,1996.0,1939.0,681306.6196413747,118650888.76750858,574.2111388447888,primary_1994_2023,10-14 to 65-69,9,0,-9,2,575.3030443416213
China,Male,Prevalence,55-59 years,57.0,1999-2003,2001.0,1944.0,729969.0564513713,126964212.4721485,574.9407980705595,primary_1994_2023,10-14 to 65-69,9,1,-8,3,575.4765717260809
China,Male,Prevalence,55-59 years,57.0,2004-2008,2006.0,1949.0,963409.7440319924,166710642.5257062,577.893366275904,primary_1994_2023,10-14 to 65-69,9,2,-7,4,576.4468848096706
China,Male,Prevalence,55-59 years,57.0,2009-2013,2011.0,1954.0,1214745.6397265238,208903514.5433215,581.4864543480982,primary_1994_2023,10-14 to 65-69,9,3,-6,5,578.4168345570342
China,Male,Prevalence,55-59 years,57.0,2014-2018,2016.0,1959.0,1164306.427173216,200440475.99331692,580.8739085273556,primary_1994_2023,10-14 to 65-69,9,4,-5,6,581.6458984200145
China,Male,Prevalence,55-59 years,57.0,2019-2023,2021.0,1964.0,1565575.2756315626,269120071.2929981,581.7385779179137,primary_1994_2023,10-14 to 65-69,9,5,-4,7,583.7168640638276
China,Male,Prevalence,60-64 years,62.0,1994-1998,1996.0,1934.0,593429.4416273494,105433105.02274697,562.8492507161941,primary_1994_2023,10-14 to 65-69,10,0,-10,1,562.3895688706938
China,Male,Prevalence,60-64 years,62.0,1999-2003,2001.0,1939.0,614904.3593154583,109408451.51819524,562.0263798479922,primary_1994_2023,10-14 to 65-69,10,1,-9,2,562.2712463026916
China,Male,Prevalence,60-64 years,62.0,2004-2008,2006.0,1944.0,676487.2447352295,120027488.32975577,563.6102647392672,primary_1994_2023,10-14 to 65-69,10,2,-8,3,562.3592428294413
China,Male,Prevalence,60-64 years,62.0,2009-2013,2011.0,1949.0,906105.9332376516,159426484.97419304,568.3534535584388,primary_1994_2023,10-14 to 65-69,10,3,-7,4,565.4758389082442
China,Male,Prevalence,60-64 years,62.0,2014-2018,2016.0,1954.0,1129545.2866701647,199443664.88575363,566.3480398423268,primary_1994_2023,10-14 to 65-69,10,4,-6,5,568.4750583045442
China,Male,Prevalence,60-64 years,62.0,2019-2023,2021.0,1959.0,1085475.0310634414,190824057.69894043,568.835525327721,primary_1994_2023,10-14 to 65-69,10,5,-5,6,569.9299796053466
