location_name,sex_name,measure_name,start_year,end_year,net_drift,net_drift_lower_model_ci,net_drift_upper_model_ci,interpretation
China,Female,Incidence,1994,2018,0.0036364408242395285,-0.011594971022255152,0.018870172898854953,Estimable net drift; model CI does not propagate GBD posterior uncertainty.
China,Male,Incidence,1994,2018,0.005939129656251652,-0.008348446348449556,0.020228747179684703,Estimable net drift; model CI does not propagate GBD posterior uncertainty.
United States of America,Female,Incidence,1994,2018,-0.08406176384735398,-0.1250554394622072,-0.04305126237644785,Estimable net drift; model CI does not propagate GBD posterior uncertainty.
United States of America,Male,Incidence,1994,2018,0.058975896222990265,0.0206056774660901,0.09736083468365742,Estimable net drift; model CI does not propagate GBD posterior uncertainty.
