audit_status,audit_passed,yld_panel_available,matched_cells,expected_cells,duplicate_cells,complete_expected_panel,max_abs_difference_val,max_relative_difference_val,max_abs_difference_lower,max_relative_difference_lower,max_abs_difference_upper,max_relative_difference_upper,identity_tolerance,numerically_identical
not_available,True,False,0,5848,0,False,,,,,,,1e-07,False
