location_name,sex_name,age_name,measure_name,year,rate,population,population_source,reported_count,reconstructed_count,absolute_error,relative_error_pct
China,Female,55-59 years,Prevalence,1996,507.64923705168,21373741.320772663,official_GBD_2023,108503.63474430284,108503.63474430211,-7.275957614183426e-10,-6.705727076636446e-13
China,Female,55-59 years,Prevalence,1997,506.76742709386,21409108.751390457,official_GBD_2023,108494.3895831498,108494.38958314784,-1.949956640601158e-09,-1.7972879962670484e-12
China,Female,55-59 years,Prevalence,1998,505.94832001903,21614851.116370272,official_GBD_2023,109359.9760978908,109359.97609788994,-8.585629984736443e-10,-7.850797239614641e-13
China,Female,55-59 years,Prevalence,1999,505.43174328415,22019778.624288533,official_GBD_2023,111294.95096805404,111294.95096805216,-1.877197064459324e-09,-1.6866866359446551e-12
China,Female,55-59 years,Prevalence,2000,505.6000885226901,22487074.511615835,official_GBD_2023,113694.66863689404,113694.66863689295,-1.0913936421275139e-09,-9.599338783536904e-13
China,Female,55-59 years,Prevalence,2001,506.04213406472,23442426.386920266,official_GBD_2023,118628.55476492344,118628.55476492236,-1.076841726899147e-09,-9.077424310133735e-13
China,Female,55-59 years,Prevalence,2002,506.69059695665,24694264.28697379,official_GBD_2023,125123.5151297206,125123.51512972033,-2.764863893389702e-10,-2.2097076560894695e-13
China,Female,55-59 years,Prevalence,2003,508.01273107084,25693940.61814988,official_GBD_2023,130528.48945398389,130528.48945398307,-8.149072527885437e-10,-6.243137082160356e-13
China,Female,55-59 years,Prevalence,2004,509.6805297561,28156750.70782056,official_GBD_2023,143509.47616972597,143509.47616972428,-1.6880221664905548e-09,-1.176244392735545e-12
China,Female,55-59 years,Prevalence,2005,510.62741116487,29678727.87579011,official_GBD_2023,151547.71981881393,151547.71981881367,-2.6193447411060333e-10,-1.728396009017916e-13
China,Female,55-59 years,Prevalence,2006,511.32120400434,31700028.626181006,official_GBD_2023,162088.96804110988,162088.96804110915,-7.275957614183426e-10,-4.4888666404107516e-13
China,Female,55-59 years,Prevalence,2007,512.2818237988,33637946.170937374,official_GBD_2023,172321.08413293964,172321.08413293658,-3.055902197957039e-09,-1.7733768408742822e-12
China,Female,55-59 years,Prevalence,2008,512.7864748643,36324608.115979925,official_GBD_2023,186267.6774662062,186267.67746620488,-1.3096723705530167e-09,-7.031130620021959e-13
China,Female,55-59 years,Prevalence,2009,512.95739492295,37960209.12196331,official_GBD_2023,194719.69981932777,194719.699819327,-7.566995918750763e-10,-3.8860967461288514e-13
China,Female,55-59 years,Prevalence,2010,513.26096173508,40474611.58058079,official_GBD_2023,207740.3806570284,207740.380657027,-1.3969838619232178e-09,-6.724662087866228e-13
China,Female,55-59 years,Prevalence,2011,513.8382538697699,41738180.09423093,official_GBD_2023,214466.7357932166,214466.7357932161,-4.94765117764473e-10,-2.3069550433290174e-13
China,Female,55-59 years,Prevalence,2012,514.40844865447,42107558.03878608,official_GBD_2023,216604.8360736025,216604.83607360008,-2.4156179279088974e-09,-1.1152188343052824e-12
China,Female,55-59 years,Prevalence,2013,514.83144394975,41157559.02978872,official_GBD_2023,211892.05544753364,211892.05544753198,-1.6589183360338211e-09,-7.829072838668008e-13
China,Female,55-59 years,Prevalence,2014,515.13718912616,39442292.21427799,official_GBD_2023,203181.9154395605,203181.91543955792,-2.561137080192566e-09,-1.26051429067978e-12
China,Female,55-59 years,Prevalence,2015,515.19367763272,37839899.01571328,official_GBD_2023,194948.767351564,194948.76735156067,-3.3178366720676422e-09,-1.7019018469013288e-12
China,Female,55-59 years,Prevalence,2016,515.09329572278,37348187.45030793,official_GBD_2023,192378.0096305148,192378.0096305128,-2.0081643015146255e-09,-1.043863747926048e-12
China,Female,55-59 years,Prevalence,2017,515.13292709829,38591486.06778362,official_GBD_2023,198797.45179170603,198797.4517917025,-3.521563485264778e-09,-1.7714329099925113e-12
China,Female,55-59 years,Prevalence,2018,515.50904489413,41916046.38763158,official_GBD_2023,216081.01039026305,216081.01039026005,-2.9976945370435715e-09,-1.3873012402290452e-12
China,Female,55-59 years,Prevalence,2019,515.93593420721,46347185.32230164,official_GBD_2023,239121.7835713668,239121.7835713639,-2.9103830456733704e-09,-1.2171133061178241e-12
China,Female,55-59 years,Prevalence,2020,516.2000990653801,50957804.47667685,official_GBD_2023,263044.237190153,263044.23719014856,-4.423782229423523e-09,-1.6817635986549285e-12
China,Female,55-59 years,Prevalence,2021,515.8600013759,55003987.90919528,official_GBD_2023,283743.5727851773,283743.57278517465,-2.6775524020195007e-09,-9.436521771179218e-13
China,Female,55-59 years,Prevalence,2022,515.4297315543499,57935067.44673485,official_GBD_2023,298614.56261654035,298614.56261653703,-3.3178366720676422e-09,-1.1110766477682379e-12
China,Female,55-59 years,Prevalence,2023,516.5745396659199,59332827.45972149,official_GBD_2023,306498.2803208311,306498.2803208308,-2.9103830456733704e-10,-9.495593393303508e-14
China,Female,60-64 years,DALYs,1990,298.2327920110142,17185942.560488433,official_GBD_2023,51254.11633155384,51254.11633155384,0.0,0.0
China,Female,60-64 years,DALYs,1991,300.82259329923426,17598689.495014925,official_GBD_2023,52940.83412558379,52940.83412558381,2.1827872842550278e-11,4.1230693099340313e-14
China,Female,60-64 years,DALYs,1992,301.8428323727156,18008503.720324762,official_GBD_2023,54357.377697374046,54357.377697374126,8.003553375601768e-11,1.472395048223309e-13
China,Female,60-64 years,DALYs,1993,302.6666748410697,18417562.034305014,official_GBD_2023,55743.822596022204,55743.82259602226,5.820766091346741e-11,1.0441993068057199e-13
China,Female,60-64 years,DALYs,1994,303.40574270106043,18940915.20455784,official_GBD_2023,57467.82445076679,57467.82445076679,0.0,0.0
China,Female,60-64 years,DALYs,1995,303.9835780792964,19384447.04529191,official_GBD_2023,58925.535719164815,58925.53571916481,-7.275957614183426e-12,-1.2347715681127035e-14
China,Female,60-64 years,DALYs,1996,304.22252030633337,19815743.686834004,official_GBD_2023,60283.954861529615,60283.95486152955,-6.548361852765083e-11,-1.0862528624418335e-13
China,Female,60-64 years,DALYs,1997,303.2550685788589,20145851.338838264,official_GBD_2023,61093.315293388965,61093.31529338895,-1.4551915228366852e-11,-2.381916116106003e-14
China,Female,60-64 years,DALYs,1998,302.0737137399499,20282261.74695515,official_GBD_2023,61267.38128948465,61267.381289484656,7.275957614183426e-12,1.187574441904897e-14
China,Female,60-64 years,DALYs,1999,300.9475047241345,20160349.45625936,official_GBD_2023,60672.068632278206,60672.068632278155,-5.093170329928398e-11,-8.394588226086585e-14
China,Female,60-64 years,DALYs,2000,300.65908665774515,20166787.44356621,official_GBD_2023,60633.27893603506,60633.27893603501,-5.093170329928398e-11,-8.399958602439143e-14
China,Female,60-64 years,DALYs,2001,300.37092180050524,20179193.87668518,official_GBD_2023,60612.43065931039,60612.43065931039,0.0,0.0
China,Female,60-64 years,DALYs,2002,301.8179773666216,20301947.637739472,official_GBD_2023,61274.92772625591,61274.9277262559,-1.4551915228366852e-11,-2.374856367579435e-14
China,Female,60-64 years,DALYs,2003,300.6832167618663,20601104.74867732,official_GBD_2023,61944.06444680456,61944.06444680455,-7.275957614183426e-12,-1.1746012598885514e-14
China,Female,60-64 years,DALYs,2004,301.3592739239996,21099780.544301856,official_GBD_2023,63586.14544786533,63586.1454478654,6.548361852765083e-11,1.0298409829125631e-13
China,Female,60-64 years,DALYs,2005,302.3091173721806,21663684.95075998,official_GBD_2023,65491.29476493242,65491.29476493241,-7.275957614183426e-12,-1.1109808777332903e-14
China,Female,60-64 years,DALYs,2006,302.2091979589508,22688093.58324442,official_GBD_2023,68565.50565009913,68565.50565009915,1.4551915228366852e-11,2.1223376230356454e-14
China,Female,60-64 years,DALYs,2007,302.77561888411475,23989607.730847534,official_GBD_2023,72634.68327494504,72634.68327494506,1.4551915228366852e-11,2.0034389319608226e-14
China,Female,60-64 years,DALYs,2008,304.38044418186905,25029905.1975582,official_GBD_2023,76186.13661862838,76186.13661862838,0.0,0.0
China,Female,60-64 years,DALYs,2009,304.700778845431,27482242.39109902,official_GBD_2023,83738.60660986799,83738.60660986791,-7.275957614183426e-11,-8.688892625215963e-14
China,Female,60-64 years,DALYs,2010,306.1351988990741,29000902.353569828,official_GBD_2023,88781.97010262734,88781.97010262725,-8.731149137020111e-11,-9.834371919126549e-14
China,Female,60-64 years,DALYs,2011,306.28214313302897,30994148.76759888,official_GBD_2023,94929.54309124112,94929.54309124112,0.0,0.0
China,Female,60-64 years,DALYs,2012,306.4365112910963,32897592.05163577,official_GBD_2023,100810.23338180964,100810.23338180964,0.0,0.0
China,Female,60-64 years,DALYs,2013,305.85427326656867,35519902.11990826,official_GBD_2023,108639.1384938419,108639.13849384192,1.4551915228366852e-11,1.3394726274630493e-14
China,Female,60-64 years,DALYs,2014,305.71281355801915,37118949.03189188,official_GBD_2023,113477.38344856392,113477.38344856379,-1.3096723705530167e-10,-1.1541263384405174e-13
China,Female,60-64 years,DALYs,2015,305.8559558780302,39554188.75752474,official_GBD_2023,120978.84211412766,120978.84211412768,1.4551915228366852e-11,1.2028479504407085e-14
China,Female,60-64 years,DALYs,2016,307.1690117657753,40755586.332409866,official_GBD_2023,125188.53177661065,125188.53177661076,1.1641532182693481e-10,9.299200188294327e-14
China,Female,60-64 years,DALYs,2017,307.5627608358103,41073994.27596882,official_GBD_2023,126328.31078071252,126328.31078071239,-1.3096723705530167e-10,-1.0367211929449579e-13
China,Female,60-64 years,DALYs,2018,309.3347573583031,40113114.9111032,official_GBD_2023,124083.80667911832,124083.80667911837,4.3655745685100555e-11,3.5182468086262576e-14
China,Female,60-64 years,DALYs,2019,309.83679082295293,38426403.3199208,official_GBD_2023,119059.1348751272,119059.13487512726,5.820766091346741e-11,4.888970592178194e-14
China,Female,60-64 years,DALYs,2020,310.57817827006534,36871461.44413928,official_GBD_2023,114514.7132547573,114514.71325475728,-1.4551915228366852e-11,-1.2707463359746325e-14
China,Female,60-64 years,DALYs,2021,309.60321182861657,36414608.04728746,official_GBD_2023,112740.79608920384,112740.79608920384,0.0,0.0
China,Female,60-64 years,DALYs,2022,307.8097454143709,37646721.151486784,official_GBD_2023,115880.27653324963,115880.2765332496,-2.9103830456733704e-11,-2.511543062151989e-14
China,Female,60-64 years,DALYs,2023,309.396511828129,40899032.51594304,official_GBD_2023,126540.17997577996,126540.17997578005,8.731149137020111e-11,6.899902575364814e-14
China,Female,60-64 years,Incidence,1990,21.08252482538,17185942.560488433,official_GBD_2023,3623.230606790964,3623.2306067905206,-4.433786671143025e-10,-1.2237108680945808e-11
China,Female,60-64 years,Incidence,1991,21.25677853437,17598689.495014925,official_GBD_2023,3740.914450907565,3740.9144509067605,-8.04448063718155e-10,-2.1504048656418533e-11
China,Female,60-64 years,Incidence,1992,21.39644673448,18008503.720324762,official_GBD_2023,3853.179906196588,3853.179906196137,-4.511093720793724e-10,-1.1707456777554287e-11
China,Female,60-64 years,Incidence,1993,21.5010497849,18417562.034305014,official_GBD_2023,3959.969182161825,3959.9691821607626,-1.0622898116707802e-09,-2.6825709059959283e-11
China,Female,60-64 years,Incidence,1994,21.56247151806,18940915.20455784,official_GBD_2023,4084.129446243177,4084.1294462426804,-4.965841071680188e-10,-1.2158872868851064e-11
China,Female,60-64 years,Incidence,1995,21.57854799672,19384447.04529191,official_GBD_2023,4182.882209568684,4182.882209567088,-1.596163201611489e-09,-3.815941070394322e-11
China,Female,60-64 years,Incidence,1996,21.53123254879,19815743.686834004,official_GBD_2023,4266.573854485126,4266.573854484403,-7.23048287909478e-10,-1.6946812889442712e-11
China,Female,60-64 years,Incidence,1997,21.42610173182,20145851.338838264,official_GBD_2023,4316.470602602573,4316.470602600708,-1.865373633336276e-09,-4.321525165053985e-11
China,Female,60-64 years,Incidence,1998,21.29901776904,20282261.74695515,official_GBD_2023,4319.922533448685,4319.922533447179,-1.5052137314341962e-09,-3.484353526665101e-11
China,Female,60-64 years,Incidence,1999,21.19344069581,20160349.45625936,official_GBD_2023,4272.671706082329,4272.671706080381,-1.9481376511976123e-09,-4.559530395055524e-11
China,Female,60-64 years,Incidence,2000,21.14609680393,20166787.44356621,official_GBD_2023,4264.488395061078,4264.488395059311,-1.7671482055447996e-09,-4.143869186257897e-11
China,Female,60-64 years,Incidence,2001,21.16895297076,20179193.87668518,official_GBD_2023,4271.724061635469,4271.724061633967,-1.5024852473288774e-09,-3.5172806708718847e-11
China,Female,60-64 years,Incidence,2002,21.22250305068,20301947.637739472,official_GBD_2023,4308.581456767037,4308.581456766716,-3.2105162972584367e-10,-7.451446211411451e-12
