location_name,sex_name,measure_name,start_year,end_year,all_age_count_start_reconstructed,all_age_count_end_reconstructed,population_source,age_partition,age_group_count,population_size_change,age_structure_change,age_specific_rate_change,total_change,component_sum,closure_error,population_size_change_pct_of_total,age_structure_change_pct_of_total,age_specific_rate_change_pct_of_total,cumulative_population_size_change,cumulative_age_structure_change,cumulative_age_specific_rate_change,cumulative_total_change,chain_step_years
China,Female,DALYs,2021,2022,1553296.115766705,1554954.1634446483,official_GBD_2023,fine_5_year,20,2279.0634108406957,-117.97144890204073,-503.0442839954048,1658.0476779432502,1658.0476779432502,0.0,137.45463662829007,-7.1150818201066555,-30.33955480818341,259892.23504765867,291437.1485107691,18452.74638084555,569782.1299392733,1
China,Female,DALYs,2022,2023,1554954.1634446483,1551859.211864378,official_GBD_2023,fine_5_year,20,830.5429183239272,661.0495899639014,-4586.544088558023,-3094.9515802701935,-3094.9515802701944,-9.094947017729282e-13,-26.835409110064965,-21.35896387452339,148.19437298458837,260722.7779659826,292098.19810073305,13866.20229228753,566687.1783590032,1
China,Female,Incidence,1990,1991,115697.33834901855,117232.93842308338,official_GBD_2023,fine_5_year,20,1484.6859714970851,-18.535808559412544,69.44991112715797,1535.6000740648306,1535.6000740648306,0.0,96.68441650741963,-1.207072653386053,4.522656145966422,1484.6859714970851,-18.535808559412544,69.44991112715797,1535.6000740648306,1
China,Female,Incidence,1991,1992,117232.93842308338,118388.51311735722,official_GBD_2023,fine_5_year,20,1204.6570318901188,-117.90132895908269,68.8189913428117,1155.5746942738479,1155.5746942738479,0.0,104.24743963843149,-10.202830638582888,5.9553910001513914,2689.3430033872037,-136.43713751849523,138.26890246996967,2691.1747683386784,1
China,Female,Incidence,1992,1993,118388.51311735722,119325.59388220572,official_GBD_2023,fine_5_year,20,987.1945851521111,-125.74618877989755,75.63236847627802,937.0807648484915,937.0807648484916,1.1368683772161603e-13,105.34786564653497,-13.418927535048525,8.071061888513565,3676.537588539315,-262.1833262983928,213.90127094624768,3628.25553318717,1
China,Female,Incidence,1993,1994,119325.59388220572,120150.09249752676,official_GBD_2023,fine_5_year,20,821.2513789169412,-75.54345663981562,78.79069304389365,824.4986153210193,824.4986153210193,0.0,99.60615623316555,-9.162350941050725,9.556194707885158,4497.788967456257,-337.72678293820843,292.69196399014135,4452.754148508189,1
China,Female,Incidence,1994,1995,120150.09249752676,120846.48524511754,official_GBD_2023,fine_5_year,20,692.6029786483826,-66.92175614257819,70.71152508499411,696.3927475907985,696.3927475907985,0.0,99.45580005599905,-9.609772125585305,10.153972069586272,5190.391946104639,-404.6485390807866,363.40348907513544,5149.146896098988,1
China,Female,Incidence,1995,1996,120846.48524511754,121423.24579656395,official_GBD_2023,fine_5_year,20,595.0910689395848,-86.83656408284637,68.50604658965555,576.760551446394,576.7605514463941,1.1368683772161603e-13,103.17818502794995,-15.055912521249686,11.877727493299744,5785.483015044224,-491.48510316363297,431.909535664791,5725.907447545382,1
China,Female,Incidence,1996,1997,121423.24579656395,121970.76789374191,official_GBD_2023,fine_5_year,20,525.0397995245658,-56.818701470234366,79.30099912364676,547.5220971779781,547.5220971779781,0.0,95.89380999063052,-10.377426182995645,14.483616192365126,6310.52281456879,-548.3038046338673,511.21053478843777,6273.42954472336,1
China,Female,Incidence,1997,1998,121970.76789374191,122653.84036367612,official_GBD_2023,fine_5_year,20,491.7833284393346,101.60102931605799,89.68811217881738,683.07246993421,683.07246993421,0.0,71.99577644912269,14.87412153001038,13.130102020866932,6802.306143008124,-446.70277531780937,600.8986469672551,6956.50201465757,1
China,Female,Incidence,1998,1999,122653.84036367612,123607.97653456718,official_GBD_2023,fine_5_year,20,498.0003738972494,364.77424802691286,91.36154896690762,954.1361708910699,954.1361708910699,0.0,52.193847072390696,38.23083739569891,9.575315531910382,7300.306516905373,-81.92852729089645,692.2601959341628,7910.63818554864,1
China,Female,Incidence,1999,2000,123607.97653456718,124815.24149675576,official_GBD_2023,fine_5_year,20,545.9545859914335,581.0415493067097,80.26882689043609,1207.2649621885794,1207.2649621885794,0.0,45.22243277910631,48.128751144518745,6.648816076374938,7846.261102896807,499.11302201581327,772.5290228245989,9117.90314773722,1
China,Female,Incidence,2000,2001,124815.24149675576,126231.96558368104,official_GBD_2023,fine_5_year,20,640.2942078290386,703.4288388726516,73.00104022360998,1416.7240869253,1416.7240869253,0.0,45.19540634187012,49.651787907361346,5.152805750768542,8486.555310725846,1202.5418608884647,845.5300630482088,10534.62723466252,1
China,Female,Incidence,2001,2002,126231.96558368104,127782.62147732601,official_GBD_2023,fine_5_year,20,729.4942535005612,749.3424492049089,71.81919093947363,1550.6558936449437,1550.6558936449437,0.0,47.04423827944349,48.324225398809666,4.63153632174684,9216.049564226407,1951.8843100933736,917.3492539876825,12085.283128307463,1
China,Female,Incidence,2002,2003,127782.62147732601,129485.32112648647,official_GBD_2023,fine_5_year,20,810.9077379362084,825.7688570505732,66.02305417365521,1702.6996491604368,1702.6996491604368,0.0,47.62482557249888,48.497623022224815,3.8775514052763036,10026.957302162615,2777.653167143947,983.3723081613376,13787.9827774679,1
China,Female,Incidence,2003,2004,129485.32112648647,131350.25092146057,official_GBD_2023,fine_5_year,20,888.3788197444543,931.24402715907,45.306948070620514,1864.929794974145,1864.929794974145,0.0,47.636046254318686,49.93453531970519,2.4294184259761176,10915.336121907068,3708.897194303017,1028.679256231958,15652.912572442045,1
China,Female,Incidence,2004,2005,131350.25092146057,133272.64407437184,official_GBD_2023,fine_5_year,20,967.3806402030701,949.1764958116787,5.836016896466996,1922.393152911216,1922.3931529112158,-2.2737367544323206e-13,50.321685693589636,49.37473348645014,0.30358081996022,11882.71676211014,4658.073690114696,1034.5152731284252,17575.30572535326,1
China,Female,Incidence,2005,2006,133272.64407437184,135140.0281413789,official_GBD_2023,fine_5_year,20,1041.8759897914667,861.9601284389161,-36.4520512233333,1867.3840670070495,1867.3840670070495,0.0,55.79334258010104,46.1586956678078,-1.952038247908843,12924.592751901606,5520.033818553612,998.0632219050918,19442.68979236031,1
China,Female,Incidence,2006,2007,135140.0281413789,136866.74621424323,official_GBD_2023,fine_5_year,20,1096.2467793087756,683.0693370289276,-52.59804347338893,1726.7180728643143,1726.7180728643143,0.0,63.48730557330066,39.55882247157109,-3.0461280448717516,14020.839531210382,6203.103155582539,945.465178431703,21169.407865224624,1
China,Female,Incidence,2007,2008,136866.74621424323,138411.0331506983,official_GBD_2023,fine_5_year,20,1110.7715641500254,487.65304257310345,-54.13767026801361,1544.2869364551152,1544.2869364551152,0.0,71.92779644304852,31.577877858146156,-3.505674301194681,15131.611095360407,6690.756198155643,891.3275081636893,22713.69480167974,1
China,Female,Incidence,2008,2009,138411.0331506983,139661.7519454795,official_GBD_2023,fine_5_year,20,1078.0459964892896,219.36936719600152,-46.69656890407107,1250.71879478122,1250.71879478122,0.0,86.19411501510739,17.539463555784685,-3.7335785708920604,16209.657091849696,6910.125565351645,844.6309392596182,23964.41359646096,1
China,Female,Incidence,2009,2010,139661.7519454795,140601.27793472595,official_GBD_2023,fine_5_year,20,973.5727271060216,10.798491853017671,-44.84522971260109,939.5259892464383,939.5259892464381,-1.1368683772161603e-13,103.62382076166845,1.149355310722035,-4.773176072390495,17183.22981895572,6920.924057204662,799.7857095470172,24903.939585707398,1
China,Female,Incidence,2010,2011,140601.27793472595,141055.31755423927,official_GBD_2023,fine_5_year,20,860.0885346740786,-311.6848046808931,-94.36411047986378,454.03961951332167,454.0396195133217,5.684341886080802e-14,189.43028266916326,-68.64705001184332,-20.78323265731992,18043.3183536298,6609.239252523769,705.4215990671535,25357.97920522072,1
China,Female,Incidence,2011,2012,141055.31755423927,141031.01626832443,official_GBD_2023,fine_5_year,20,870.3128715708541,-732.4923644313288,-162.12179305436922,-24.301285914843902,-24.30128591484396,-5.684341886080802e-14,-3581.3449322006563,3014.21236307459,667.1325691260672,18913.63122520065,5876.74688809244,543.2998060127842,25333.677919305876,1
China,Female,Incidence,2012,2013,141031.01626832443,140617.580085437,official_GBD_2023,fine_5_year,20,908.9910085324711,-1137.3420661058724,-185.0851253140378,-413.4361828874389,-413.43618288743903,-1.1368683772161603e-13,-219.8624712002894,275.09495133267575,44.767519867613665,19822.622233733124,4739.404821986567,358.2146806987464,24920.241736418437,1
China,Female,Incidence,2013,2014,140617.580085437,139823.4414886893,official_GBD_2023,fine_5_year,20,892.1631960255667,-1539.1232442527205,-147.17854852049885,-794.1385967476526,-794.1385967476526,0.0,-112.34351279227178,193.8104067169268,18.533106075345014,20714.78542975869,3200.2815777338474,211.03613217824753,24126.103139670784,1
