location_name,sex_name,measure_name,primary_segmented_aapc,primary_observed_endpoint_aapc,apc_net_drift,primary_segmented_direction,primary_endpoint_direction,apc_net_drift_direction,apc_vs_segmented_direction_agreement,apc_vs_endpoint_direction_agreement,apc_minus_segmented_percentage_points,apc_minus_endpoint_percentage_points,comparison_note
China,Female,Incidence,0.012491482494536577,0.012652915545241505,0.007451209203135356,increase,increase,increase,True,True,-0.0050402732914012205,-0.005201706342106149,Direction is based on the sign of each descriptive point estimate; agreement is not a significance test.
China,Male,Incidence,-0.0014346525525010811,-0.0011590717934439887,0.0024356338791164944,decrease,decrease,increase,False,False,0.0038702864316175756,0.003594705672560483,Direction is based on the sign of each descriptive point estimate; agreement is not a significance test.
United States of America,Female,Incidence,-0.209658563740156,-0.19333647228081396,-0.0811524945663944,decrease,decrease,decrease,True,True,0.12850606917376162,0.11218397771441957,Direction is based on the sign of each descriptive point estimate; agreement is not a significance test.
United States of America,Male,Incidence,-0.07561565297766748,-0.09655422308257888,0.023490089630717748,decrease,decrease,increase,False,False,0.09910574260838523,0.12004431271329663,Direction is based on the sign of each descriptive point estimate; agreement is not a significance test.
