location_name,sex_name,measure_name,start_year,end_year,net_drift,net_drift_lower_model_ci,net_drift_upper_model_ci,formal_inference_performed,interpretation
China,Female,Incidence,1994,2018,0.0036364408242395285,,,False,Descriptive estimable net drift. Descriptive analysis of annual GBD posterior means. No hypothesis test or confidence interval is reported because posterior draws and cross-year/cross-stratum correlations are unavailable.
China,Male,Incidence,1994,2018,0.005939129656251652,,,False,Descriptive estimable net drift. Descriptive analysis of annual GBD posterior means. No hypothesis test or confidence interval is reported because posterior draws and cross-year/cross-stratum correlations are unavailable.
United States of America,Female,Incidence,1994,2018,-0.08406176384735398,,,False,Descriptive estimable net drift. Descriptive analysis of annual GBD posterior means. No hypothesis test or confidence interval is reported because posterior draws and cross-year/cross-stratum correlations are unavailable.
United States of America,Male,Incidence,1994,2018,0.058975896222990265,,,False,Descriptive estimable net drift. Descriptive analysis of annual GBD posterior means. No hypothesis test or confidence interval is reported because posterior draws and cross-year/cross-stratum correlations are unavailable.
