location_name,sex_name,measure_name,year,reconstructed_all_age_count,reported_all_age_count,reported_all_age_lower,reported_all_age_upper,absolute_error,relative_error_pct,within_tolerance,tolerance_pct
China,Female,Incidence,1997,121970.7678937419,121970.76789376,102293.74168448785,145105.22187887583,-1.8102582544088364e-08,-1.4841738604004058e-11,True,0.0001
China,Female,Incidence,1998,122653.84036367612,122653.8403636978,102844.58160555328,145563.47204974206,-2.168235369026661e-08,-1.7677680230780605e-11,True,0.0001
China,Female,Incidence,1999,123607.97653456718,123607.97653458743,103643.23493960065,146409.22772868446,-2.0256265997886658e-08,-1.6387507154296504e-11,True,0.0001
China,Female,Incidence,2000,124815.24149675577,124815.24149677862,104781.50791880047,147663.53157410212,-2.2846506908535957e-08,-1.8304260468963325e-11,True,0.0001
China,Female,Incidence,2001,126231.96558368106,126231.9655837115,106304.16025696875,148978.181992239,-3.0442606657743454e-08,-2.41164007206679e-11,True,0.0001
China,Female,Incidence,2002,127782.62147732601,127782.6214773517,107663.614697849,150874.97283040683,-2.5684130378067493e-08,-2.009986184437433e-11,True,0.0001
China,Female,Incidence,2003,129485.32112648647,129485.3211265164,109172.4276770256,153053.97047159358,-2.9933289624750614e-08,-2.31171296980479e-11,True,0.0001
China,Female,Incidence,2004,131350.25092146057,131350.2509214853,110945.46615634012,155430.2056560708,-2.4738255888223648e-08,-1.883380938724735e-11,True,0.0001
China,Female,Incidence,2005,133272.6440743718,133272.64407440025,112845.49786174322,157923.11817612912,-2.843444235622883e-08,-2.1335543054398418e-11,True,0.0001
China,Female,Incidence,2006,135140.0281413789,135140.028141404,114629.32305222856,160006.77758907792,-2.5116605684161186e-08,-1.8585615253742867e-11,True,0.0001
China,Female,Incidence,2007,136866.74621424323,136866.74621426334,116337.32149289176,161790.95594494863,-2.011074684560299e-08,-1.469366913575913e-11,True,0.0001
China,Female,Incidence,2008,138411.03315069826,138411.03315072856,117377.7825644462,163335.54459099006,-3.0297087505459785e-08,-2.1889214187474844e-11,True,0.0001
China,Female,Incidence,2009,139661.7519454795,139661.7519455023,117923.7184067391,164622.25572723962,-2.278829924762249e-08,-1.631677888196244e-11,True,0.0001
China,Female,Incidence,2010,140601.27793472595,140601.27793474955,118446.11941656156,165575.12171187776,-2.3603206500411034e-08,-1.6787334259767428e-11,True,0.0001
China,Female,Incidence,2011,141055.31755423927,141055.317554268,118845.98087618544,165557.41850836508,-2.8725480660796165e-08,-2.036469178111251e-11,True,0.0001
China,Female,Incidence,2012,141031.01626832443,141031.0162683489,118800.52114546012,166301.21376811553,-2.4476321414113045e-08,-1.7355275500206532e-11,True,0.0001
China,Female,Incidence,2013,140617.580085437,140617.58008546295,118824.37909584348,165325.20164944886,-2.5960616767406464e-08,-1.84618571530163e-11,True,0.0001
China,Female,Incidence,2014,139823.4414886893,139823.44148872135,117640.72964810068,164823.91636739258,-3.204331733286381e-08,-2.291698515763434e-11,True,0.0001
China,Female,Incidence,2015,138939.94452788704,138939.94452790712,116369.6125583009,164109.32760075538,-2.0081643015146255e-08,-1.4453469866696764e-11,True,0.0001
China,Female,Incidence,2016,138025.91533703447,138025.91533706128,115831.35426882825,163092.08064631483,-2.680462785065174e-08,-1.9419996444286895e-11,True,0.0001
China,Female,Incidence,2017,137149.27838890103,137149.27838892792,115135.47146029572,161802.58245807517,-2.6891939342021942e-08,-1.960778770250747e-11,True,0.0001
China,Female,Incidence,2018,136314.16875933687,136314.16875936036,114760.38122831532,161028.33997889172,-2.34867911785841e-08,-1.7229897223703914e-11,True,0.0001
China,Female,Incidence,2019,135412.8961864185,135412.89618644345,114168.5388376695,159399.72262157776,-2.4941982701420784e-08,-1.8419207774036068e-11,True,0.0001
China,Female,Incidence,2020,134565.11183621213,134565.11183622564,113504.9088544156,157904.92345182472,-1.3504177331924438e-08,-1.0035422367396304e-11,True,0.0001
China,Female,Incidence,2021,133622.29833421428,133622.29833423416,112938.54057010768,156210.9780922082,-1.987791620194912e-08,-1.4876196899583172e-11,True,0.0001
