location_name,sex_name,age_name,year,population,gbd_release
United States of America,Female,70-74 years,1999,4927007.020452686,GBD 2023
United States of America,Female,70-74 years,2000,4879217.3315942455,GBD 2023
United States of America,Female,70-74 years,2001,4837064.82355208,GBD 2023
United States of America,Female,70-74 years,2002,4767628.056776963,GBD 2023
United States of America,Female,70-74 years,2003,4699365.984298604,GBD 2023
United States of America,Female,70-74 years,2004,4642150.434648999,GBD 2023
United States of America,Female,70-74 years,2005,4617958.315840305,GBD 2023
United States of America,Female,70-74 years,2006,4624496.958433754,GBD 2023
United States of America,Female,70-74 years,2007,4667471.224894648,GBD 2023
United States of America,Female,70-74 years,2008,4749199.048577626,GBD 2023
United States of America,Female,70-74 years,2009,4861326.30324018,GBD 2023
United States of America,Female,70-74 years,2010,4979981.986467044,GBD 2023
United States of America,Female,70-74 years,2011,5110200.315417417,GBD 2023
United States of America,Female,70-74 years,2012,5296645.063152174,GBD 2023
United States of America,Female,70-74 years,2013,5590554.787915896,GBD 2023
United States of America,Female,70-74 years,2014,5841081.617000164,GBD 2023
United States of America,Female,70-74 years,2015,6044212.919237979,GBD 2023
United States of America,Female,70-74 years,2016,6202124.193926025,GBD 2023
United States of America,Female,70-74 years,2017,6700226.35743593,GBD 2023
United States of America,Female,70-74 years,2018,7054998.683564731,GBD 2023
United States of America,Female,70-74 years,2019,7386455.152915925,GBD 2023
United States of America,Female,70-74 years,2020,7763511.56511528,GBD 2023
United States of America,Female,70-74 years,2021,8134328.459897004,GBD 2023
United States of America,Female,70-74 years,2022,8182280.591553314,GBD 2023
United States of America,Female,70-74 years,2023,8301572.119528006,GBD 2023
United States of America,Female,75-79 years,1990,3721038.488968548,GBD 2023
United States of America,Female,75-79 years,1991,3767765.195842656,GBD 2023
United States of America,Female,75-79 years,1992,3809281.1021834738,GBD 2023
United States of America,Female,75-79 years,1993,3847703.636596645,GBD 2023
United States of America,Female,75-79 years,1994,3885397.4489307487,GBD 2023
United States of America,Female,75-79 years,1995,3951544.195820427,GBD 2023
United States of America,Female,75-79 years,1996,4030683.25782488,GBD 2023
United States of America,Female,75-79 years,1997,4131001.388807609,GBD 2023
United States of America,Female,75-79 years,1998,4201495.09939237,GBD 2023
United States of America,Female,75-79 years,1999,4262422.1287316345,GBD 2023
United States of America,Female,75-79 years,2000,4305916.206976974,GBD 2023
United States of America,Female,75-79 years,2001,4313886.698351976,GBD 2023
United States of America,Female,75-79 years,2002,4291405.697209038,GBD 2023
United States of America,Female,75-79 years,2003,4289574.78476438,GBD 2023
United States of America,Female,75-79 years,2004,4253753.734638162,GBD 2023
United States of America,Female,75-79 years,2005,4226884.592355089,GBD 2023
United States of America,Female,75-79 years,2006,4203281.1343063,GBD 2023
United States of America,Female,75-79 years,2007,4155453.987198776,GBD 2023
United States of America,Female,75-79 years,2008,4107222.682069439,GBD 2023
United States of America,Female,75-79 years,2009,4065383.995540192,GBD 2023
United States of America,Female,75-79 years,2010,4055547.222160373,GBD 2023
United States of America,Female,75-79 years,2011,4069221.860542809,GBD 2023
United States of America,Female,75-79 years,2012,4110734.9294359023,GBD 2023
United States of America,Female,75-79 years,2013,4186950.1124182655,GBD 2023
United States of America,Female,75-79 years,2014,4286745.475953726,GBD 2023
United States of America,Female,75-79 years,2015,4390807.096474895,GBD 2023
United States of America,Female,75-79 years,2016,4504731.834480314,GBD 2023
United States of America,Female,75-79 years,2017,4668583.342453091,GBD 2023
United States of America,Female,75-79 years,2018,4929660.667442578,GBD 2023
United States of America,Female,75-79 years,2019,5150556.894685011,GBD 2023
United States of America,Female,75-79 years,2020,5321394.344941378,GBD 2023
United States of America,Female,75-79 years,2021,5440975.882372453,GBD 2023
United States of America,Female,75-79 years,2022,5876162.931914183,GBD 2023
United States of America,Female,75-79 years,2023,6197324.822933981,GBD 2023
United States of America,Female,80-84 years,1990,2565998.8135738294,GBD 2023
United States of America,Female,80-84 years,1991,2637232.75508484,GBD 2023
United States of America,Female,80-84 years,1992,2704576.68548976,GBD 2023
United States of America,Female,80-84 years,1993,2767348.5745596,GBD 2023
United States of America,Female,80-84 years,1994,2827306.812575521,GBD 2023
United States of America,Female,80-84 years,1995,2881193.782356148,GBD 2023
United States of America,Female,80-84 years,1996,2917006.15094563,GBD 2023
United States of America,Female,80-84 years,1997,2948878.758634537,GBD 2023
United States of America,Female,80-84 years,1998,2980802.793449283,GBD 2023
United States of America,Female,80-84 years,1999,3011752.666651878,GBD 2023
United States of America,Female,80-84 years,2000,3066827.563876156,GBD 2023
United States of America,Female,80-84 years,2001,3133287.3271214347,GBD 2023
United States of America,Female,80-84 years,2002,3216238.2184018185,GBD 2023
United States of America,Female,80-84 years,2003,3275591.470778929,GBD 2023
United States of America,Female,80-84 years,2004,3332771.784054624,GBD 2023
United States of America,Female,80-84 years,2005,3381384.118382025,GBD 2023
United States of America,Female,80-84 years,2006,3400973.5406363937,GBD 2023
United States of America,Female,80-84 years,2007,3400028.126866545,GBD 2023
United States of America,Female,80-84 years,2008,3413124.675554231,GBD 2023
United States of America,Female,80-84 years,2009,3395896.6332882056,GBD 2023
United States of America,Female,80-84 years,2010,3387476.6911293194,GBD 2023
United States of America,Female,80-84 years,2011,3376483.522824574,GBD 2023
United States of America,Female,80-84 years,2012,3341413.924363612,GBD 2023
United States of America,Female,80-84 years,2013,3306309.414437907,GBD 2023
United States of America,Female,80-84 years,2014,3273399.725632897,GBD 2023
United States of America,Female,80-84 years,2015,3268315.856168472,GBD 2023
United States of America,Female,80-84 years,2016,3282310.4483007104,GBD 2023
United States of America,Female,80-84 years,2017,3317749.375157285,GBD 2023
United States of America,Female,80-84 years,2018,3382531.747027639,GBD 2023
United States of America,Female,80-84 years,2019,3465639.5743178152,GBD 2023
United States of America,Female,80-84 years,2020,3542910.3505154974,GBD 2023
United States of America,Female,80-84 years,2021,3618423.989894366,GBD 2023
United States of America,Female,80-84 years,2022,3741183.881291463,GBD 2023
United States of America,Female,80-84 years,2023,3960210.439179496,GBD 2023
United States of America,Female,85-89 years,1990,1428294.6241120456,GBD 2023
United States of America,Female,85-89 years,1991,1475338.7691918288,GBD 2023
United States of America,Female,85-89 years,1992,1534876.7336338705,GBD 2023
United States of America,Female,85-89 years,1993,1589384.5848289586,GBD 2023
United States of America,Female,85-89 years,1994,1630722.221935675,GBD 2023
United States of America,Female,85-89 years,1995,1678037.7873107172,GBD 2023
United States of America,Female,85-89 years,1996,1722787.5131083643,GBD 2023
United States of America,Female,85-89 years,1997,1763448.2053768337,GBD 2023
United States of America,Female,85-89 years,1998,1802704.0479840287,GBD 2023
United States of America,Female,85-89 years,1999,1837471.7973066664,GBD 2023
United States of America,Female,85-89 years,2000,1867712.0497592196,GBD 2023
United States of America,Female,85-89 years,2001,1887150.6859590276,GBD 2023
United States of America,Female,85-89 years,2002,1905368.080308356,GBD 2023
United States of America,Female,85-89 years,2003,1927803.917170982,GBD 2023
United States of America,Female,85-89 years,2004,1957660.119416072,GBD 2023
United States of America,Female,85-89 years,2005,2010020.152254128,GBD 2023
United States of America,Female,85-89 years,2006,2069728.1060807556,GBD 2023
United States of America,Female,85-89 years,2007,2144153.4564799783,GBD 2023
United States of America,Female,85-89 years,2008,2199419.319812713,GBD 2023
United States of America,Female,85-89 years,2009,2250976.3836606164,GBD 2023
United States of America,Female,85-89 years,2010,2299545.3645057096,GBD 2023
United States of America,Female,85-89 years,2011,2321961.471967921,GBD 2023
United States of America,Female,85-89 years,2012,2327413.4833230325,GBD 2023
United States of America,Female,85-89 years,2013,2341477.1482197577,GBD 2023
United States of America,Female,85-89 years,2014,2333164.280599738,GBD 2023
United States of America,Female,85-89 years,2015,2331031.2909692843,GBD 2023
United States of America,Female,85-89 years,2016,2324776.006372809,GBD 2023
United States of America,Female,85-89 years,2017,2301427.854369549,GBD 2023
United States of America,Female,85-89 years,2018,2278579.340985188,GBD 2023
United States of America,Female,85-89 years,2019,2256583.3776727244,GBD 2023
United States of America,Female,85-89 years,2020,2245252.1026552664,GBD 2023
United States of America,Female,85-89 years,2021,2239166.354676713,GBD 2023
United States of America,Female,85-89 years,2022,2255383.916698872,GBD 2023
United States of America,Female,85-89 years,2023,2304366.0144215743,GBD 2023
United States of America,Female,90-94 years,1990,542956.0027893834,GBD 2023
United States of America,Female,90-94 years,1991,563284.8514915037,GBD 2023
United States of America,Female,90-94 years,1992,568930.4774799158,GBD 2023
United States of America,Female,90-94 years,1993,625892.0969612135,GBD 2023
United States of America,Female,90-94 years,1994,646992.1539039093,GBD 2023
United States of America,Female,90-94 years,1995,680309.350970322,GBD 2023
United States of America,Female,90-94 years,1996,705577.5554099808,GBD 2023
United States of America,Female,90-94 years,1997,738385.1952942238,GBD 2023
United States of America,Female,90-94 years,1998,767318.224473875,GBD 2023
United States of America,Female,90-94 years,1999,810085.1272450741,GBD 2023
United States of America,Female,90-94 years,2000,833053.7505078436,GBD 2023
United States of America,Female,90-94 years,2001,843951.3618924124,GBD 2023
United States of America,Female,90-94 years,2002,871543.1635239233,GBD 2023
United States of America,Female,90-94 years,2003,888032.9598248457,GBD 2023
United States of America,Female,90-94 years,2004,877393.8156409661,GBD 2023
United States of America,Female,90-94 years,2005,924988.0769126412,GBD 2023
United States of America,Female,90-94 years,2006,923037.7110977976,GBD 2023
United States of America,Female,90-94 years,2007,931317.5534488108,GBD 2023
United States of America,Female,90-94 years,2008,974861.6398488064,GBD 2023
United States of America,Female,90-94 years,2009,948163.5406644996,GBD 2023
United States of America,Female,90-94 years,2010,1003136.5853907638,GBD 2023
United States of America,Female,90-94 years,2011,1060371.7441358366,GBD 2023
United States of America,Female,90-94 years,2012,1097530.8047316645,GBD 2023
United States of America,Female,90-94 years,2013,1130650.269709176,GBD 2023
United States of America,Female,90-94 years,2014,1151932.806035994,GBD 2023
United States of America,Female,90-94 years,2015,1204824.934281926,GBD 2023
United States of America,Female,90-94 years,2016,1186254.9568170928,GBD 2023
United States of America,Female,90-94 years,2017,1218211.7728399914,GBD 2023
United States of America,Female,90-94 years,2018,1214801.5382877877,GBD 2023
United States of America,Female,90-94 years,2019,1199827.6212815174,GBD 2023
United States of America,Female,90-94 years,2020,1208355.7307434566,GBD 2023
United States of America,Female,90-94 years,2021,1156320.3567247065,GBD 2023
United States of America,Female,90-94 years,2022,1172557.6219594053,GBD 2023
United States of America,Female,90-94 years,2023,1135240.8062442073,GBD 2023
United States of America,Female,95+ years,1990,174847.76422094982,GBD 2023
United States of America,Female,95+ years,1991,183205.6504790286,GBD 2023
United States of America,Female,95+ years,1992,188160.22682788383,GBD 2023
United States of America,Female,95+ years,1993,205542.4510788346,GBD 2023
United States of America,Female,95+ years,1994,208028.7845852113,GBD 2023
United States of America,Female,95+ years,1995,218171.35319960816,GBD 2023
United States of America,Female,95+ years,1996,226388.2674155636,GBD 2023
United States of America,Female,95+ years,1997,233365.65885989665,GBD 2023
United States of America,Female,95+ years,1998,245314.3992494955,GBD 2023
United States of America,Female,95+ years,1999,264846.150801803,GBD 2023
United States of America,Female,95+ years,2000,270336.3745321892,GBD 2023
United States of America,Female,95+ years,2001,275479.44996388286,GBD 2023
United States of America,Female,95+ years,2002,282687.440174926,GBD 2023
United States of America,Female,95+ years,2003,291113.85950171854,GBD 2023
United States of America,Female,95+ years,2004,280735.12940556346,GBD 2023
United States of America,Female,95+ years,2005,298671.1005064888,GBD 2023
United States of America,Female,95+ years,2006,297168.9998834094,GBD 2023
United States of America,Female,95+ years,2007,304584.25271947286,GBD 2023
United States of America,Female,95+ years,2008,323564.3281581509,GBD 2023
United States of America,Female,95+ years,2009,314609.4887644315,GBD 2023
United States of America,Female,95+ years,2010,337000.2060004651,GBD 2023
United States of America,Female,95+ years,2011,353157.89865912264,GBD 2023
United States of America,Female,95+ years,2012,361571.85619925614,GBD 2023
United States of America,Female,95+ years,2013,374297.1587362004,GBD 2023
United States of America,Female,95+ years,2014,378564.813442001,GBD 2023
United States of America,Female,95+ years,2015,406226.6909839952,GBD 2023
United States of America,Female,95+ years,2016,415054.108762348,GBD 2023
United States of America,Female,95+ years,2017,442996.6221194267,GBD 2023
United States of America,Female,95+ years,2018,453693.7992973176,GBD 2023
United States of America,Female,95+ years,2019,457553.3618050915,GBD 2023
United States of America,Female,95+ years,2020,475007.5833979864,GBD 2023
United States of America,Female,95+ years,2021,449171.2161939906,GBD 2023
United States of America,Female,95+ years,2022,468726.3068579863,GBD 2023
United States of America,Female,95+ years,2023,457417.135176894,GBD 2023
United States of America,Male,0-4 years,1990,10109316.80415038,GBD 2023
United States of America,Male,0-4 years,1991,10275966.65194782,GBD 2023
United States of America,Male,0-4 years,1992,10393500.255868556,GBD 2023
United States of America,Male,0-4 years,1993,10434550.70845187,GBD 2023
United States of America,Male,0-4 years,1994,10392655.850116292,GBD 2023
United States of America,Male,0-4 years,1995,10284823.764359023,GBD 2023
United States of America,Male,0-4 years,1996,10162106.116833435,GBD 2023
United States of America,Male,0-4 years,1997,10058685.2111668,GBD 2023
United States of America,Male,0-4 years,1998,9994462.834933735,GBD 2023
United States of America,Male,0-4 years,1999,9975970.362001576,GBD 2023
United States of America,Male,0-4 years,2000,9993093.331070624,GBD 2023
United States of America,Male,0-4 years,2001,10073434.734290132,GBD 2023
United States of America,Male,0-4 years,2002,10148385.96850119,GBD 2023
United States of America,Male,0-4 years,2003,10205852.545803089,GBD 2023
United States of America,Male,0-4 years,2004,10262871.57833935,GBD 2023
United States of America,Male,0-4 years,2005,10317343.273277463,GBD 2023
United States of America,Male,0-4 years,2006,10403100.837091174,GBD 2023
United States of America,Male,0-4 years,2007,10500825.739221996,GBD 2023
United States of America,Male,0-4 years,2008,10566876.285323624,GBD 2023
United States of America,Male,0-4 years,2009,10564474.54632317,GBD 2023
United States of America,Male,0-4 years,2010,10505160.7633631,GBD 2023
United States of America,Male,0-4 years,2011,10398273.987740882,GBD 2023
United States of America,Male,0-4 years,2012,10269040.860420948,GBD 2023
United States of America,Male,0-4 years,2013,10160139.654620998,GBD 2023
United States of America,Male,0-4 years,2014,10117567.957103075,GBD 2023
United States of America,Male,0-4 years,2015,10129446.298406,GBD 2023
United States of America,Male,0-4 years,2016,10148827.785350844,GBD 2023
United States of America,Male,0-4 years,2017,10136037.62107877,GBD 2023
United States of America,Male,0-4 years,2018,10071156.609268038,GBD 2023
United States of America,Male,0-4 years,2019,9947338.757767197,GBD 2023
United States of America,Male,0-4 years,2020,9785162.845431004,GBD 2023
United States of America,Male,0-4 years,2021,9628694.050833138,GBD 2023
United States of America,Male,0-4 years,2022,9535182.829538418,GBD 2023
United States of America,Male,0-4 years,2023,9468452.22792156,GBD 2023
United States of America,Male,10-14 years,1990,9027043.781580169,GBD 2023
United States of America,Male,10-14 years,1991,9277818.003615707,GBD 2023
United States of America,Male,10-14 years,1992,9483546.385699255,GBD 2023
United States of America,Male,10-14 years,1993,9656691.174944503,GBD 2023
United States of America,Male,10-14 years,1994,9783809.7760179,GBD 2023
United States of America,Male,10-14 years,1995,9865779.404382346,GBD 2023
United States of America,Male,10-14 years,1996,9958172.084465012,GBD 2023
United States of America,Male,10-14 years,1997,10066794.295382254,GBD 2023
United States of America,Male,10-14 years,1998,10198377.979886854,GBD 2023
United States of America,Male,10-14 years,1999,10386601.912086371,GBD 2023
United States of America,Male,10-14 years,2000,10587343.409075374,GBD 2023
United States of America,Male,10-14 years,2001,10779121.520714443,GBD 2023
United States of America,Male,10-14 years,2002,10939499.215032011,GBD 2023
United States of America,Male,10-14 years,2003,11021392.10838866,GBD 2023
United States of America,Male,10-14 years,2004,11024818.397918582,GBD 2023
United States of America,Male,10-14 years,2005,10941325.471964672,GBD 2023
United States of America,Male,10-14 years,2006,10830933.183314908,GBD 2023
United States of America,Male,10-14 years,2007,10722766.071248498,GBD 2023
United States of America,Male,10-14 years,2008,10650787.624011736,GBD 2023
United States of America,Male,10-14 years,2009,10624950.142661557,GBD 2023
United States of America,Male,10-14 years,2010,10647061.222141692,GBD 2023
United States of America,Male,10-14 years,2011,10688845.377207702,GBD 2023
United States of America,Male,10-14 years,2012,10726140.161504228,GBD 2023
United States of America,Male,10-14 years,2013,10761306.213924242,GBD 2023
United States of America,Male,10-14 years,2014,10797823.892983709,GBD 2023
United States of America,Male,10-14 years,2015,10829514.852977276,GBD 2023
United States of America,Male,10-14 years,2016,10899186.19896898,GBD 2023
United States of America,Male,10-14 years,2017,11015414.782489665,GBD 2023
United States of America,Male,10-14 years,2018,11112211.269745132,GBD 2023
United States of America,Male,10-14 years,2019,11136781.90002368,GBD 2023
United States of America,Male,10-14 years,2020,11101637.561335225,GBD 2023
United States of America,Male,10-14 years,2021,11002065.39551311,GBD 2023
United States of America,Male,10-14 years,2022,10880163.03403149,GBD 2023
United States of America,Male,10-14 years,2023,10772793.968548024,GBD 2023
United States of America,Male,15-19 years,1990,9320231.166150352,GBD 2023
United States of America,Male,15-19 years,1991,9077968.713091968,GBD 2023
United States of America,Male,15-19 years,1992,9027238.098561289,GBD 2023
United States of America,Male,15-19 years,1993,9126583.44644318,GBD 2023
United States of America,Male,15-19 years,1994,9323745.808706287,GBD 2023
United States of America,Male,15-19 years,1995,9573096.622225624,GBD 2023
United States of America,Male,15-19 years,1996,9837843.10398154,GBD 2023
United States of America,Male,15-19 years,1997,10054746.056428673,GBD 2023
United States of America,Male,15-19 years,1998,10233457.127751833,GBD 2023
United States of America,Male,15-19 years,1999,10353259.967528457,GBD 2023
United States of America,Male,15-19 years,2000,10412244.679626033,GBD 2023
United States of America,Male,15-19 years,2001,10530041.868870284,GBD 2023
United States of America,Male,15-19 years,2002,10630269.432661168,GBD 2023
United States of America,Male,15-19 years,2003,10728897.085618572,GBD 2023
United States of America,Male,15-19 years,2004,10899967.55953098,GBD 2023
United States of America,Male,15-19 years,2005,11085511.386752246,GBD 2023
United States of America,Male,15-19 years,2006,11258658.63975186,GBD 2023
United States of America,Male,15-19 years,2007,11399456.49243497,GBD 2023
United States of America,Male,15-19 years,2008,11470051.178187927,GBD 2023
United States of America,Male,15-19 years,2009,11449001.529237676,GBD 2023
United States of America,Male,15-19 years,2010,11337177.0063733,GBD 2023
United States of America,Male,15-19 years,2011,11194798.836883403,GBD 2023
United States of America,Male,15-19 years,2012,11060862.344164995,GBD 2023
United States of America,Male,15-19 years,2013,10963283.329848984,GBD 2023
United States of America,Male,15-19 years,2014,10921166.212654367,GBD 2023
United States of America,Male,15-19 years,2015,10939040.331865603,GBD 2023
United States of America,Male,15-19 years,2016,10976509.908103105,GBD 2023
United States of America,Male,15-19 years,2017,10998716.088430246,GBD 2023
United States of America,Male,15-19 years,2018,11008823.186295949,GBD 2023
United States of America,Male,15-19 years,2019,11016053.396963578,GBD 2023
United States of America,Male,15-19 years,2020,11011460.975553596,GBD 2023
United States of America,Male,15-19 years,2021,11044510.697008094,GBD 2023
United States of America,Male,15-19 years,2022,11177787.606142534,GBD 2023
United States of America,Male,15-19 years,2023,11304046.503212946,GBD 2023
United States of America,Male,20-24 years,1990,9990986.732238846,GBD 2023
United States of America,Male,20-24 years,1991,10084249.246967535,GBD 2023
United States of America,Male,20-24 years,1992,10089205.93346997,GBD 2023
United States of America,Male,20-24 years,1993,10015839.127870977,GBD 2023
United States of America,Male,20-24 years,1994,9841332.72913499,GBD 2023
United States of America,Male,20-24 years,1995,9599928.037778905,GBD 2023
United States of America,Male,20-24 years,1996,9365580.361302666,GBD 2023
United States of America,Male,20-24 years,1997,9304651.062535316,GBD 2023
United States of America,Male,20-24 years,1998,9381593.005800514,GBD 2023
United States of America,Male,20-24 years,1999,9543608.31386443,GBD 2023
United States of America,Male,20-24 years,2000,9745877.62419588,GBD 2023
United States of America,Male,20-24 years,2001,10079755.403079543,GBD 2023
United States of America,Male,20-24 years,2002,10340967.8841839,GBD 2023
United States of America,Male,20-24 years,2003,10518414.557537688,GBD 2023
United States of America,Male,20-24 years,2004,10649475.929958845,GBD 2023
United States of America,Male,20-24 years,2005,10704019.328940174,GBD 2023
United States of America,Male,20-24 years,2006,10768197.633000553,GBD 2023
United States of America,Male,20-24 years,2007,10812296.180101637,GBD 2023
United States of America,Male,20-24 years,2008,10879380.863079593,GBD 2023
United States of America,Male,20-24 years,2009,11006093.755488666,GBD 2023
United States of America,Male,20-24 years,2010,11159827.514094109,GBD 2023
United States of America,Male,20-24 years,2011,11313955.260756252,GBD 2023
United States of America,Male,20-24 years,2012,11459404.470178118,GBD 2023
United States of America,Male,20-24 years,2013,11534476.581311302,GBD 2023
United States of America,Male,20-24 years,2014,11537026.579862531,GBD 2023
United States of America,Male,20-24 years,2015,11457805.673775071,GBD 2023
United States of America,Male,20-24 years,2016,11338618.207948085,GBD 2023
United States of America,Male,20-24 years,2017,11206884.609080603,GBD 2023
United States of America,Male,20-24 years,2018,11084692.710126843,GBD 2023
United States of America,Male,20-24 years,2019,10994463.693554897,GBD 2023
United States of America,Male,20-24 years,2020,10954342.614190854,GBD 2023
United States of America,Male,20-24 years,2021,10928986.712554106,GBD 2023
United States of America,Male,20-24 years,2022,10986271.340190845,GBD 2023
United States of America,Male,20-24 years,2023,11070684.901490845,GBD 2023
United States of America,Male,25-29 years,1990,10923338.006422304,GBD 2023
United States of America,Male,25-29 years,1991,10713439.708403287,GBD 2023
United States of America,Male,25-29 years,1992,10506438.02163818,GBD 2023
United States of America,Male,25-29 years,1993,10299048.784302128,GBD 2023
United States of America,Male,25-29 years,1994,10162856.47497443,GBD 2023
United States of America,Male,25-29 years,1995,10140933.085380515,GBD 2023
United States of America,Male,25-29 years,1996,10232862.066912772,GBD 2023
United States of America,Male,25-29 years,1997,10238930.353109654,GBD 2023
United States of America,Male,25-29 years,1998,10159433.234085985,GBD 2023
United States of America,Male,25-29 years,1999,9972436.981752314,GBD 2023
United States of America,Male,25-29 years,2000,9711374.43019322,GBD 2023
United States of America,Male,25-29 years,2001,9532835.217883248,GBD 2023
United States of America,Male,25-29 years,2002,9509634.207350967,GBD 2023
United States of America,Male,25-29 years,2003,9600480.53612611,GBD 2023
United States of America,Male,25-29 years,2004,9792161.87329103,GBD 2023
United States of America,Male,25-29 years,2005,10029398.514912669,GBD 2023
United States of America,Male,25-29 years,2006,10285388.636720462,GBD 2023
United States of America,Male,25-29 years,2007,10481909.24955492,GBD 2023
United States of America,Male,25-29 years,2008,10638125.351841582,GBD 2023
United States of America,Male,25-29 years,2009,10726507.767258136,GBD 2023
United States of America,Male,25-29 years,2010,10754626.653171904,GBD 2023
United States of America,Male,25-29 years,2011,10806234.385354431,GBD 2023
United States of America,Male,25-29 years,2012,10865289.5152472,GBD 2023
United States of America,Male,25-29 years,2013,10950894.015615655,GBD 2023
United States of America,Male,25-29 years,2014,11122251.28945386,GBD 2023
United States of America,Male,25-29 years,2015,11330053.409369305,GBD 2023
United States of America,Male,25-29 years,2016,11529531.863043245,GBD 2023
United States of America,Male,25-29 years,2017,11696675.430450056,GBD 2023
United States of America,Male,25-29 years,2018,11766814.45402984,GBD 2023
United States of America,Male,25-29 years,2019,11730345.488798652,GBD 2023
United States of America,Male,25-29 years,2020,11579709.090034278,GBD 2023
United States of America,Male,25-29 years,2021,11373821.573523007,GBD 2023
United States of America,Male,25-29 years,2022,11240233.351421531,GBD 2023
United States of America,Male,25-29 years,2023,11169651.166496215,GBD 2023
United States of America,Male,30-34 years,1990,11134309.472872326,GBD 2023
United States of America,Male,30-34 years,1991,11248892.413917122,GBD 2023
United States of America,Male,30-34 years,1992,11285387.62705472,GBD 2023
United States of America,Male,30-34 years,1993,11266151.440240815,GBD 2023
United States of America,Male,30-34 years,1994,11275331.402326932,GBD 2023
United States of America,Male,30-34 years,1995,11145440.726630256,GBD 2023
United States of America,Male,30-34 years,1996,10945221.885846833,GBD 2023
United States of America,Male,30-34 years,1997,10734460.638021398,GBD 2023
United States of America,Male,30-34 years,1998,10515984.623298625,GBD 2023
United States of America,Male,30-34 years,1999,10354426.212635614,GBD 2023
United States of America,Male,30-34 years,2000,10301551.786756044,GBD 2023
United States of America,Male,30-34 years,2001,10408277.23407939,GBD 2023
United States of America,Male,30-34 years,2002,10428943.396229824,GBD 2023
United States of America,Male,30-34 years,2003,10352242.119216816,GBD 2023
United States of America,Male,30-34 years,2004,10186028.340412697,GBD 2023
United States of America,Male,30-34 years,2005,9954724.05418972,GBD 2023
United States of America,Male,30-34 years,2006,9722481.00542248,GBD 2023
United States of America,Male,30-34 years,2007,9655373.413184632,GBD 2023
United States of America,Male,30-34 years,2008,9731970.49035616,GBD 2023
United States of America,Male,30-34 years,2009,9893516.524094531,GBD 2023
United States of America,Male,30-34 years,2010,10113615.0750427,GBD 2023
United States of America,Male,30-34 years,2011,10359162.479162058,GBD 2023
United States of America,Male,30-34 years,2012,10574852.5708011,GBD 2023
United States of America,Male,30-34 years,2013,10760354.635306695,GBD 2023
United States of America,Male,30-34 years,2014,10895685.331454104,GBD 2023
United States of America,Male,30-34 years,2015,10977462.226066582,GBD 2023
United States of America,Male,30-34 years,2016,11071989.68338704,GBD 2023
United States of America,Male,30-34 years,2017,11153324.583020482,GBD 2023
United States of America,Male,30-34 years,2018,11244620.099751674,GBD 2023
United States of America,Male,30-34 years,2019,11401691.03248668,GBD 2023
United States of America,Male,30-34 years,2020,11567467.412742916,GBD 2023
United States of America,Male,30-34 years,2021,11706103.035111764,GBD 2023
United States of America,Male,30-34 years,2022,11858406.31973044,GBD 2023
United States of America,Male,30-34 years,2023,11948148.121294456,GBD 2023
United States of America,Male,35-39 years,1990,10114807.254022611,GBD 2023
United States of America,Male,35-39 years,1991,10356835.808294935,GBD 2023
United States of America,Male,35-39 years,1992,10610624.956899228,GBD 2023
United States of America,Male,35-39 years,1993,10847660.041541448,GBD 2023
United States of America,Male,35-39 years,1994,11007562.292682927,GBD 2023
United States of America,Male,35-39 years,1995,11182250.917044863,GBD 2023
United States of America,Male,35-39 years,1996,11314163.753831128,GBD 2023
United States of America,Male,35-39 years,1997,11371166.745871898,GBD 2023
United States of America,Male,35-39 years,1998,11369304.299400307,GBD 2023
United States of America,Male,35-39 years,1999,11391159.210789444,GBD 2023
United States of America,Male,35-39 years,2000,11276067.618916564,GBD 2023
United States of America,Male,35-39 years,2001,11103049.70580981,GBD 2023
United States of America,Male,35-39 years,2002,10899887.02599585,GBD 2023
United States of America,Male,35-39 years,2003,10677629.98208621,GBD 2023
United States of America,Male,35-39 years,2004,10518189.67527971,GBD 2023
United States of America,Male,35-39 years,2005,10477647.816234533,GBD 2023
United States of America,Male,35-39 years,2006,10556749.138482938,GBD 2023
United States of America,Male,35-39 years,2007,10553176.986737888,GBD 2023
United States of America,Male,35-39 years,2008,10468627.211110188,GBD 2023
United States of America,Male,35-39 years,2009,10290372.5725744,GBD 2023
United States of America,Male,35-39 years,2010,10059995.01587112,GBD 2023
United States of America,Male,35-39 years,2011,9829479.316113733,GBD 2023
United States of America,Male,35-39 years,2012,9777091.663972909,GBD 2023
United States of America,Male,35-39 years,2013,9872197.143140197,GBD 2023
United States of America,Male,35-39 years,2014,10061055.276201496,GBD 2023
United States of America,Male,35-39 years,2015,10314696.32615339,GBD 2023
United States of America,Male,35-39 years,2016,10591712.112730674,GBD 2023
United States of America,Male,35-39 years,2017,10829528.086504793,GBD 2023
United States of America,Male,35-39 years,2018,11027668.277793609,GBD 2023
United States of America,Male,35-39 years,2019,11156298.394584533,GBD 2023
United States of America,Male,35-39 years,2020,11214974.047238745,GBD 2023
United States of America,Male,35-39 years,2021,11269957.53071882,GBD 2023
United States of America,Male,35-39 years,2022,11335073.003787706,GBD 2023
United States of America,Male,35-39 years,2023,11430970.237131564,GBD 2023
United States of America,Male,40-44 years,1990,8927684.514486292,GBD 2023
United States of America,Male,40-44 years,1991,9398982.21346694,GBD 2023
United States of America,Male,40-44 years,1992,9460885.276952136,GBD 2023
