location_name,sex_name,age_name,year,population,gbd_release
United States of America,Male,40-44 years,1993,9578814.378473708,GBD 2023
United States of America,Male,40-44 years,1994,9816162.99563077,GBD 2023
United States of America,Male,40-44 years,1995,10055346.210195364,GBD 2023
United States of America,Male,40-44 years,1996,10299044.121611582,GBD 2023
United States of America,Male,40-44 years,1997,10553158.912692852,GBD 2023
United States of America,Male,40-44 years,1998,10796704.463218162,GBD 2023
United States of America,Male,40-44 years,1999,10968176.365553608,GBD 2023
United States of America,Male,40-44 years,2000,11149830.606841592,GBD 2023
United States of America,Male,40-44 years,2001,11290093.365310196,GBD 2023
United States of America,Male,40-44 years,2002,11354299.13623265,GBD 2023
United States of America,Male,40-44 years,2003,11350942.104181267,GBD 2023
United States of America,Male,40-44 years,2004,11373497.90243545,GBD 2023
United States of America,Male,40-44 years,2005,11268051.912069054,GBD 2023
United States of America,Male,40-44 years,2006,11083674.76720906,GBD 2023
United States of America,Male,40-44 years,2007,10871921.181094036,GBD 2023
United States of America,Male,40-44 years,2008,10653092.19537535,GBD 2023
United States of America,Male,40-44 years,2009,10488530.27701848,GBD 2023
United States of America,Male,40-44 years,2010,10449338.6556082,GBD 2023
United States of America,Male,40-44 years,2011,10532465.2683159,GBD 2023
United States of America,Male,40-44 years,2012,10543849.359398628,GBD 2023
United States of America,Male,40-44 years,2013,10475489.66272606,GBD 2023
United States of America,Male,40-44 years,2014,10321756.521089682,GBD 2023
United States of America,Male,40-44 years,2015,10116840.824382352,GBD 2023
United States of America,Male,40-44 years,2016,9900702.22396946,GBD 2023
United States of America,Male,40-44 years,2017,9857740.026171727,GBD 2023
United States of America,Male,40-44 years,2018,9955052.280475888,GBD 2023
United States of America,Male,40-44 years,2019,10136147.61429228,GBD 2023
United States of America,Male,40-44 years,2020,10368847.82156886,GBD 2023
United States of America,Male,40-44 years,2021,10614627.111028586,GBD 2023
United States of America,Male,40-44 years,2022,10836675.991685396,GBD 2023
United States of America,Male,40-44 years,2023,11034382.594724791,GBD 2023
United States of America,Male,45-49 years,1990,6871799.877347567,GBD 2023
United States of America,Male,45-49 years,1991,7031726.290817848,GBD 2023
United States of America,Male,45-49 years,1992,7590294.390480765,GBD 2023
United States of America,Male,45-49 years,1993,7980335.4966875315,GBD 2023
United States of America,Male,45-49 years,1994,8325501.509652107,GBD 2023
United States of America,Male,45-49 years,1995,8758359.317048322,GBD 2023
United States of America,Male,45-49 years,1996,9221786.222268552,GBD 2023
United States of America,Male,45-49 years,1997,9291101.973606238,GBD 2023
United States of America,Male,45-49 years,1998,9418741.808972169,GBD 2023
United States of America,Male,45-49 years,1999,9661061.847543566,GBD 2023
United States of America,Male,45-49 years,2000,9914337.311707163,GBD 2023
United States of America,Male,45-49 years,2001,10169531.485354723,GBD 2023
United States of America,Male,45-49 years,2002,10426550.244561229,GBD 2023
United States of America,Male,45-49 years,2003,10670274.72988286,GBD 2023
United States of America,Male,45-49 years,2004,10848260.640767455,GBD 2023
United States of America,Male,45-49 years,2005,11032274.10050486,GBD 2023
United States of America,Male,45-49 years,2006,11175159.088897908,GBD 2023
United States of America,Male,45-49 years,2007,11243598.5307574,GBD 2023
United States of America,Male,45-49 years,2008,11252817.290480502,GBD 2023
United States of America,Male,45-49 years,2009,11281344.6229488,GBD 2023
United States of America,Male,45-49 years,2010,11188022.492189258,GBD 2023
United States of America,Male,45-49 years,2011,11015918.03024112,GBD 2023
United States of America,Male,45-49 years,2012,10819692.252639798,GBD 2023
United States of America,Male,45-49 years,2013,10618282.521475192,GBD 2023
United States of America,Male,45-49 years,2014,10473957.16872797,GBD 2023
United States of America,Male,45-49 years,2015,10456594.534680808,GBD 2023
United States of America,Male,45-49 years,2016,10558664.046632567,GBD 2023
United States of America,Male,45-49 years,2017,10579602.5332086,GBD 2023
United States of America,Male,45-49 years,2018,10513160.20256668,GBD 2023
United States of America,Male,45-49 years,2019,10358268.205323784,GBD 2023
United States of America,Male,45-49 years,2020,10143710.679675566,GBD 2023
United States of America,Male,45-49 years,2021,9902197.194467532,GBD 2023
United States of America,Male,45-49 years,2022,9843724.67633064,GBD 2023
United States of America,Male,45-49 years,2023,9934667.077374171,GBD 2023
United States of America,Male,5-9 years,1990,9506043.619177004,GBD 2023
United States of America,Male,5-9 years,1991,9593964.901455987,GBD 2023
United States of America,Male,5-9 years,1992,9711458.17007986,GBD 2023
United States of America,Male,5-9 years,1993,9857811.299008384,GBD 2023
United States of America,Male,5-9 years,1994,10055727.197012512,GBD 2023
United States of America,Male,5-9 years,1995,10258505.537931526,GBD 2023
United States of America,Male,5-9 years,1996,10431393.883800276,GBD 2023
United States of America,Male,5-9 years,1997,10565957.780305944,GBD 2023
United States of America,Male,5-9 years,1998,10628122.665706713,GBD 2023
United States of America,Male,5-9 years,1999,10608275.709684735,GBD 2023
United States of America,Male,5-9 years,2000,10510464.212656064,GBD 2023
United States of America,Male,5-9 years,2001,10410915.379165506,GBD 2023
United States of America,Male,5-9 years,2002,10317831.714454832,GBD 2023
United States of America,Male,5-9 years,2003,10253420.90629382,GBD 2023
United States of America,Male,5-9 years,2004,10245566.659358729,GBD 2023
United States of America,Male,5-9 years,2005,10279352.177533893,GBD 2023
United States of America,Male,5-9 years,2006,10333158.78192424,GBD 2023
United States of America,Male,5-9 years,2007,10379158.822709445,GBD 2023
United States of America,Male,5-9 years,2008,10421215.058250932,GBD 2023
United States of America,Male,5-9 years,2009,10453657.765074965,GBD 2023
United States of America,Male,5-9 years,2010,10479660.29763556,GBD 2023
United States of America,Male,5-9 years,2011,10541542.089190103,GBD 2023
United States of America,Male,5-9 years,2012,10646708.931690125,GBD 2023
United States of America,Male,5-9 years,2013,10736357.16792017,GBD 2023
United States of America,Male,5-9 years,2014,10768777.83484424,GBD 2023
United States of America,Male,5-9 years,2015,10751136.838435054,GBD 2023
United States of America,Male,5-9 years,2016,10677804.707691312,GBD 2023
United States of America,Male,5-9 years,2017,10565594.660093237,GBD 2023
United States of America,Male,5-9 years,2018,10459280.839298222,GBD 2023
United States of America,Male,5-9 years,2019,10411494.02041319,GBD 2023
United States of America,Male,5-9 years,2020,10408539.95704616,GBD 2023
United States of America,Male,5-9 years,2021,10405380.84164307,GBD 2023
United States of America,Male,5-9 years,2022,10390809.112125857,GBD 2023
United States of America,Male,5-9 years,2023,10335694.932773435,GBD 2023
United States of America,Male,50-54 years,1990,5577492.794117357,GBD 2023
United States of America,Male,50-54 years,1991,5711780.012931085,GBD 2023
United States of America,Male,50-54 years,1992,5896994.30447537,GBD 2023
United States of America,Male,50-54 years,1993,6209773.493067948,GBD 2023
United States of America,Male,50-54 years,1994,6481521.007341507,GBD 2023
United States of America,Male,50-54 years,1995,6706094.214473621,GBD 2023
United States of America,Male,50-54 years,1996,6871049.020452468,GBD 2023
United States of America,Male,50-54 years,1997,7425919.136636623,GBD 2023
United States of America,Male,50-54 years,1998,7821262.342531226,GBD 2023
United States of America,Male,50-54 years,1999,8179457.753478864,GBD 2023
United States of America,Male,50-54 years,2000,8619263.393694757,GBD 2023
United States of America,Male,50-54 years,2001,9070329.334209813,GBD 2023
United States of America,Male,50-54 years,2002,9141027.719998924,GBD 2023
United States of America,Male,50-54 years,2003,9268126.593613112,GBD 2023
United States of America,Male,50-54 years,2004,9505711.52101719,GBD 2023
United States of America,Male,50-54 years,2005,9760281.523745492,GBD 2023
United States of America,Male,50-54 years,2006,10023569.515286418,GBD 2023
United States of America,Male,50-54 years,2007,10287398.409089591,GBD 2023
United States of America,Male,50-54 years,2008,10540201.337201027,GBD 2023
United States of America,Male,50-54 years,2009,10724505.48818685,GBD 2023
United States of America,Male,50-54 years,2010,10911292.764012126,GBD 2023
United States of America,Male,50-54 years,2011,11058332.87541082,GBD 2023
United States of America,Male,50-54 years,2012,11133315.930118635,GBD 2023
United States of America,Male,50-54 years,2013,11149901.070920058,GBD 2023
United States of America,Male,50-54 years,2014,11184525.885480348,GBD 2023
United States of America,Male,50-54 years,2015,11099211.939286027,GBD 2023
United States of America,Male,50-54 years,2016,10932074.012305344,GBD 2023
United States of America,Male,50-54 years,2017,10738199.96660158,GBD 2023
United States of America,Male,50-54 years,2018,10538640.07368215,GBD 2023
United States of America,Male,50-54 years,2019,10393779.406839266,GBD 2023
United States of America,Male,50-54 years,2020,10366414.08008299,GBD 2023
United States of America,Male,50-54 years,2021,10444628.247363606,GBD 2023
United States of America,Male,50-54 years,2022,10446768.313842203,GBD 2023
United States of America,Male,50-54 years,2023,10372046.102569127,GBD 2023
United States of America,Male,55-59 years,1990,5026758.607129159,GBD 2023
United States of America,Male,55-59 years,1991,5014117.513977162,GBD 2023
United States of America,Male,55-59 years,1992,5045625.739476344,GBD 2023
United States of America,Male,55-59 years,1993,5119770.475478764,GBD 2023
United States of America,Male,55-59 years,1994,5222238.815633192,GBD 2023
United States of America,Male,55-59 years,1995,5340068.079563568,GBD 2023
United States of America,Male,55-59 years,1996,5472943.660143876,GBD 2023
United States of America,Male,55-59 years,1997,5659615.444965736,GBD 2023
United States of America,Male,55-59 years,1998,5969954.946131333,GBD 2023
United States of America,Male,55-59 years,1999,6243729.971806765,GBD 2023
United States of America,Male,55-59 years,2000,6475299.344200434,GBD 2023
United States of America,Male,55-59 years,2001,6644472.474655704,GBD 2023
United States of America,Male,55-59 years,2002,7185059.223086804,GBD 2023
United States of America,Male,55-59 years,2003,7572615.920192218,GBD 2023
United States of America,Male,55-59 years,2004,7925518.589207701,GBD 2023
United States of America,Male,55-59 years,2005,8351631.287115554,GBD 2023
United States of America,Male,55-59 years,2006,8793395.35138537,GBD 2023
United States of America,Male,55-59 years,2007,8867227.119585725,GBD 2023
United States of America,Male,55-59 years,2008,9001353.431336189,GBD 2023
United States of America,Male,55-59 years,2009,9239086.807972835,GBD 2023
United States of America,Male,55-59 years,2010,9497877.500963176,GBD 2023
United States of America,Male,55-59 years,2011,9765015.234001296,GBD 2023
United States of America,Male,55-59 years,2012,10030818.78063233,GBD 2023
United States of America,Male,55-59 years,2013,10283963.077871386,GBD 2023
United States of America,Male,55-59 years,2014,10470476.398303786,GBD 2023
United States of America,Male,55-59 years,2015,10657596.488414224,GBD 2023
United States of America,Male,55-59 years,2016,10807338.8243479,GBD 2023
United States of America,Male,55-59 years,2017,10884574.19134522,GBD 2023
United States of America,Male,55-59 years,2018,10904007.812246852,GBD 2023
United States of America,Male,55-59 years,2019,10936008.302729934,GBD 2023
United States of America,Male,55-59 years,2020,10840562.071629949,GBD 2023
United States of America,Male,55-59 years,2021,10648967.55915405,GBD 2023
United States of America,Male,55-59 years,2022,10438347.146284431,GBD 2023
United States of America,Male,55-59 years,2023,10236011.983589318,GBD 2023
United States of America,Male,60-64 years,1990,4972326.508417857,GBD 2023
United States of America,Male,60-64 years,1991,4944327.528969923,GBD 2023
United States of America,Male,60-64 years,1992,4878823.8343562335,GBD 2023
United States of America,Male,60-64 years,1993,4808152.076681589,GBD 2023
United States of America,Male,60-64 years,1994,4749778.311579384,GBD 2023
United States of America,Male,60-64 years,1995,4723738.975792913,GBD 2023
United States of America,Male,60-64 years,1996,4723336.66380189,GBD 2023
United States of America,Male,60-64 years,1997,4763918.344163627,GBD 2023
United States of America,Male,60-64 years,1998,4848804.189283692,GBD 2023
United States of America,Male,60-64 years,1999,4963002.658013121,GBD 2023
United States of America,Male,60-64 years,2000,5088045.915255939,GBD 2023
United States of America,Male,60-64 years,2001,5219539.118598423,GBD 2023
United States of America,Male,60-64 years,2002,5404658.443303918,GBD 2023
United States of America,Male,60-64 years,2003,5705882.650752655,GBD 2023
United States of America,Male,60-64 years,2004,5971164.45872829,GBD 2023
United States of America,Male,60-64 years,2005,6197170.944361096,GBD 2023
United States of America,Male,60-64 years,2006,6373315.825239938,GBD 2023
United States of America,Male,60-64 years,2007,6907988.549071042,GBD 2023
United States of America,Male,60-64 years,2008,7292393.859564494,GBD 2023
United States of America,Male,60-64 years,2009,7640802.224584359,GBD 2023
United States of America,Male,60-64 years,2010,8051253.012748424,GBD 2023
United States of America,Male,60-64 years,2011,8473323.305975223,GBD 2023
United States of America,Male,60-64 years,2012,8540698.547641769,GBD 2023
United States of America,Male,60-64 years,2013,8668307.593577756,GBD 2023
United States of America,Male,60-64 years,2014,8894882.014554521,GBD 2023
United States of America,Male,60-64 years,2015,9141808.357488204,GBD 2023
United States of America,Male,60-64 years,2016,9394972.968255669,GBD 2023
United States of America,Male,60-64 years,2017,9647784.886204269,GBD 2023
United States of America,Male,60-64 years,2018,9887522.3964259,GBD 2023
United States of America,Male,60-64 years,2019,10063278.283988768,GBD 2023
United States of America,Male,60-64 years,2020,10227141.148720758,GBD 2023
United States of America,Male,60-64 years,2021,10339248.613292968,GBD 2023
United States of America,Male,60-64 years,2022,10388434.815685147,GBD 2023
United States of America,Male,60-64 years,2023,10397769.436163358,GBD 2023
United States of America,Male,65-69 years,1990,4521819.515788734,GBD 2023
United States of America,Male,65-69 years,1991,4535388.026217975,GBD 2023
United States of America,Male,65-69 years,1992,4522784.010999204,GBD 2023
United States of America,Male,65-69 years,1993,4534501.528475934,GBD 2023
United States of America,Male,65-69 years,1994,4509200.964361883,GBD 2023
United States of America,Male,65-69 years,1995,4494189.296761304,GBD 2023
United States of America,Male,65-69 years,1996,4480098.928315601,GBD 2023
United States of America,Male,65-69 years,1997,4432363.264961307,GBD 2023
United States of America,Male,65-69 years,1998,4381667.107726593,GBD 2023
United States of America,Male,65-69 years,1999,4341215.240868172,GBD 2023
United States of America,Male,65-69 years,2000,4335376.088459189,GBD 2023
United States of America,Male,65-69 years,2001,4348522.245063059,GBD 2023
United States of America,Male,65-69 years,2002,4396449.316875932,GBD 2023
United States of America,Male,65-69 years,2003,4485741.833986408,GBD 2023
United States of America,Male,65-69 years,2004,4601832.414570266,GBD 2023
United States of America,Male,65-69 years,2005,4725466.762063252,GBD 2023
United States of America,Male,65-69 years,2006,4862393.318163539,GBD 2023
United States of America,Male,65-69 years,2007,5050071.380949693,GBD 2023
United States of America,Male,65-69 years,2008,5346686.420264933,GBD 2023
United States of America,Male,65-69 years,2009,5601971.7607486285,GBD 2023
United States of America,Male,65-69 years,2010,5820340.719426114,GBD 2023
United States of America,Male,65-69 years,2011,5991149.375682949,GBD 2023
United States of America,Male,65-69 years,2012,6504102.42055802,GBD 2023
United States of America,Male,65-69 years,2013,6868133.529518031,GBD 2023
United States of America,Male,65-69 years,2014,7193642.518471589,GBD 2023
United States of America,Male,65-69 years,2015,7572983.128660904,GBD 2023
United States of America,Male,65-69 years,2016,7955639.360842082,GBD 2023
United States of America,Male,65-69 years,2017,8008659.506058176,GBD 2023
United States of America,Male,65-69 years,2018,8123326.868954757,GBD 2023
United States of America,Male,65-69 years,2019,8329522.070348602,GBD 2023
United States of America,Male,65-69 years,2020,8543772.238162555,GBD 2023
United States of America,Male,65-69 years,2021,8743158.203312367,GBD 2023
United States of America,Male,65-69 years,2022,8952514.174778633,GBD 2023
United States of America,Male,65-69 years,2023,9168492.525340216,GBD 2023
United States of America,Male,70-74 years,1990,3460334.011748668,GBD 2023
United States of America,Male,70-74 years,1991,3543535.132527221,GBD 2023
United States of America,Male,70-74 years,1992,3645699.673334856,GBD 2023
United States of America,Male,70-74 years,1993,3715676.4637469817,GBD 2023
United States of America,Male,70-74 years,1994,3778168.865186601,GBD 2023
United States of America,Male,70-74 years,1995,3825869.045722648,GBD 2023
United States of America,Male,70-74 years,1996,3845406.819382866,GBD 2023
United States of America,Male,70-74 years,1997,3844657.7899261536,GBD 2023
United States of America,Male,70-74 years,1998,3866553.2148633194,GBD 2023
United States of America,Male,70-74 years,1999,3857399.901854463,GBD 2023
United States of America,Male,70-74 years,2000,3859196.655569758,GBD 2023
United States of America,Male,70-74 years,2001,3862251.573747263,GBD 2023
United States of America,Male,70-74 years,2002,3836011.9910116703,GBD 2023
United States of America,Male,70-74 years,2003,3807071.8855184894,GBD 2023
United States of America,Male,70-74 years,2004,3785901.4311009934,GBD 2023
United States of America,Male,70-74 years,2005,3795959.43518384,GBD 2023
United States of America,Male,70-74 years,2006,3825907.013506903,GBD 2023
United States of America,Male,70-74 years,2007,3885338.2457733736,GBD 2023
United States of America,Male,70-74 years,2008,3981951.437080348,GBD 2023
United States of America,Male,70-74 years,2009,4098773.52883536,GBD 2023
United States of America,Male,70-74 years,2010,4219806.615907975,GBD 2023
United States of America,Male,70-74 years,2011,4350070.847040917,GBD 2023
United States of America,Male,70-74 years,2012,4525061.716223224,GBD 2023
United States of America,Male,70-74 years,2013,4797903.112425135,GBD 2023
United States of America,Male,70-74 years,2014,5028600.303003665,GBD 2023
United States of America,Male,70-74 years,2015,5224372.447532013,GBD 2023
United States of America,Male,70-74 years,2016,5377487.767985352,GBD 2023
United States of America,Male,70-74 years,2017,5845858.782741695,GBD 2023
United States of America,Male,70-74 years,2018,6176982.014413951,GBD 2023
United States of America,Male,70-74 years,2019,6469906.230396286,GBD 2023
United States of America,Male,70-74 years,2020,6793869.111989871,GBD 2023
United States of America,Male,70-74 years,2021,7096893.581742186,GBD 2023
United States of America,Male,70-74 years,2022,7117879.280273195,GBD 2023
United States of America,Male,70-74 years,2023,7214705.001154518,GBD 2023
United States of America,Male,75-79 years,1990,2411238.023098269,GBD 2023
United States of America,Male,75-79 years,1991,2462992.305178294,GBD 2023
United States of America,Male,75-79 years,1992,2509632.8174802857,GBD 2023
United States of America,Male,75-79 years,1993,2559706.592950481,GBD 2023
United States of America,Male,75-79 years,1994,2606438.9971978017,GBD 2023
United States of America,Male,75-79 years,1995,2674953.6345206,GBD 2023
United States of America,Male,75-79 years,1996,2750554.916640162,GBD 2023
United States of America,Male,75-79 years,1997,2839738.254218584,GBD 2023
United States of America,Male,75-79 years,1998,2903266.731893535,GBD 2023
United States of America,Male,75-79 years,1999,2960836.560854521,GBD 2023
United States of America,Male,75-79 years,2000,3008188.031455875,GBD 2023
United States of America,Male,75-79 years,2001,3034266.4586640885,GBD 2023
United States of America,Male,75-79 years,2002,3046184.037153733,GBD 2023
United States of America,Male,75-79 years,2003,3077434.578046231,GBD 2023
United States of America,Male,75-79 years,2004,3087405.819499053,GBD 2023
United States of America,Male,75-79 years,2005,3109658.56947618,GBD 2023
United States of America,Male,75-79 years,2006,3131448.2110985834,GBD 2023
United States of America,Male,75-79 years,2007,3129635.025926643,GBD 2023
United States of America,Male,75-79 years,2008,3124058.8026264613,GBD 2023
United States of America,Male,75-79 years,2009,3119968.1015108107,GBD 2023
United States of America,Male,75-79 years,2010,3143830.2684710147,GBD 2023
United States of America,Male,75-79 years,2011,3181068.63756,GBD 2023
United States of America,Male,75-79 years,2012,3238544.4642216284,GBD 2023
United States of America,Male,75-79 years,2013,3326916.68448435,GBD 2023
United States of America,Male,75-79 years,2014,3428152.9215514646,GBD 2023
United States of America,Male,75-79 years,2015,3531708.6012532013,GBD 2023
United States of America,Male,75-79 years,2016,3642562.199373237,GBD 2023
United States of America,Male,75-79 years,2017,3791290.480364912,GBD 2023
United States of America,Male,75-79 years,2018,4025157.180125136,GBD 2023
United States of America,Male,75-79 years,2019,4220813.153379707,GBD 2023
United States of America,Male,75-79 years,2020,4374112.489064523,GBD 2023
United States of America,Male,75-79 years,2021,4476110.928420305,GBD 2023
United States of America,Male,75-79 years,2022,4862072.42407364,GBD 2023
United States of America,Male,75-79 years,2023,5147543.7528601,GBD 2023
United States of America,Male,80-84 years,1990,1371427.8878920374,GBD 2023
United States of America,Male,80-84 years,1991,1417661.766779085,GBD 2023
United States of America,Male,80-84 years,1992,1465530.6279842746,GBD 2023
United States of America,Male,80-84 years,1993,1511079.6813085007,GBD 2023
United States of America,Male,80-84 years,1994,1557093.4879019198,GBD 2023
United States of America,Male,80-84 years,1995,1603063.1790514144,GBD 2023
United States of America,Male,80-84 years,1996,1643737.167455654,GBD 2023
United States of America,Male,80-84 years,1997,1681347.2520864832,GBD 2023
United States of America,Male,80-84 years,1998,1723913.7962331194,GBD 2023
United States of America,Male,80-84 years,1999,1764120.6507786105,GBD 2023
United States of America,Male,80-84 years,2000,1821034.1985323664,GBD 2023
United States of America,Male,80-84 years,2001,1885251.5621740243,GBD 2023
United States of America,Male,80-84 years,2002,1958930.8528746148,GBD 2023
United States of America,Male,80-84 years,2003,2013794.929844759,GBD 2023
United States of America,Male,80-84 years,2004,2067284.367006348,GBD 2023
United States of America,Male,80-84 years,2005,2116526.817242727,GBD 2023
United States of America,Male,80-84 years,2006,2150167.0875132964,GBD 2023
United States of America,Male,80-84 years,2007,2177332.831477318,GBD 2023
United States of America,Male,80-84 years,2008,2217959.0183090973,GBD 2023
United States of America,Male,80-84 years,2009,2241227.978017368,GBD 2023
United States of America,Male,80-84 years,2010,2274596.120758761,GBD 2023
United States of America,Male,80-84 years,2011,2303365.310025735,GBD 2023
United States of America,Male,80-84 years,2012,2310929.601993386,GBD 2023
United States of America,Male,80-84 years,2013,2315348.413587568,GBD 2023
United States of America,Male,80-84 years,2014,2317240.464025743,GBD 2023
United States of America,Male,80-84 years,2015,2341170.808633108,GBD 2023
United States of America,Male,80-84 years,2016,2374731.158389712,GBD 2023
United States of America,Male,80-84 years,2017,2421044.164955822,GBD 2023
United States of America,Male,80-84 years,2018,2490932.650632338,GBD 2023
United States of America,Male,80-84 years,2019,2570133.612490992,GBD 2023
United States of America,Male,80-84 years,2020,2639543.061358107,GBD 2023
United States of America,Male,80-84 years,2021,2702123.5296564493,GBD 2023
United States of America,Male,80-84 years,2022,2800378.8015472246,GBD 2023
United States of America,Male,80-84 years,2023,2981568.8211011426,GBD 2023
United States of America,Male,85-89 years,1990,607207.7230711443,GBD 2023
United States of America,Male,85-89 years,1991,629667.8813281792,GBD 2023
United States of America,Male,85-89 years,1992,655828.0435953221,GBD 2023
United States of America,Male,85-89 years,1993,682279.421005231,GBD 2023
United States of America,Male,85-89 years,1994,703343.4678866777,GBD 2023
United States of America,Male,85-89 years,1995,729575.3705895839,GBD 2023
United States of America,Male,85-89 years,1996,755637.8439805498,GBD 2023
United States of America,Male,85-89 years,1997,782090.0687979598,GBD 2023
United States of America,Male,85-89 years,1998,808766.2204228545,GBD 2023
United States of America,Male,85-89 years,1999,834975.0727730271,GBD 2023
United States of America,Male,85-89 years,2000,861193.0605562341,GBD 2023
United States of America,Male,85-89 years,2001,886799.6364784989,GBD 2023
United States of America,Male,85-89 years,2002,912207.0013574574,GBD 2023
United States of America,Male,85-89 years,2003,943104.4722249488,GBD 2023
United States of America,Male,85-89 years,2004,977328.3575115228,GBD 2023
United States of America,Male,85-89 years,2005,1024011.3128183356,GBD 2023
United States of America,Male,85-89 years,2006,1074069.4940691283,GBD 2023
United States of America,Male,85-89 years,2007,1130963.892872669,GBD 2023
United States of America,Male,85-89 years,2008,1174845.1574157225,GBD 2023
United States of America,Male,85-89 years,2009,1216289.467124234,GBD 2023
United States of America,Male,85-89 years,2010,1256971.7411229743,GBD 2023
United States of America,Male,85-89 years,2011,1286199.246910671,GBD 2023
United States of America,Male,85-89 years,2012,1311081.4469039952,GBD 2023
United States of America,Male,85-89 years,2013,1343065.939306567,GBD 2023
United States of America,Male,85-89 years,2014,1362164.5934928,GBD 2023
United States of America,Male,85-89 years,2015,1387691.2367997246,GBD 2023
United States of America,Male,85-89 years,2016,1409426.603198479,GBD 2023
United States of America,Male,85-89 years,2017,1416450.6763901042,GBD 2023
United States of America,Male,85-89 years,2018,1421654.7069271212,GBD 2023
United States of America,Male,85-89 years,2019,1425008.6387794337,GBD 2023
United States of America,Male,85-89 years,2020,1433729.973344582,GBD 2023
United States of America,Male,85-89 years,2021,1439264.5670594766,GBD 2023
United States of America,Male,85-89 years,2022,1459818.5604543628,GBD 2023
United States of America,Male,85-89 years,2023,1508618.448736243,GBD 2023
United States of America,Male,90-94 years,1990,181112.39500292388,GBD 2023
United States of America,Male,90-94 years,1991,187633.05331989285,GBD 2023
United States of America,Male,90-94 years,1992,193248.38464568715,GBD 2023
United States of America,Male,90-94 years,1993,209023.231714726,GBD 2023
United States of America,Male,90-94 years,1994,218228.56230095035,GBD 2023
United States of America,Male,90-94 years,1995,229358.8091446489,GBD 2023
United States of America,Male,90-94 years,1996,238116.45838075143,GBD 2023
United States of America,Male,90-94 years,1997,249601.209238254,GBD 2023
United States of America,Male,90-94 years,1998,257620.4864623492,GBD 2023
United States of America,Male,90-94 years,1999,270705.95629771287,GBD 2023
United States of America,Male,90-94 years,2000,281019.917372292,GBD 2023
United States of America,Male,90-94 years,2001,288095.79806419,GBD 2023
United States of America,Male,90-94 years,2002,304574.3696727058,GBD 2023
United States of America,Male,90-94 years,2003,313009.1058616643,GBD 2023
United States of America,Male,90-94 years,2004,316010.91832098697,GBD 2023
United States of America,Male,90-94 years,2005,340161.71880628413,GBD 2023
United States of America,Male,90-94 years,2006,344984.0418247051,GBD 2023
United States of America,Male,90-94 years,2007,357191.0654687423,GBD 2023
United States of America,Male,90-94 years,2008,381331.8667691829,GBD 2023
United States of America,Male,90-94 years,2009,386525.2646828021,GBD 2023
United States of America,Male,90-94 years,2010,417181.2149939095,GBD 2023
United States of America,Male,90-94 years,2011,446914.8837459122,GBD 2023
United States of America,Male,90-94 years,2012,472809.3841667248,GBD 2023
United States of America,Male,90-94 years,2013,497745.86848557845,GBD 2023
United States of America,Male,90-94 years,2014,516477.4902439343,GBD 2023
United States of America,Male,90-94 years,2015,545009.502039535,GBD 2023
United States of America,Male,90-94 years,2016,550376.8253178211,GBD 2023
United States of America,Male,90-94 years,2017,571571.9446004177,GBD 2023
United States of America,Male,90-94 years,2018,580934.4892117783,GBD 2023
United States of America,Male,90-94 years,2019,586042.7633988303,GBD 2023
United States of America,Male,90-94 years,2020,600820.4186617715,GBD 2023
United States of America,Male,90-94 years,2021,582701.6419046943,GBD 2023
United States of America,Male,90-94 years,2022,593633.6800952969,GBD 2023
United States of America,Male,90-94 years,2023,585876.794021818,GBD 2023
United States of America,Male,95+ years,1990,48242.58098146848,GBD 2023
United States of America,Male,95+ years,1991,50085.80831670378,GBD 2023
United States of America,Male,95+ years,1992,51468.16986220612,GBD 2023
United States of America,Male,95+ years,1993,53222.49870330101,GBD 2023
United States of America,Male,95+ years,1994,53047.52686016936,GBD 2023
United States of America,Male,95+ years,1995,54514.96821835343,GBD 2023
United States of America,Male,95+ years,1996,56220.5455727438,GBD 2023
United States of America,Male,95+ years,1997,57861.60018836711,GBD 2023
United States of America,Male,95+ years,1998,60071.37671578426,GBD 2023
United States of America,Male,95+ years,1999,64150.44701228918,GBD 2023
United States of America,Male,95+ years,2000,65915.59859873055,GBD 2023
United States of America,Male,95+ years,2001,66776.41911264393,GBD 2023
United States of America,Male,95+ years,2002,69717.4562291769,GBD 2023
United States of America,Male,95+ years,2003,71334.08328827679,GBD 2023
United States of America,Male,95+ years,2004,71460.81522196175,GBD 2023
United States of America,Male,95+ years,2005,75289.0859507656,GBD 2023
United States of America,Male,95+ years,2006,76519.89313594127,GBD 2023
United States of America,Male,95+ years,2007,80108.01797637723,GBD 2023
United States of America,Male,95+ years,2008,84891.46418860707,GBD 2023
United States of America,Male,95+ years,2009,88262.15861007321,GBD 2023
United States of America,Male,95+ years,2010,95185.35160875198,GBD 2023
United States of America,Male,95+ years,2011,100796.65304555371,GBD 2023
United States of America,Male,95+ years,2012,108849.82559285771,GBD 2023
United States of America,Male,95+ years,2013,114500.96746236086,GBD 2023
United States of America,Male,95+ years,2014,120427.0367496904,GBD 2023
United States of America,Male,95+ years,2015,131821.8599307305,GBD 2023
United States of America,Male,95+ years,2016,138517.17468633168,GBD 2023
United States of America,Male,95+ years,2017,151295.66115956954,GBD 2023
United States of America,Male,95+ years,2018,158133.9499262146,GBD 2023
United States of America,Male,95+ years,2019,163796.4945044901,GBD 2023
United States of America,Male,95+ years,2020,171448.31925097972,GBD 2023
