location_name,sex_name,measure_name,primary_segmented_aapc,primary_observed_annualized_endpoint_change_pct,apc_net_drift,primary_segmented_direction,primary_observed_direction,apc_net_drift_label,apc_vs_segmented_direction_agreement,apc_vs_observed_direction_agreement,apc_minus_segmented_aapc_pct_points,apc_minus_observed_annualized_endpoint_change_pct_points,comparison_note
China,Female,Incidence,0.012491482494536577,0.012652915545241505,0.005931035239759,practically stable,practically stable,practically stable,True,True,-0.006560447254777576,-0.006721880305482505,Labels apply the 0.05%/year practical-stability band to APC point estimates; agreement is not a significance or equivalence test.
China,Male,Incidence,-0.0014346525525010811,-0.0011590717934439887,0.0011605627146194,practically stable,practically stable,practically stable,True,True,0.0025952152671204812,0.0023196345080633888,Labels apply the 0.05%/year practical-stability band to APC point estimates; agreement is not a significance or equivalence test.
United States of America,Female,Incidence,-0.209658563740156,-0.19333647228081396,-0.0777024978902863,decrease,decrease,decrease,True,True,0.1319560658498697,0.11563397439052767,Labels apply the 0.05%/year practical-stability band to APC point estimates; agreement is not a significance or equivalence test.
United States of America,Male,Incidence,-0.07561565297766748,-0.09655422308257888,0.0365350011563681,decrease,decrease,practically stable,False,False,0.11215065413403558,0.13308922423894698,Labels apply the 0.05%/year practical-stability band to APC point estimates; agreement is not a significance or equivalence test.
