location_name,sex_name,measure_name,year,val,lower,upper,fitted,joinpoint_years
China,Female,Prevalence,1996,277.39045849985,233.41645397566003,329.56138352625,277.42275069643273,2019
China,Female,Prevalence,1997,277.58313115753003,233.42217485142,330.14845214175,277.50868719015523,2019
China,Female,Prevalence,1998,277.81095142946,233.88122450393,330.54143554976,277.59465030419227,2019
China,Female,Prevalence,1999,278.01621770125,233.90308271362,329.58616053006,277.6806400467902,2019
China,Female,Prevalence,2000,278.1289174789,233.74044331328,329.63262415599,277.7666564261979,2019
China,Female,Prevalence,2001,278.11702585665,234.3130829444,329.10397433648,277.85269945066636,2019
China,Female,Prevalence,2002,278.03093998887005,234.77111980687,329.70935745056,277.93876912844917,2019
China,Female,Prevalence,2003,277.93577421439,234.83587842707,330.77165616243,278.0248654678028,2019
China,Female,Prevalence,2004,277.86868085887,234.60950936901,331.25784929554,278.1109884769864,2019
China,Female,Prevalence,2005,277.85468733323,234.2997499917,331.34778764426,278.19713816426116,2019
China,Female,Prevalence,2006,277.93100277389,234.35015370846,331.45604015946,278.2833145378909,2019
China,Female,Prevalence,2007,278.09137296797,234.48714046736,330.83219404199,278.3695176061423,2019
China,Female,Prevalence,2008,278.30636811519,234.6056367536,330.28606101937004,278.45574737728487,2019
China,Female,Prevalence,2009,278.51882753679,234.62944496074,330.03634036934,278.54200385959,2019
China,Female,Prevalence,2010,278.65902168162,234.59992144108,330.50003092093,278.6282870613316,2019
China,Female,Prevalence,2011,278.74801831264,234.58602663038,330.95765390498,278.71459699078684,2019
China,Female,Prevalence,2012,278.84764858283,234.5582779939,331.16995652058,278.8009336562353,2019
China,Female,Prevalence,2013,278.95820420687,234.461982222,331.52783480695,278.88729706595865,2019
