location_name,sex_name,measure_name,year,val,lower,upper,fitted,joinpoint_years
China,Female,Prevalence,2014,279.0636870608,234.34758592671,331.65084061279003,278.97368722824115,2019
China,Female,Prevalence,2015,279.13834944969,234.35781691034,331.71102510939,279.0601041513701,2019
China,Female,Prevalence,2016,279.1934174338,234.14089215665,331.77013689505003,279.1465478436354,2019
China,Female,Prevalence,2017,279.24803417755,233.99603965028,331.82185865163,279.23301831332907,2019
China,Female,Prevalence,2018,279.29943369808,233.96778227654,331.44245812017,279.3195155687455,2019
China,Female,Prevalence,2019,279.3416516949,233.95111433574,331.15420083302,279.4060396181824,2019
China,Female,Prevalence,2020,279.36627567966,233.90244415421,330.97159967637003,279.32083511929625,2019
China,Female,Prevalence,2021,279.36637841349,233.61442401003,331.56701658528,279.23565660340836,2019
China,Female,Prevalence,2022,279.32341776059,233.86366799534,331.19102201912,279.15050406259496,2019
China,Female,Prevalence,2023,278.85919351501,234.44465743948,331.61728314358,279.0653774889352,2019
China,Male,DALYs,1990,207.24980956684453,151.97094845504552,258.3372852445434,207.29260434331962,"1995,1999"
China,Male,DALYs,1991,207.6173399738649,152.3049857105828,258.4799926892305,207.66486625410744,"1995,1999"
China,Male,DALYs,1992,208.10453472933145,152.879507425895,259.23449730731534,208.03779668334366,"1995,1999"
China,Male,DALYs,1993,208.54291405484324,154.52926804631196,261.07994676143375,208.41139683157257,"1995,1999"
China,Male,DALYs,1994,208.72804083270137,154.70498996579116,261.37580604582445,208.78566790149452,"1995,1999"
China,Male,DALYs,1995,209.0636580504319,155.68684086334082,261.9162825812448,209.16061109796954,"1995,1999"
China,Male,DALYs,1996,209.15736463609068,155.19921498742124,262.59385578332075,209.01889877173,"1995,1999"
China,Male,DALYs,1997,208.8857292908356,153.54300179914424,260.81131561058794,208.87728245966494,"1995,1999"
China,Male,DALYs,1998,208.4908952277685,152.89149115314734,260.2724425614167,208.735762096722,"1995,1999"
China,Male,DALYs,1999,208.44604490146705,153.98865556488278,259.5643684758597,208.59433761789288,"1995,1999"
China,Male,DALYs,2000,208.44345552447044,153.96921205160322,260.83329109782966,208.6441340901544,"1995,1999"
China,Male,DALYs,2001,208.51352859780587,152.8249508590018,257.96746484545866,208.6939424500284,"1995,1999"
China,Male,DALYs,2002,208.70874210449688,154.64146952247083,261.573464417741,208.74376270035273,"1995,1999"
China,Male,DALYs,2003,208.78225995945343,153.90711769150215,261.7321620070968,208.79359484396593,"1995,1999"
China,Male,DALYs,2004,209.0576043179419,154.63323887636182,260.40325162469134,208.84343888370722,"1995,1999"
China,Male,DALYs,2005,209.11505019967643,154.27658579215884,261.6913758175381,208.89329482241646,"1995,1999"
China,Male,DALYs,2006,209.1498673638339,154.54823972799824,262.556254496102,208.94316266293424,"1995,1999"
China,Male,DALYs,2007,209.15889430943272,154.590055402566,261.8268104416405,208.99304240810181,"1995,1999"
China,Male,DALYs,2008,209.32472123778587,155.5175870965447,260.9083402830019,209.04293406076113,"1995,1999"
China,Male,DALYs,2009,209.27668116415632,154.20726324921833,262.7042033821886,209.09283762375472,"1995,1999"
China,Male,DALYs,2010,209.2218129359716,154.8743059064282,263.85609416116216,209.14275309992593,"1995,1999"
China,Male,DALYs,2011,209.06640184820552,154.52644118089597,262.0655778506349,209.1926804921187,"1995,1999"
