location_name,sex_name,measure_name,start_year,end_year,adult_count_start_reconstructed,adult_count_end_reconstructed,population_source,population_growth,population_aging,rate_change,total_change,component_sum,closure_error,population_growth_pct_of_total,population_aging_pct_of_total,rate_change_pct_of_total,cumulative_population_growth,cumulative_population_aging,cumulative_rate_change,cumulative_total_change,chain_step_years
China,Female,DALYs,1990,1995,981432.9910020297,1100100.8767746822,derived_proxy_NOT_OFFICIAL,63234.301668838096,50275.86017052383,5157.723933290186,118667.88577265211,118667.88577265211,0.0,53.286785432399526,42.36686264626304,4.346351921337442,63234.301668838096,50275.86017052383,5157.723933290186,118667.88577265211,5
China,Female,DALYs,1995,2000,1100100.8767746822,1199983.9559180525,derived_proxy_NOT_OFFICIAL,68091.00854295648,27211.299653472885,4580.770946941378,99883.07914337073,99883.07914337075,1.4551915228366852e-11,68.17071432611687,27.243152580843226,4.586133093039918,131325.31021179457,77487.15982399671,9738.494880231563,218550.96491602284,5
China,Female,DALYs,2000,2005,1199983.9559180525,1308448.9069317228,derived_proxy_NOT_OFFICIAL,115774.78564952473,-7637.964621868023,328.1299860135963,108464.9510136703,108464.95101367029,-1.4551915228366852e-11,106.73935180677225,-7.0418734812366965,0.3025216744644458,247100.0958613193,69849.1952021287,10066.62486624516,327015.91592969315,5
China,Female,DALYs,2005,2010,1308448.9069317228,1426225.751027934,derived_proxy_NOT_OFFICIAL,86675.61780592955,30161.436181346,939.7901089359463,117776.84409621148,117776.8440962115,1.4551915228366852e-11,73.59308909238946,25.608969583789516,0.7979413238210348,333775.71366724884,100010.63138347468,11006.414975181106,444792.76002590463,5
China,Female,DALYs,2010,2015,1426225.751027934,1509712.2490609773,derived_proxy_NOT_OFFICIAL,40278.92415963692,43977.15005643732,-769.5761830310028,83486.49803304323,83486.49803304323,0.0,48.24603391999371,52.67576325818762,-0.9217971781813284,374054.6378268858,143987.781439912,10236.838792150103,528279.2580589479,5
China,Female,DALYs,2015,2020,1509712.2490609773,1547019.8911503726,derived_proxy_NOT_OFFICIAL,16129.635304462166,15922.156999451807,5255.849785481115,37307.642089395085,37307.642089395085,0.0,43.234132207586256,42.67800404351411,14.087863748899641,390184.27313134796,159909.93843936382,15492.68857763122,565586.900148343,5
China,Female,DALYs,2020,2023,1547019.8911503726,1548871.3277336091,derived_proxy_NOT_OFFICIAL,17587.83352212088,-11999.657969352867,-3736.738969531454,1851.4365832365584,1851.4365832365584,0.0,949.956033134821,-648.126869588796,-201.82916354602517,407772.1066534688,147910.28047001094,11755.949608099763,567438.3367315795,5
China,Female,Incidence,1990,1995,112468.84108018402,117567.90411226155,derived_proxy_NOT_OFFICIAL,6996.634704244479,-2304.1331892188587,406.56151705190376,5099.0630320775235,5099.063032077524,9.094947017729282e-13,137.21412463877354,-45.1873839315942,7.9732592928206545,6996.634704244479,-2304.1331892188587,406.56151705190376,5099.0630320775235,5
China,Female,Incidence,1995,2000,117567.90411226155,120936.74077154252,derived_proxy_NOT_OFFICIAL,7068.113387550833,-4040.633201884198,341.3564736143695,3368.8366592810053,3368.8366592810044,-9.094947017729282e-13,209.8087293154589,-119.94149941204248,10.132770096583537,14064.74809179531,-6344.766391103057,747.9179906662732,8467.899691358529,5
China,Female,Incidence,2000,2005,120936.74077154252,130432.59832794765,derived_proxy_NOT_OFFICIAL,11606.6313248145,-2446.4313622161235,335.6575938067084,9495.857556405084,9495.857556405086,1.8189894035458565e-12,122.22836385098964,-25.763143009300645,3.534779158311013,25671.379416609812,-8791.19775331918,1083.5755844729817,17963.757247763613,5
China,Female,Incidence,2005,2010,130432.59832794765,138483.31730361455,derived_proxy_NOT_OFFICIAL,8525.737906878405,-202.619435740237,-272.3994954712859,8050.718975666881,8050.718975666882,9.094947017729282e-13,105.9003293078203,-2.5167868404380993,-3.3835424673821963,34197.117323488215,-8993.817189059417,811.1760890016958,26014.476223430494,5
China,Female,Incidence,2010,2015,138483.31730361455,136893.25973884438,derived_proxy_NOT_OFFICIAL,3779.8865485730007,-4616.43449738778,-753.5096159553261,-1590.0575647701044,-1590.057564770105,-6.821210263296962e-13,-237.7201072666516,290.33128105995576,47.38882620669592,37977.00387206122,-13610.251686447198,57.666473046369674,24424.41865866039,5
China,Female,Incidence,2015,2020,136893.25973884438,132123.26930346593,derived_proxy_NOT_OFFICIAL,1419.5502261614092,-6910.556372591388,721.0157110514992,-4769.9904353784805,-4769.99043537848,9.094947017729282e-13,-29.760022486266752,144.8756861509946,-15.11566366472786,39396.55409822263,-20520.808059038587,778.6821840978689,19654.42822328191,5
China,Female,Incidence,2020,2023,132123.26930346593,129940.20803846579,derived_proxy_NOT_OFFICIAL,1488.698227585388,-3617.1406557205196,-54.618836865025514,-2183.0612650001567,-2183.061265000157,-4.547473508864641e-13,-68.1931492923668,165.6912114063029,2.501937886063935,40885.25232580802,-24137.948714759106,724.0633472328434,17471.366958281753,5
China,Female,Prevalence,1990,1995,1539185.4777092559,1718829.630423437,derived_proxy_NOT_OFFICIAL,98980.98881980032,80437.15570034483,226.00819403561763,179644.15271418076,179644.15271418076,0.0,55.09836380663168,44.7758273704142,0.1258088229541228,98980.98881980032,80437.15570034483,226.00819403561763,179644.15271418076,5
China,Female,Prevalence,1995,2000,1718829.630423437,1877330.8161118235,derived_proxy_NOT_OFFICIAL,106459.20859686386,46036.521505567674,6005.455585955138,158501.18568838667,158501.18568838667,0.0,67.16619067201343,29.044906702512293,3.788902625474275,205440.19741666416,126473.6772059125,6231.463779990756,338145.33840256743,5
China,Female,Prevalence,2000,2005,1877330.8161118235,2047614.233328827,derived_proxy_NOT_OFFICIAL,181149.1637397848,-7478.743982151462,-3387.0025406299005,170283.4172170034,170283.4172170034,0.0,106.38097749056472,-4.391939100341641,-1.9890383902230595,386589.36115644895,118994.93322376104,2844.4612393608554,508428.75561957085,5
China,Female,Prevalence,2005,2010,2047614.233328827,2239826.889363005,derived_proxy_NOT_OFFICIAL,135882.05907620667,53352.55550080298,2978.041457167749,192212.6560341774,192212.65603417737,-2.9103830456733704e-11,70.69360669572426,27.757046076776724,1.5493472274990165,522471.4202326556,172347.48872456403,5822.502696528604,700641.4116537482,5
China,Female,Prevalence,2010,2015,2239826.889363005,2383807.1109727873,derived_proxy_NOT_OFFICIAL,63429.88955143777,79069.48243861117,1480.8496197334803,143980.22160978243,143980.22160978243,0.0,44.054585305019536,54.91690563784975,1.02850905713071,585901.3097840934,251416.97116317519,7303.352316262084,844621.6332635307,5
China,Female,Prevalence,2015,2020,2383807.1109727873,2450449.4437205894,derived_proxy_NOT_OFFICIAL,25508.675060014004,37971.83129000594,3161.826397782657,66642.3327478026,66642.3327478026,0.0,38.27698402537552,56.97854460422978,4.7444713703946855,611409.9848441074,289388.8024531811,10465.178714044741,911263.9660113333,5
China,Female,Prevalence,2020,2023,2450449.4437205894,2465013.757607841,derived_proxy_NOT_OFFICIAL,27923.76244147215,-10889.816252326127,-2469.632301894482,14564.313887251541,14564.313887251541,0.0,191.72727708041518,-74.77054076579755,-16.95673631461764,639333.7472855796,278498.986200855,7995.546412150259,925828.2798985848,5
China,Male,DALYs,1990,1995,1244646.2134439773,1399694.3501809218,derived_proxy_NOT_OFFICIAL,81225.915470477,61893.400807985265,11928.820458482991,155048.13673694525,155048.13673694525,0.0,52.38754697728805,39.91882915239003,7.693623870321921,81225.915470477,61893.400807985265,11928.820458482991,155048.13673694525,5
China,Male,DALYs,1995,2000,1399694.3501809218,1492610.5119141508,derived_proxy_NOT_OFFICIAL,68436.67180077087,29724.80476924563,-5245.314836788263,92916.16173322825,92916.16173322823,-1.4551915228366852e-11,73.65421744094371,31.99099512374238,-5.645212564686105,149662.58727124787,91618.2055772309,6683.505621694728,247964.2984701735,5
China,Male,DALYs,2000,2005,1492610.5119141508,1606185.6418367603,derived_proxy_NOT_OFFICIAL,125712.54029697424,-16038.46162011032,3901.051245745388,113575.12992260931,113575.12992260931,0.0,110.68667971820541,-14.12145566642892,3.4347759482235105,275375.1275682221,75579.74395712058,10584.556867440115,361539.4283927828,5
China,Male,DALYs,2005,2010,1606185.6418367603,1725593.5600454325,derived_proxy_NOT_OFFICIAL,93013.7207548961,27105.661204289565,-711.4637505129988,119407.91820867267,119407.91820867268,1.4551915228366852e-11,77.89577286855376,22.700053405939762,-0.5958262744935158,368388.84832311823,102685.40516141013,9873.093116927117,480947.3466014555,5
China,Male,DALYs,2010,2015,1725593.5600454325,1810970.6759900828,derived_proxy_NOT_OFFICIAL,47864.44658174129,41521.26037229128,-4008.5910093825464,85377.11594465002,85377.11594465002,0.0,56.06238399148059,48.63277461750935,-4.695158608989925,416253.2949048595,144206.66553370142,5864.50210754457,566324.4625461055,5
China,Male,DALYs,2015,2020,1810970.6759900828,1862247.6772749664,derived_proxy_NOT_OFFICIAL,30206.66165792077,11213.108896980488,9857.230729982568,51277.00128488382,51277.00128488383,7.275957614183426e-12,58.908791272912296,21.86771577121467,19.223492955873034,446459.9565627803,155419.77443068192,15721.732837527139,617601.4638309893,5
China,Male,DALYs,2020,2023,1862247.6772749664,1863678.773864748,derived_proxy_NOT_OFFICIAL,24735.602685190155,-15494.922056319889,-7809.584039088455,1431.0965897818096,1431.0965897818114,1.8189894035458565e-12,1728.4369805507984,-1082.7306952553288,-545.7062852954693,471195.55924797046,139924.85237436203,7912.148798438682,619032.5604207711,5
China,Male,Incidence,1990,1995,149191.68386570012,156716.18896295302,derived_proxy_NOT_OFFICIAL,9408.88193097845,-2704.894574844696,820.5177411190573,7524.5050972528115,7524.5050972528115,0.0,125.04319964396892,-35.947807063513714,10.904607419544808,9408.88193097845,-2704.894574844696,820.5177411190573,7524.5050972528115,5
China,Male,Incidence,1995,2000,156716.18896295302,157949.68899675497,derived_proxy_NOT_OFFICIAL,7449.543954244519,-6128.287405090426,-87.7565153520894,1233.5000338020036,1233.5000338020043,6.821210263296962e-13,603.9354479207326,-496.8210163887286,-7.114431532003971,16858.42588522297,-8833.181979935121,732.7612257669679,8758.005131054815,5
China,Male,Incidence,2000,2005,157949.68899675497,167779.91635294887,derived_proxy_NOT_OFFICIAL,13218.042644504667,-3900.6095437977447,512.7942554869563,9830.227356193878,9830.22735619388,1.8189894035458565e-12,134.46324449633588,-39.67974902777838,5.216504531442524,30076.468529727637,-12733.791523732867,1245.5554812539242,18588.232487248693,5
China,Male,Incidence,2005,2010,167779.91635294887,177408.65160755467,derived_proxy_NOT_OFFICIAL,9639.79268168105,43.10364863080031,-54.16107570599706,9628.735254605854,9628.735254605854,0.0,100.11483779315573,0.4476563898688762,-0.5624941830246023,39716.26121140869,-12690.687875102067,1191.3944055479271,28216.967741854547,5
China,Male,Incidence,2010,2015,177408.65160755467,176736.98057902182,derived_proxy_NOT_OFFICIAL,4795.549372756413,-4365.363745418105,-1101.8566558711805,-671.6710285328736,-671.6710285328732,4.547473508864641e-13,-713.9729375005645,649.9258654870583,164.04707201350612,44511.8105841651,-17056.05162052017,89.53774967674667,27545.296713321673,5
