location_name,sex_name,measure_name,cohort_label,cohort_midpoint,reference_cohort,cohort_rr,cohort_rr_lower,cohort_rr_upper
China,Female,DALYs,1999,1999.0,1959,0.8059961991625172,0.5890760713941817,1.1027945364117882
China,Female,DALYs,2004,2004.0,1959,0.8219601684569259,0.5933623644726855,1.1386271846380962
United States of America,Female,DALYs,1924,1924.5,1959,0.9234250643968229,0.6622263441192371,1.2876471271924232
United States of America,Female,DALYs,1929,1929.0,1959,0.9228252505727382,0.6634854537707561,1.2835344592028985
United States of America,Female,DALYs,1930,1929.5,1959,0.9307361077083527,0.6681235599482863,1.2965711046907922
United States of America,Female,DALYs,1934,1934.5,1959,0.9296541124883253,0.6770356022931658,1.2765307554568166
United States of America,Female,DALYs,1934,1934.5,1959,0.9296541124883375,0.6770356022931746,1.2765307554568335
United States of America,Female,DALYs,1939,1939.0,1959,0.9301012637259786,0.6841214645121116,1.2645245115962107
United States of America,Female,DALYs,1940,1939.5,1959,0.9402891382017413,0.675638195983069,1.3086052101209649
United States of America,Female,DALYs,1944,1944.5,1959,0.9443855228952438,0.6985304124372088,1.2767719199832162
United States of America,Female,DALYs,1944,1944.5,1959,0.9443855228952451,0.6985304124372098,1.2767719199832182
United States of America,Female,DALYs,1949,1949.0,1959,0.9554253666872403,0.7254914422828596,1.258233492647518
United States of America,Female,DALYs,1950,1949.5,1959,0.9532488941684168,0.6882395251196333,1.320301175779403
United States of America,Female,DALYs,1954,1954.5,1959,0.9627948688932563,0.720759402110192,1.2861073429680543
United States of America,Female,DALYs,1954,1954.5,1959,0.9627948688932614,0.7207594021101958,1.2861073429680612
United States of America,Female,DALYs,1959,1959.0,1959,0.9303555826357675,0.7641304400224294,1.1327405175955712
United States of America,Female,DALYs,1960,1959.5,1959,0.9596512668505722,0.6932101583938667,1.3285012385012622
United States of America,Female,DALYs,1964,1964.5,1959,0.9869860666641436,0.7391377385852246,1.317943117954917
United States of America,Female,DALYs,1964,1964.5,1959,0.9869860666641366,0.7391377385852194,1.3179431179549077
United States of America,Female,DALYs,1969,1969.0,1959,1.0217800029639543,0.7848069150428023,1.3303073080084649
United States of America,Female,DALYs,1970,1969.5,1959,0.9275432933516413,0.6686052639029471,1.2867630685696982
United States of America,Female,DALYs,1974,1974.5,1959,0.9509141096306479,0.7097032979310325,1.2741065830336888
United States of America,Female,DALYs,1974,1974.5,1959,0.9509141096306492,0.7097032979310334,1.2741065830336906
United States of America,Female,DALYs,1979,1979.0,1959,0.9397929738410952,0.7188875701953711,1.2285799202802468
United States of America,Female,DALYs,1984,1984.0,1959,0.9189290259881496,0.6981480065527003,1.2095294219532904
United States of America,Female,DALYs,1989,1989.0,1959,0.888455856764104,0.6692104611463485,1.1795299913068984
United States of America,Female,DALYs,1994,1994.0,1959,0.8544704799343469,0.636752654901842,1.1466301639398488
United States of America,Female,DALYs,1999,1999.0,1959,0.8288665937362308,0.6095861632177866,1.1270266152128041
