location_name,sex_name,measure_name,cohort_label,cohort_midpoint,reference_cohort,cohort_rr,cohort_rr_lower,cohort_rr_upper
China,Male,Prevalence,1944,1944.5,1959,0.9593295715727702,0.6977819582279728,1.3189123279013166
China,Male,Prevalence,1949,1949.0,1959,0.9877299769181515,0.7348572723547107,1.327619041146008
China,Male,Prevalence,1950,1949.5,1959,0.9309669370579198,0.6631764861039727,1.3068910856394924
China,Male,Prevalence,1954,1954.5,1959,0.9715980433365938,0.7173932798308593,1.3158790085656593
China,Male,Prevalence,1954,1954.5,1959,0.9715980433365958,0.7173932798308608,1.315879008565662
China,Male,Prevalence,1959,1959.0,1959,0.9087856896269777,0.7372606382013833,1.120216361591772
China,Male,Prevalence,1960,1959.5,1959,0.9265846375320224,0.6607115892149603,1.2994460889212887
China,Male,Prevalence,1964,1964.5,1959,0.96465641749616,0.714718162203211,1.301998540162948
China,Male,Prevalence,1964,1964.5,1959,0.9646564174961644,0.7147181622032142,1.301998540162954
China,Male,Prevalence,1969,1969.0,1959,0.9882097645974394,0.7568392633698666,1.2903116766135365
China,Male,Prevalence,1970,1969.5,1959,0.8849153034063326,0.6338056421154015,1.2355129745912576
China,Male,Prevalence,1974,1974.5,1959,0.9028956443285717,0.6679298052841097,1.2205182911410064
China,Male,Prevalence,1974,1974.5,1959,0.9028956443285662,0.6679298052841055,1.2205182911409989
China,Male,Prevalence,1979,1979.0,1959,0.8700015106837957,0.6584602226027129,1.1495039527220916
China,Male,Prevalence,1984,1984.0,1959,0.8457629855139494,0.6372377288423707,1.1225246015563706
China,Male,Prevalence,1989,1989.0,1959,0.8112375159048871,0.6071440454902618,1.0839376785456551
China,Male,Prevalence,1994,1994.0,1959,0.7978671842763045,0.5866732194831005,1.0850879545957117
China,Male,Prevalence,1999,1999.0,1959,0.8017271852893603,0.5800639255537161,1.108095937906205
China,Male,Prevalence,2004,2004.0,1959,0.815014466900405,0.5820785710386143,1.1411665268345466
United States of America,Male,Prevalence,1924,1924.5,1959,0.9146526227188663,0.6521628751510807,1.2827921553380288
United States of America,Male,Prevalence,1929,1929.0,1959,0.9139407957195628,0.6532277661526305,1.278708317927407
United States of America,Male,Prevalence,1930,1929.5,1959,0.9222262975536122,0.6584725011345481,1.2916277330245833
United States of America,Male,Prevalence,1934,1934.5,1959,0.9214848132353649,0.6671090103034665,1.2728568313552622
United States of America,Male,Prevalence,1934,1934.5,1959,0.9214848132353565,0.6671090103034604,1.2728568313552506
United States of America,Male,Prevalence,1939,1939.0,1959,0.9225638655957942,0.6741149806237346,1.2625799909023525
United States of America,Male,Prevalence,1940,1939.5,1959,0.9326165373063428,0.6669202362986244,1.3041643637693094
United States of America,Male,Prevalence,1944,1944.5,1959,0.9387140479772335,0.6906593595853537,1.2758591505931869
United States of America,Male,Prevalence,1944,1944.5,1959,0.938714047977231,0.6906593595853519,1.2758591505931836
United States of America,Male,Prevalence,1949,1949.0,1959,0.9521224867794431,0.7183609124240727,1.2619523336424396
United States of America,Male,Prevalence,1950,1949.5,1959,0.9455904762206603,0.6795988348094201,1.3156899378292182
United States of America,Male,Prevalence,1954,1954.5,1959,0.958766114714651,0.7143269785633181,1.286851106441231
United States of America,Male,Prevalence,1954,1954.5,1959,0.958766114714648,0.7143269785633158,1.286851106441227
United States of America,Male,Prevalence,1959,1959.0,1959,0.9215388523516291,0.7541800558082069,1.1260359510349127
United States of America,Male,Prevalence,1960,1959.5,1959,0.9488242946459647,0.6824260925405438,1.3192161787936423
United States of America,Male,Prevalence,1964,1964.5,1959,0.981577676729362,0.7319620018994218,1.3163179686283832
United States of America,Male,Prevalence,1964,1964.5,1959,0.9815776767293624,0.7319620018994222,1.316317968628384
United States of America,Male,Prevalence,1969,1969.0,1959,1.017597740825681,0.7784160208075003,1.3302721609703447
United States of America,Male,Prevalence,1970,1969.5,1959,0.9129128910526788,0.6555464336136901,1.2713209986606135
United States of America,Male,Prevalence,1974,1974.5,1959,0.9414566017085291,0.6998865590542216,1.2664059931345322
United States of America,Male,Prevalence,1974,1974.5,1959,0.9414566017085286,0.6998865590542214,1.2664059931345315
United States of America,Male,Prevalence,1979,1979.0,1959,0.927233888156799,0.7069038488322936,1.216237094714625
United States of America,Male,Prevalence,1984,1984.0,1959,0.9040492567197576,0.684679346313921,1.193704853192427
United States of America,Male,Prevalence,1989,1989.0,1959,0.8728194982498599,0.6553387038749642,1.1624734996126338
United States of America,Male,Prevalence,1994,1994.0,1959,0.842483229361032,0.6258305162122456,1.1341377151923309
United States of America,Male,Prevalence,1999,1999.0,1959,0.8167022579432126,0.5986139047564016,1.1142450464811202
United States of America,Male,Prevalence,2004,2004.0,1959,0.8158528049019029,0.5889763064057545,1.1301232189258053
