location_name,sex_name,measure_name,start_year,end_year,interval_label,count_start,count_end,population_growth,population_aging,rate_change,total_change,population_growth_pct_of_total,population_aging_pct_of_total,rate_change_pct_of_total
China,Female,Prevalence,1994,1995,1994-1995,1686674.5822832817,1718829.6304234315,17416.33244393234,14418.61808719618,320.09760902290384,32155.048140151426,54.1636024552701,44.84091587843687,0.9954816662930253
China,Female,Prevalence,1995,1996,1995-1996,1718829.6304234315,1749961.5357985722,16885.496132011176,13564.452069479274,681.9571736509679,31131.905375141418,54.238556646436784,43.57090228184486,2.190541071718358
China,Female,Prevalence,1996,1997,1996-1997,1749961.5357985722,1781217.3867898646,17333.417339699226,12572.268410329358,1350.1652412666008,31255.850991295185,55.45655226129219,40.223727755263354,4.3197199834444575
China,Female,Prevalence,1997,1998,1997-1998,1781217.3867898646,1813113.120112877,19930.69507119246,10279.132559964783,1685.9056918529097,31895.73332301015,62.487025676296646,32.22729653482911,5.285677788874248
China,Female,Prevalence,1998,1999,1998-1999,1813113.120112877,1845395.5360732144,24136.09712092714,6615.8813365704455,1530.4375028308325,32282.41596032842,74.76546101936044,20.493761509983155,4.74077747065639
China,Female,Prevalence,1999,2000,1999-2000,1845395.5360732144,1877330.816111812,28684.91892345067,2486.91255103463,763.448564126195,31935.280038611498,89.8220365964195,7.787351631261153,2.3906117723193407
China,Female,Prevalence,2000,2001,2000-2001,1877330.816111812,1908855.9028104122,32973.21585688181,-1159.4178943337176,-288.711263957317,31525.086698590778,104.59357708397918,-3.6777627462815055,-0.9158143376976751
China,Female,Prevalence,2001,2002,2001-2002,1908855.9028104122,1940859.8143270733,35752.66796768608,-2875.705064905924,-873.0513861172367,32003.91151666292,111.7134321192938,-8.985479988621643,-2.727952130672153
China,Female,Prevalence,2002,2003,2002-2003,1940859.8143270733,1974576.9767227755,37536.50502428199,-2808.068071689146,-1011.274556895524,33717.16239569732,111.32759211395577,-8.328304851797038,-2.9992872621587328
China,Female,Prevalence,2003,2004,2003-2004,1974576.9767227755,2010308.173894546,38052.31977505023,-1556.2752423731533,-764.8473608961019,35731.19717178098,106.4960672661211,-4.355508254848609,-2.1405590112724986
China,Female,Prevalence,2004,2005,2004-2005,2010308.173894546,2047614.233328822,36721.63967064831,1033.5360825582563,-449.1163189351404,37306.05943427142,98.43344547109622,2.7704241569099968,-1.2038696280062138
China,Female,Prevalence,2005,2006,2005-2006,2047614.233328822,2085761.1939890627,33345.14451766736,4659.431809028378,142.3843335462734,38146.96066024201,87.41232313278563,12.214424762506932,0.3732521047074425
China,Female,Prevalence,2006,2007,2006-2007,2085761.1939890627,2124406.4894965645,29941.587801531852,8066.8708661279725,636.8368398394281,38645.29550749925,77.47796312159545,20.874134251509524,1.6479026268950323
China,Female,Prevalence,2007,2008,2007-2008,2124406.4894965645,2163572.599095393,26848.20997716137,11444.339939984726,873.5596816851756,39166.10959883127,68.5495961997781,29.220006932540034,2.2303968676818564
China,Female,Prevalence,2008,2009,2008-2009,2163572.599095393,2202481.3398691313,23996.75905497085,14156.26776852195,755.7139502427696,38908.74077373557,61.674468455605485,36.38325858666134,1.9422729577331797
China,Female,Prevalence,2009,2010,2009-2010,2202481.3398691313,2239826.8893630053,21240.062243479693,15762.164490175355,343.322760214253,37345.5494938693,56.87441350131023,42.20627277893687,0.9193137197529075
China,Female,Prevalence,2010,2011,2010-2011,2239826.8893630053,2274181.667622182,18291.590738290535,16002.880300107026,60.3072207866547,34354.77825918421,53.2432216569483,46.58123588915584,0.17554245389586387
China,Female,Prevalence,2011,2012,2011-2012,2274181.667622182,2305828.605649266,15329.166132344633,16032.054385028316,285.7175097002182,31646.938027073164,48.43807043585359,50.659101273283675,0.9028282908627496
China,Female,Prevalence,2012,2013,2012-2013,2305828.605649266,2335121.264506878,12465.44878248079,16407.76952919783,419.4405459407717,29292.65885761939,42.55485595578965,56.013247581757035,1.431896462453322
China,Female,Prevalence,2013,2014,2013-2014,2335121.264506878,2361110.838489693,9767.262988169987,15839.65251276999,382.6584818710884,25989.573982811067,37.581466301178466,60.94617989215979,1.4723538066617416
China,Female,Prevalence,2014,2015,2014-2015,2361110.838489693,2383807.110972786,7391.555042029358,15190.011256374886,114.70618469035252,22696.272483094595,32.567264283309015,66.92733913768978,0.5053965790012076
China,Female,Prevalence,2015,2016,2015-2016,2383807.110972786,2402087.7746184887,5502.435030599823,12484.620083726943,293.6085313868243,18280.66364571359,30.099755332952707,68.29412939094424,1.6061152761030588
China,Female,Prevalence,2016,2017,2016-2017,2402087.7746184887,2416940.6143945702,4172.617397228799,10054.569490411863,625.6528884394404,14852.839776080102,28.093061395226457,67.69459337065186,4.212345234121687
China,Female,Prevalence,2017,2018,2017-2018,2416940.6143945702,2429757.6609668853,3982.3311749442946,8418.84955766797,415.8658396971877,12817.046572309453,31.07058363623262,65.68478557186839,3.2446307918989987
China,Female,Prevalence,2018,2019,2018-2019,2429757.6609668853,2440458.4369422863,5056.983285904008,4278.2954598686965,1365.4972296260144,10700.77597539872,47.258098828814894,39.981170241341154,12.760730929843943
China,Female,Prevalence,2019,2020,2019-2020,2440458.4369422863,2450449.4437205875,6857.214011384484,2921.0495846749595,212.74318224129578,9991.00677830074,68.63386406941015,29.236789139400113,2.129346791189736
China,Female,Prevalence,2020,2021,2020-2021,2450449.4437205875,2457956.5053715175,8422.493350452665,-1017.8117646608346,102.38006513953829,7507.0616509313695,112.19427443236358,-13.55805789252522,1.3637834601616257
China,Female,Prevalence,2021,2022,2021-2022,2457956.5053715175,2463276.0371070085,9327.754351454787,-3724.2246680683456,-283.9979478889145,5319.531735497527,175.3491625815515,-70.01038537314083,-5.3387772084106695
China,Female,Prevalence,2022,2023,2022-2023,2463276.0371070085,2465013.7576078335,10200.015771748343,-6205.154162431059,-2257.1411084946403,1737.7205008226447,586.9767760073964,-357.0858581396439,-129.8909178677526
United States of America,Female,Prevalence,1990,1991,1990-1991,624851.7298002982,631369.5693483765,5370.685039113858,1761.5680641776416,-614.4135552111547,6517.839548080345,82.39977372096632,27.026870655268958,-9.426644376235279
United States of America,Female,Prevalence,1991,1992,1991-1992,631369.5693483765,637119.3201423319,5725.525245072688,635.7309591272109,-611.5054102458913,5749.750793954008,99.57866784579961,11.056669791596816,-10.635337637396441
United States of America,Female,Prevalence,1992,1993,1992-1993,637119.3201423319,642380.4488635843,6289.154199457397,-262.260662793337,-765.7648154124423,5261.128721251618,119.54001760217743,-4.984874476345172,-14.555143125832274
United States of America,Female,Prevalence,1993,1994,1993-1994,642380.4488635843,647791.5676182635,6164.426503413048,-158.8973829001382,-594.4103658334546,5411.118754679454,113.92147877150441,-2.936497794706985,-10.984980976797406
United States of America,Female,Prevalence,1994,1995,1994-1995,647791.5676182635,653510.7750654957,6734.605076251939,-457.4827406977032,-557.914888319928,5719.207447234308,117.75416678597061,-7.999058347130466,-9.755108438840145
United States of America,Female,Prevalence,1995,1996,1995-1996,653510.7750654957,659084.2360360649,6770.344472384798,-389.8073287147369,-807.0761731015905,5573.460970568471,121.47469064799515,-6.99399046253621,-14.480700185458947
United States of America,Female,Prevalence,1996,1997,1996-1997,659084.2360360649,663940.434167015,6855.137890887855,-729.6817214858601,-1269.2580384528264,4856.1981309491675,141.16264835240537,-15.025781523111789,-26.136866829293552
United States of America,Female,Prevalence,1997,1998,1997-1998,663940.434167015,668505.662732733,6879.430836478792,-963.7030902243956,-1350.4991805371635,4565.228565717232,150.6919256604183,-21.109635067592514,-29.582290592825768
United States of America,Female,Prevalence,1998,1999,1998-1999,668505.662732733,673549.3217841944,6942.727162911886,-681.0225560242737,-1218.045555426351,5043.659051461262,137.65258698246905,-13.502549420484048,-24.150037561985
United States of America,Female,Prevalence,1999,2000,1999-2000,673549.3217841944,679357.8214451422,6861.226899566382,-460.64823851208587,-592.0790001047233,5808.499660949572,118.12390978851688,-7.930589057429319,-10.193320731087558
United States of America,Female,Prevalence,2000,2001,2000-2001,679357.8214451422,687172.8042523838,7795.879491507501,-343.51618612660485,362.6195018603661,7814.982807241264,99.75555524298709,-4.3956102604385405,4.640055017451445
United States of America,Female,Prevalence,2001,2002,2001-2002,687172.8042523838,695368.8878798585,7768.694518765726,-569.5709926830023,996.9601013904902,8196.083627473214,94.78544719486655,-6.949306749064936,12.163859554198385
United States of America,Female,Prevalence,2002,2003,2002-2003,695368.8878798585,703303.2878313512,7497.023147003571,-823.8185052315628,1261.1953097228736,7934.399951494881,94.48758813312774,-10.382870919890435,15.895282786762698
United States of America,Female,Prevalence,2003,2004,2003-2004,703303.2878313512,711547.9721082328,7959.141013583304,-797.3606442683765,1082.9039075648373,8244.684276879765,96.53663798749457,-9.671208957077747,13.134570969583164
United States of America,Female,Prevalence,2004,2005,2004-2005,711547.9721082328,719252.5631525548,8803.119668016889,-1282.6628030701736,184.13417937703588,7704.591044323752,114.25810425723326,-16.648032266620525,2.3899280093872615
United States of America,Female,Prevalence,2005,2006,2005-2006,719252.5631525548,726458.8797320337,8571.002461029293,-897.8147069437351,-466.87117460827966,7206.316579477279,118.93735678277686,-12.45871863998597,-6.478638142790902
United States of America,Female,Prevalence,2006,2007,2006-2007,726458.8797320337,732644.5649850216,8349.829451047097,-1141.8141441378004,-1022.330053919771,6185.685252989526,134.9863290734304,-18.458975803626036,-16.52735326980437
United States of America,Female,Prevalence,2007,2008,2007-2008,732644.5649850216,738259.6054114518,8265.349260892039,-1165.852195418886,-1484.4566390458883,5615.040426427266,147.2001736976115,-20.763024072485507,-26.437149625125986
United States of America,Female,Prevalence,2008,2009,2008-2009,738259.6054114518,743447.2283159279,7227.586303244771,-463.314652677315,-1576.6487460890007,5187.622904478456,139.3236639657293,-8.931155197833235,-30.392508767896096
United States of America,Female,Prevalence,2009,2010,2009-2010,743447.2283159279,748404.9438932331,7551.967114160031,-571.5911756882367,-2022.660361167548,4957.715577304247,152.3275588606155,-11.52932568993881,-40.798233170676724
United States of America,Female,Prevalence,2010,2011,2010-2011,748404.9438932331,750458.4554215715,7261.013352500838,-263.4934080717697,-4944.008416088784,2053.5115283402847,353.59009444516863,-12.831357624991456,-240.75873682017715
United States of America,Female,Prevalence,2011,2012,2011-2012,750458.4554215715,747915.4103359134,6884.051351799223,-604.1541204793612,-8822.94231698144,-2543.045085661579,-270.7011130323048,23.75711401601789,346.94399901628685
United States of America,Female,Prevalence,2012,2013,2012-2013,747915.4103359134,743495.5603738216,6657.351864971123,-1012.1307857489251,-10065.071041312922,-4419.849962090724,-150.62393343827426,22.89966388972526,227.72426954854902
United States of America,Female,Prevalence,2013,2014,2013-2014,743495.5603738216,740502.3775013384,6543.235511187987,-832.6764600571479,-8703.74192361295,-2993.18287248211,-218.60460218930695,27.819097446814112,290.7855047424929
United States of America,Female,Prevalence,2014,2015,2014-2015,740502.3775013384,741449.1967054267,6851.045354563859,-1116.6874951651553,-4787.538655311568,946.8192040871363,723.5853819810518,-117.94094272113918,-505.6444392599126
United States of America,Female,Prevalence,2015,2016,2015-2016,741449.1967054267,745395.8953086608,6157.04319008987,-740.3528451176244,-1469.9917417361287,3946.6986032361165,156.00489951377008,-18.758788535576752,-37.2461109781933
United States of America,Female,Prevalence,2016,2017,2016-2017,745395.8953086608,748870.199642225,6044.971034128257,-1796.1288606380306,-774.5378399266824,3474.304333563545,173.99083251662114,-51.697510873947145,-22.293321642673998
United States of America,Female,Prevalence,2017,2018,2017-2018,748870.199642225,751839.3284998818,5202.427967797403,-1707.193879210953,-526.1052309312314,2969.128857655218,175.217318520351,-57.49814039930753,-17.719178121043473
United States of America,Female,Prevalence,2018,2019,2018-2019,751839.3284998818,754824.2156205924,4900.318324005872,-1641.9912281411234,-273.4399751497549,2984.887120714993,164.17097618190869,-55.01016158184918,-9.160814600059506
United States of America,Female,Prevalence,2019,2020,2019-2020,754824.2156205924,757231.0045221467,4395.631124132041,-1874.0436834438394,-114.79853913657523,2406.7889015516266,182.63467648941844,-77.86489634531999,-4.7697801440984735
United States of America,Female,Prevalence,2020,2021,2020-2021,757231.0045221467,758780.9252848108,3222.614876642299,-1602.7043132587569,-69.98980071983533,1549.9207626637071,207.92126631711707,-103.40556445636199,-4.515701860755144
United States of America,Female,Prevalence,2021,2022,2021-2022,758780.9252848108,761290.1580790987,5213.257420565215,-2228.4123275542124,-475.612298721176,2509.2327942898264,207.76300359332316,-88.80851281018377,-18.954490783139384
United States of America,Female,Prevalence,2022,2023,2022-2023,761290.1580790987,766467.9634766134,5332.452618054657,-2101.798080478019,1947.1508599379647,5177.805397514603,102.98673296246874,-40.59245025869266,37.605717296223915
China,Male,DALYs,1990,1991,1990-1991,1244646.2134439577,1280536.8183233358,21367.35502445302,12093.07057670923,2430.179278216092,35890.60487937834,59.53467515040421,33.69425123190817,6.771073617687619
China,Male,DALYs,1991,1992,1991-1992,1280536.8183233358,1314731.765824146,17867.757349271018,13284.882887998285,3042.3072635379312,34194.94750080723,52.25262401367692,38.850426331798495,8.896949654524581
China,Male,DALYs,1992,1993,1992-1993,1314731.765824146,1346751.192328785,15488.167340415375,13438.724371200624,3092.5347930288017,32019.426504644798,48.371157859959276,41.970534260665715,9.65830787937502
China,Male,DALYs,1993,1994,1993-1994,1346751.192328785,1374087.4445607243,13854.859447943512,12291.088466578629,1190.304317412898,27336.25223193504,50.68309777943095,44.96259531955813,4.354306901010916
China,Male,DALYs,1994,1995,1994-1995,1374087.4445607243,1399694.350180903,12470.92261209044,10978.174594711125,2157.8084133782736,25606.905620179838,48.70140421130219,42.871929773739005,8.426666014958817
China,Male,DALYs,1995,1996,1995-1996,1399694.350180903,1421425.9701908142,11218.389249630814,9884.282433153672,628.9483271304828,21731.620009914972,51.622425040160216,45.48341278121008,2.894162178629699
China,Male,DALYs,1996,1997,1996-1997,1421425.9701908142,1439119.1584823935,10863.496177768722,8851.632645529851,-2021.9405317267713,17693.1882915718,61.39931367227679,50.0284770594249,-11.427790731701691
China,Male,DALYs,1997,1998,1997-1998,1439119.1584823935,1454987.5587233887,12393.384036430856,6839.465549228946,-3364.4493446643464,15868.400240995456,78.10103002325958,43.1011661248588,-21.202196148118382
China,Male,DALYs,1998,1999,1998-1999,1454987.5587233887,1473665.4843925603,15388.325107161616,3628.541936322426,-338.94137431009824,18677.925669173943,82.38776285826276,19.42689997054102,-1.8146628288037747
China,Male,DALYs,1999,2000,1999-2000,1473665.4843925603,1492610.5119141333,18870.519322748063,377.40205744910054,-302.8938586250879,18945.027521572076,99.60671369445532,1.9920903098154137,-1.598804004270739
China,Male,DALYs,2000,2001,2000-2001,1492610.5119141333,1512780.593772561,22386.474948847008,-2557.582779390233,341.18968897142133,20170.081858428195,110.98851807332989,-12.680081307263169,1.6915632339332975
China,Male,DALYs,2001,2002,2001-2002,1512780.593772561,1534568.284461788,24663.948080763028,-4021.3863856463768,1145.1289941067032,21787.690689223353,113.2012953211344,-18.457148318318282,5.2558529971839
China,Male,DALYs,2002,2003,2002-2003,1534568.284461788,1556875.7431873507,26151.177641984385,-4195.926348811404,352.2074323958562,22307.45872556884,117.23064452881793,-18.809521964965143,1.5788774361472002
China,Male,DALYs,2003,2004,2003-2004,1556875.7431873507,1581930.903337319,26687.788856718027,-3535.842038855383,1903.2133321067474,25055.160149969393,106.51613758194489,-14.112230844629835,7.596093262684942
China,Male,DALYs,2004,2005,2004-2005,1581930.903337319,1606185.6418367366,25749.748411305558,-1587.4459149694694,92.4360030834408,24254.73849941953,106.1637849112321,-6.544889836711537,0.38110492547941915
China,Male,DALYs,2005,2006,2005-2006,1606185.6418367366,1630363.9571437403,23063.375165960868,1126.323395853513,-11.383254807209596,24178.31530700717,95.38867730489403,4.658403125080806,-0.04708042997483199
China,Male,DALYs,2006,2007,2006-2007,1630363.9571437403,1654124.7690682025,20450.162016155507,3567.686626725442,-257.03671841711423,23760.811924463836,86.0667643898998,15.015003014489569,-1.081767404389378
China,Male,DALYs,2007,2008,2007-2008,1654124.7690682025,1679429.5976471468,18260.731031842606,5980.026232106689,1064.0713149850103,25304.828578934306,72.16302997224905,23.631957092508916,4.205012935242033
China,Male,DALYs,2008,2009,2008-2009,1679429.5976471468,1702818.4851294102,16388.126255601295,7728.751005221043,-727.9897785605864,23388.88748226175,70.06800245642351,33.0445431022855,-3.112545558709013
China,Male,DALYs,2009,2010,2009-2010,1702818.4851294102,1725593.5600454104,14595.210515031476,8955.790050199023,-775.9256492248968,22775.0749160056,64.08413833481806,39.32276878661408,-3.406907121432127
China,Male,DALYs,2010,2011,2010-2011,1725593.5600454104,1745188.5268977026,12637.713102373993,8831.15045411745,-1873.8967041976284,19594.966852293815,64.49468987437763,45.068463349217986,-9.563153223595616
China,Male,DALYs,2011,2012,2011-2012,1745188.5268977026,1764832.1885143295,10845.008889841303,8586.965256954581,211.68746983030968,19643.661616626196,55.20869327469069,43.71366919539411,1.0776375299151943
China,Male,DALYs,2012,2013,2012-2013,1764832.1885143295,1782032.8835870018,9320.274169625132,8612.456783809466,-732.0358807629674,17200.69507267163,54.18545082188645,50.070399756652215,-4.2558505785386656
China,Male,DALYs,2013,2014,2013-2014,1782032.8835870018,1797115.1588638758,8045.236270632595,8117.049477399211,-1080.0104711641325,15082.275276867673,53.34232483458193,53.818467892895946,-7.160792727477866
China,Male,DALYs,2014,2015,2014-2015,1797115.1588638758,1810970.6759900576,6962.122017140113,7701.009205946195,-807.6140968955976,13855.517126190709,50.24801278603887,55.58081402381717,-5.828826809856029
China,Male,DALYs,2015,2016,2015-2016,1810970.6759900576,1824132.720135082,6010.870588852868,5685.430398438553,1465.743157724811,13162.044145016233,45.6682147744419,43.195649063305446,11.136136162252654
China,Male,DALYs,2016,2017,2016-2017,1824132.720135082,1835739.3577328979,5241.458433867277,3946.661842847786,2418.5173211121773,11606.63759782724,45.15914613245507,34.003489896045345,20.837363971499578
China,Male,DALYs,2017,2018,2017-2018,1835739.3577328979,1845836.0006065546,5258.649718233268,2764.326769578038,2073.6663858402753,10096.64287365158,52.08315064759153,27.378672338623417,20.53817701378505
China,Male,DALYs,2018,2019,2018-2019,1845836.0006065546,1855295.406473646,6220.343126550084,-140.5425608124351,3379.60530135606,9459.405867093708,65.75828560426503,-1.4857440603255896,35.72745845606056
China,Male,DALYs,2019,2020,2019-2020,1855295.406473646,1862247.677274943,7547.594045077063,-945.6664068801715,350.34316309816984,6952.270801295061,108.56300424418315,-13.602266567407213,5.039262323224065
China,Male,DALYs,2020,2021,2020-2021,1862247.677274943,1864216.9029178205,8196.100374537753,-3391.8686210102164,-2835.0061106494395,1969.2256428780966,416.2093056313672,-172.2437768001474,-143.96552883121979
China,Male,DALYs,2021,2022,2021-2022,1864216.9029178205,1865225.2578327723,8022.03206889118,-5094.956222662158,-1918.7209312755538,1008.3549149534665,795.5564008195844,-505.27410013142844,-190.2823006881559
China,Male,DALYs,2022,2023,2022-2023,1865225.2578327723,1863678.7738647286,8533.486819656138,-6867.261076418645,-3212.7097112872484,-1546.4839680497535,-551.7992424077687,444.05640267185174,207.74283973591696
United States of America,Male,DALYs,1990,1991,1990-1991,385181.7982555,390279.1864436802,3832.0677995587953,1330.003551377352,-64.68316275586646,5097.388188180281,75.17708399067027,26.091863171444093,-1.2689471621143638
United States of America,Male,DALYs,1991,1992,1991-1992,390279.1864436802,394989.1866291164,4158.031919239351,534.2508454757917,17.717420721251983,4710.0001854363945,88.28092899223735,11.342904977535408,0.37616603022724543
United States of America,Male,DALYs,1992,1993,1992-1993,394989.1866291164,399174.04630092636,4384.796543148541,-9.27941870885358,-190.65745262933586,4184.859671810351,104.77762426981687,-0.22173787024116262,-4.555886399575695
United States of America,Male,DALYs,1993,1994,1993-1994,399174.04630092636,403808.7591408735,4514.128938157965,-47.637397636358706,168.22129942425332,4634.71283994586,97.39824437991928,-1.0278392487616381,3.629594868842368
United States of America,Male,DALYs,1994,1995,1994-1995,403808.7591408735,408463.9814898225,4883.443343549375,-257.88230985188665,29.6613152519761,4655.2223489494645,104.90247248128573,-5.53963464086914,0.637162159583413
United States of America,Male,DALYs,1995,1996,1995-1996,408463.9814898225,413173.35368884285,4927.7298078805425,-305.31116326909006,86.95355440907103,4709.372199020523,104.63666067645777,-6.48305443627051,1.846393759812742
United States of America,Male,DALYs,1996,1997,1996-1997,413173.35368884285,417451.9307768564,4982.5244731120565,-657.38991296238,-46.55747213638581,4278.577088013291,116.45283865682633,-15.364685488642944,-1.088153168183403
United States of America,Male,DALYs,1997,1998,1997-1998,417451.9307768564,421267.25297569134,4971.629598555281,-889.2692642186207,-267.0381355002367,3815.322198836424,130.30693974080359,-23.307841851202635,-6.99909788960095
United States of America,Male,DALYs,1998,1999,1998-1999,421267.25297569134,425629.6993242225,4860.57814268243,-690.7894227303137,192.6576285767272,4362.446348528843,111.41863427894242,-15.834909304117172,4.416275025174752
United States of America,Male,DALYs,1999,2000,1999-2000,425629.6993242225,429714.0092277234,4835.216293426996,-672.5104130462762,-78.39597687924591,4084.3099035014748,118.38514725050052,-16.465704829835115,-1.9194424206654133
United States of America,Male,DALYs,2000,2001,2000-2001,429714.0092277234,435039.5123146445,5999.717760795989,-708.2445294088975,34.02985553530743,5325.503086922399,112.66011234749313,-13.299110297168019,0.6389979496748961
United States of America,Male,DALYs,2001,2002,2001-2002,435039.5123146445,439971.6344498752,5714.730808551336,-951.0628328094318,168.45415948907612,4932.12213523098,115.867585024508,-19.283034903288986,3.4154498787809744
United States of America,Male,DALYs,2002,2003,2002-2003,439971.6344498752,444176.1242906846,5247.390183276158,-1144.6801906299856,101.77984816360794,4204.48984080978,124.80444434289599,-27.225186264441575,2.4207419215455936
United States of America,Male,DALYs,2003,2004,2003-2004,444176.1242906846,449164.34912491887,5670.73259311829,-1201.7243782133253,519.216619328615,4988.224834233581,113.68237763063007,-24.091223193590572,10.408845562960485
United States of America,Male,DALYs,2004,2005,2004-2005,449164.34912491887,453670.5497947073,5858.61428299488,-1408.6948723162639,56.28125910978997,4506.200669788406,130.01228112795027,-31.261254780790992,1.248973652840736
United States of America,Male,DALYs,2005,2006,2005-2006,453670.5497947073,458187.5797678711,5792.829924125185,-1226.7672427540917,-49.03270820805725,4517.029973163037,128.24422150266966,-27.15871380182699,-1.0855077008426899
United States of America,Male,DALYs,2006,2007,2006-2007,458187.5797678711,462003.39764232043,5483.681395701191,-1451.446150281961,-216.41737096893482,3815.8178744502948,143.7092014380054,-38.03761599840652,-5.671585439598891
United States of America,Male,DALYs,2007,2008,2007-2008,462003.39764232043,465986.34391132684,5323.1405261563095,-1421.1318192217248,80.93756207130113,3982.9462690058863,133.64831375154165,-35.68041653688763,2.032102785345948
United States of America,Male,DALYs,2008,2009,2008-2009,465986.34391132684,469678.75718803896,4931.736986225384,-1067.952790000505,-171.37091951241018,3692.4132767124684,133.5640573423662,-28.922894323231183,-4.641163019135005
United States of America,Male,DALYs,2009,2010,2009-2010,469678.75718803896,473017.49547685904,4936.937370225302,-972.5067665387953,-625.6923148655526,3338.738288820954,147.8683545444569,-29.12797237791967,-18.740382166537238
United States of America,Male,DALYs,2010,2011,2010-2011,473017.49547685904,476015.77460049343,4915.335659685729,-679.5083393247527,-1237.5481967269347,2998.2791236340418,163.9385613214067,-22.663278210774443,-41.275283110632266
United States of America,Male,DALYs,2011,2012,2011-2012,476015.77460049343,477825.01705970673,4934.830343084002,-929.9358446683327,-2195.652039202483,1809.2424592131865,272.7567174844044,-51.3991831184831,-121.35753436592134
United States of America,Male,DALYs,2012,2013,2012-2013,477825.01705970673,479277.6956275405,4879.899826611712,-1089.5373727343394,-2337.6838860443386,1452.6785678330343,335.9242667076087,-75.00195823495945,-160.92230847264923
United States of America,Male,DALYs,2013,2014,2013-2014,479277.6956275405,481228.60145308054,5020.365860690111,-945.5177458414886,-2123.9422893087226,1950.9058255398995,257.33512068942434,-48.46557601414836,-108.86954467527598
United States of America,Male,DALYs,2014,2015,2014-2015,481228.60145308054,483823.3106485759,5248.601978191892,-1092.7971632527865,-1561.0956194431733,2594.7091954959324,202.28093334323407,-42.11636375859523,-60.16456958463886
United States of America,Male,DALYs,2015,2016,2015-2016,483823.3106485759,486866.683868926,5028.462805788876,-855.7572635189573,-1129.3323219191516,3043.373220350768,165.2266232798524,-28.1187091282983,-37.10791415155414
United States of America,Male,DALYs,2016,2017,2016-2017,486866.683868926,489079.0756203632,4715.803554553015,-1318.5618926034367,-1184.8499105131777,2212.3917514364,213.15409223937257,-59.59893367652259,-53.55515856284997
United States of America,Male,DALYs,2017,2018,2017-2018,489079.0756203632,490595.56597578776,4167.082443749727,-1260.3620568123104,-1390.2300315132402,1516.4903554241755,274.7846320845316,-83.1104564763141,-91.6741756082175
United States of America,Male,DALYs,2018,2019,2018-2019,490595.56597578776,492365.5219672235,3901.93205291092,-1202.8322655073327,-929.1437959655789,1769.955991438008,220.4536198519139,-67.95831485787886,-52.49530499403504
United States of America,Male,DALYs,2019,2020,2019-2020,492365.5219672235,492645.72772860096,3275.0529282985467,-1339.3400105462836,-1655.5071563767754,280.2057613754878,1168.8028512411045,-477.9844654055882,-590.8183858355162
United States of America,Male,DALYs,2020,2021,2020-2021,492645.72772860096,495549.59852475557,2400.8992053107745,-1166.4691368914112,1669.440727734948,2903.8707961543114,82.67927100924607,-40.169457209880115,57.49018620063406
United States of America,Male,DALYs,2021,2022,2021-2022,495549.59852475557,499857.56240394484,3826.5555062428953,-1467.3697843180948,1948.7781572667493,4307.9638791915495,88.82515298528925,-34.061794050916404,45.236641065627154
United States of America,Male,DALYs,2022,2023,2022-2023,499857.56240394484,497975.76444955164,4310.7501808486895,-1489.2148196476726,-4703.333315596664,-1881.7979543956462,-229.07614341801747,79.13787004439301,249.9382733736245
China,Male,Incidence,1990,1991,1990-1991,149191.68386571287,151863.54475821395,2547.5844624863917,-131.2686880698214,255.54511808223714,2671.8608924988075,95.3486938499935,-4.913006078960003,9.564312228966507
China,Male,Incidence,1991,1992,1991-1992,151863.54475821395,153859.12265145735,2104.9430326088427,-319.3580323517138,209.99289298554746,1995.5778932426765,105.48037436857227,-16.00328573658325,10.522911368010972
China,Male,Incidence,1992,1993,1992-1993,153859.12265145735,155287.01341148454,1799.130993519415,-545.9579290214024,174.71769552618207,1427.8907600241946,125.99920413301994,-38.2352729148658,12.23606878184586
China,Male,Incidence,1993,1994,1993-1994,155287.01341148454,156245.88205497753,1586.443553777824,-766.7811953708976,139.20628509135472,958.868643498281,165.44951850651148,-79.96728233529646,14.517763828784988
China,Male,Incidence,1994,1995,1994-1995,156245.88205497753,156716.18896297147,1407.1241252760906,-1030.0059343900696,93.1887171028308,470.3069079888519,299.1927401817889,-219.0071880497415,19.814447867952588
China,Male,Incidence,1995,1996,1995-1996,156716.18896297147,156777.6105361204,1246.658053547401,-1190.728722656369,5.492242255708939,61.42157314674114,2029.6745747117768,-1938.6164529059213,8.941878194144467
China,Male,Incidence,1996,1997,1996-1997,156777.6105361204,156621.1394884245,1190.2199059311922,-1293.1174484665873,-53.57350516714118,-156.47104770253645,-760.6646235244057,826.4260177543539,34.23860577005181
China,Male,Incidence,1997,1998,1997-1998,156621.1394884245,156616.82081403316,1341.3939982894808,-1302.879395578624,-42.83327709538571,-4.318674384529004,-31060.318024781434,30168.50263696638,991.8153878150534
China,Male,Incidence,1998,1999,1998-1999,156616.82081403316,157047.77614075123,1648.1667042039965,-1211.9153484323567,-5.29602905123708,430.9553267204028,382.4449083264961,-281.2160039081333,-1.2289044183628488
China,Male,Incidence,1999,2000,1999-2000,157047.77614075123,157949.68899678084,2003.9544440020495,-1143.8439966278431,41.80240864771864,901.9128560219251,222.1893645957004,-126.82422575424923,4.63486115854883
China,Male,Incidence,2000,2001,2000-2001,157949.68899678084,159337.45222009253,2363.451147802043,-1067.6798028368066,91.99187835285557,1387.763223318092,170.30651252964583,-76.93530026570545,6.628787736059635
