location_name,sex_name,measure_name,year,val,lower,upper,fitted,residual_log,model_knots
United States of America,Female,Prevalence,2020,402.38527902662,335.68577265612,477.3911996323701,403.1022681401128,-0.001780261669790839,"2010,2015"
United States of America,Female,Prevalence,2021,402.48875181116,336.84007569576,477.26200158451,402.82130259022745,-0.0008258950603003967,"2010,2015"
United States of America,Female,Prevalence,2022,402.75014803638,337.74897912623,477.51659074791,402.54053287560885,0.000520595035988336,"2010,2015"
United States of America,Female,Prevalence,2023,403.27353450435,336.95953658544,477.09964003767,402.2599588597583,0.002516533919076025,"2010,2015"
China,Female,YLDs,1990,175.27342174442998,131.54143985766,219.91064672895,175.3387096774589,-0.0003724225600452158,1998
China,Female,YLDs,1991,175.50460096843,131.13725432306,219.74096434234,175.53311083114448,-0.00016243190870302016,1998
China,Female,YLDs,1992,175.73938606432,129.74132393611,219.50971357300003,175.7277275208553,6.634215844592006e-05,1998
China,Female,YLDs,1993,175.91729859991,130.04537142381,220.55109677725,175.92255998556,-2.9907843139831414e-05,1998
China,Female,YLDs,1994,176.27639474616998,130.58099291354,220.38334328384,176.11760846449215,0.000901186121089026,1998
China,Female,YLDs,1995,176.38831131643,129.51482950208,221.33258400605,176.3128731971506,0.00042777355870704525,1998
China,Female,YLDs,1996,176.40358940163,130.09767868667,219.98992415511,176.50835442329966,-0.000593717648723846,1998
China,Female,YLDs,1997,176.73361041763,131.17352097189,222.21956948062,176.7040523829696,0.00016726024326363387,1998
China,Female,YLDs,1998,176.85100345615,131.83341294738,220.85165765623,176.89996731645667,-0.0002768267208566044,1998
China,Female,YLDs,1999,177.05034196162998,131.37197589354,220.9829926231,176.94886639873252,0.0005733095627356022,1998
China,Female,YLDs,2000,177.01472846463,131.62344111512,221.77969297924,176.99777899780156,9.575631642455562e-05,1998
China,Female,YLDs,2001,177.21181578548,132.2867686196,220.87495393925,177.04670511739985,0.0009321479670534316,1998
China,Female,YLDs,2002,177.08126935453,132.18851661517,220.75534257919,177.09564476126505,-8.117641873273129e-05,1998
China,Female,YLDs,2003,177.13471074606,132.39802099712,222.12410321614,177.14459793313526,-5.581577492996814e-05,1998
China,Female,YLDs,2004,177.08667496478,130.56442019538,222.73303758233,177.19356463675024,-0.0006034187813233061,1998
China,Female,YLDs,2005,177.19040721847,131.39427450382,223.43198664078,177.24254487585014,-0.0002942032192443378,1998
China,Female,YLDs,2006,177.083583831,131.41399048095002,219.42625255486,177.2915386541768,-0.0011736424700972137,1998
